dev1 dev2 weight release
143	304	0.71	2.2
143	373	0.73	2.2
143	399	0.49	2.2
304	373	0.91	2.2
304	399	1.12	2.2
373	399	1.43	2.2
143	164	0.01	2.2
143	258	0.04	2.2
143	310	0.4	2.2
143	389	0.01	2.2
143	457	0.26	2.2
164	310	0.01	2.2
164	457	0.01	2.2
212	310	0.01	2.2
258	310	0.04	2.2
310	389	0.02	2.2
310	457	0.03	2.2
