b.source_id	c.target_id	weight	release
10	449	0.003781447	2.1
30	304	1	2.1
33	304	0.040303891	2.1
45	396	0.106315118	2.1
45	399	0.319420784	2.1
54	304	0.019070722	2.1
54	399	0.021921171	2.1
60	373	1	2.1
84	399	1	2.1
102	373	3.164556962	2.1
102	399	4.323656578	2.1
104	399	1	2.1
112	276	0.024919989	2.1
112	304	0.028187127	2.1
120	304	0.037512191	2.1
122	373	0.005241883	2.1
134	304	0.016022816	2.1
134	373	0.015766032	2.1
134	442	0.007237906	2.1
164	373	0.187462898	2.1
168	304	5.988023952	2.1
168	317	5.988023952	2.1
172	304	1.63132137	2.1
173	319	0.043897903	2.1
173	373	0.014495327	2.1
188	396	0.016240577	2.1
188	399	0.160097339	2.1
194	304	0.263782643	2.1
195	304	0.15660726	2.1
195	373	0.170299728	2.1
221	304	0.009539421	2.1
226	373	0.081711472	2.1
226	399	0.068758058	2.1
231	399	1	2.1
236	304	0.033807007	2.1
258	410	11.23595506	2.1
267	304	0.020332674	2.1
267	396	0.013044088	2.1
267	399	0.157750478	2.1
275	304	0.012059324	2.1
276	373	0.007601875	2.1
276	449	0.003780204	2.1
278	283	1.162790698	2.1
278	304	0.575484366	2.1
282	282	1.204819277	2.1
282	373	0.00584243	2.1
284	284	1.27291726	2.1
287	287	0.02720002	2.1
287	304	0.01276909	2.1
287	369	0.008632771	2.1
287	373	1.523229246	2.1
308	308	1	2.1
308	328	1	2.1
317	304	1	2.1
317	317	1	2.1
319	399	0.022983386	2.1
328	308	0.012305673	2.1
328	328	0.137066929	2.1
328	373	0.022631091	2.1
330	330	1	2.1
330	373	1	2.1
333	304	0.021099049	2.1
339	278	0.082385896	2.1
339	283	0.076934913	2.1
339	304	0.072293512	2.1
364	364	0.008032042	2.1
364	399	0.006261241	2.1
369	304	0.002460741	2.1
369	430	500	2.1
396	396	3.401360544	2.1
396	399	0.253485425	2.1
410	304	0.009673935	2.1
410	391	0.007120459	2.1
410	399	0.00689508	2.1
410	410	0.012969587	2.1
430	304	1.542614732	2.1
430	369	0.170721297	2.1
430	430	0.565291125	2.1
442	373	1.360544218	2.1
443	304	0.1499925	2.1
443	373	0.0427177	2.1
14	14	1	2.1
14	159	1	2.1
24	24	0.114100938	2.1
24	143	0.127855749	2.1
25	28	0.003656601	2.1
25	48	0.003660027	2.1
25	88	0.004118871	2.1
25	143	0.003264702	2.1
25	166	0.003656989	2.1
25	173	2.096436059	2.1
35	143	0.008007758	2.1
65	65	1	2.1
116	116	0.140144349	2.1
131	131	4.993757803	2.1
141	141	1	2.1
148	143	0.031380548	2.1
148	148	0.025871715	2.1
149	143	0.034170219	2.1
149	149	5.988023952	2.1
150	25	0.643086817	2.1
150	28	0.003635914	2.1
150	48	0.003639302	2.1
150	88	0.004092647	2.1
150	143	0.003789331	2.1
150	166	0.003636298	2.1
150	173	8.26446281	2.1
178	25	0.064821417	2.1
178	28	0.003461333	2.1
178	48	0.003464403	2.1
178	88	0.003872777	2.1
178	143	0.00360009	2.1
178	150	0.072092856	2.1
178	166	0.003461681	2.1
178	173	0.089557586	2.1
181	132	0.032985338	2.1
181	141	0.016097746	2.1
181	143	0.019419906	2.1
181	181	0.020157309	2.1
185	25	0.032880676	2.1
185	28	0.003290654	2.1
185	48	0.003293428	2.1
185	88	0.00366034	2.1
185	143	0.003415806	2.1
185	150	0.034653637	2.1
185	166	0.003290968	2.1
185	173	0.1367054	2.1
185	178	0.0667334	2.1
185	185	1	2.1
240	116	0.145657331	2.1
241	35	0.039068722	2.1
241	143	0.009874261	2.1
248	25	0.257003341	2.1
248	150	0.428265525	2.1
266	173	2.544529262	2.1
282	457	0.029262297	2.1
287	458	0.040014405	2.1
288	143	1	2.1
302	463	0.068411151	2.1
302	143	0.058329445	2.1
304	19	0.01735291	2.2
304	23	0.03690105	2.2
304	34	0.00532447	2.2
304	40	0.002030336	2.2
304	43	0.004234526	2.2
304	61	0.007223784	2.2
304	94	0.452488688	2.2
304	97	0.10139931	2.2
304	98	0.040122703	2.2
304	102	0.015092452	2.2
304	114	0.152413678	2.2
304	130	0.037520918	2.2
304	164	0.020034005	2.2
304	175	0.017921067	2.2
304	182	0.047221042	2.2
316	143	0.008890711	2.1
333	457	0.525762355	2.1
352	10	1.934235977	2.1
352	68	6.535947712	2.1
352	143	0.427685509	2.1
373	114	0.103197399	2.2
373	170	0.104701078	2.2
384	143	1	2.1
443	451	0.013632522	2.1
458	116	0.010564719	2.1
24	304	0.11625493	2.1
24	373	1.614205004	2.1
24	399	0.888415068	2.1
25	217	0.003856009	2.1
25	220	0.016479895	2.1
25	248	0.079444524	2.1
25	304	0.007189698	2.1
25	309	0.001394776	2.1
25	319	0.05344294	2.1
25	361	0.007466364	2.1
25	399	0.016477451	2.1
65	391	1	2.1
116	240	0.173599056	2.1
116	304	5.903187721	2.1
116	369	0.207555002	2.1
131	304	4.158004158	2.1
131	391	12.24489796	2.1
141	304	1	2.1
148	304	0.041533184	2.1
150	217	0.003833026	2.1
150	220	0.016067871	2.1
150	248	0.070706357	2.1
150	304	0.007812833	2.1
150	309	0.001391757	2.1
150	319	0.061619718	2.1
150	361	0.007380673	2.1
150	399	0.016065547	2.1
178	217	0.003639507	2.1
178	220	0.013139223	2.1
178	248	0.039574965	2.1
178	304	0.007048878	2.1
178	309	0.001365396	2.1
178	319	0.037368633	2.1
178	361	0.006695188	2.1
178	399	0.01313767	2.1
181	304	0.022843313	2.1
185	217	0.003451269	2.1
185	220	0.010977792	2.1
185	248	0.024842355	2.1
185	304	0.00689654	2.1
185	309	0.001338018	2.1
185	319	0.023954357	2.1
185	361	0.006084687	2.1
185	399	0.010976707	2.1
219	219	0.05438773	2.1
219	304	4.6875	2.1
240	240	0.27956388	2.1
240	304	0.476985452	2.1
241	241	0.002262408	2.1
241	304	0.009805229	2.1
241	373	0.100892175	2.1
248	248	0.056674528	2.1
266	266	0.063171194	2.1
266	304	0.032596649	2.1
266	319	0.064285944	2.1
266	399	0.04054739	2.1
288	288	1	2.1
288	367	1	2.1
295	373	16.66666667	2.1
304	187	0.126527366	2.2
304	202	1.904761905	2.2
304	233	15.50387597	2.2
304	235	0.024682992	2.2
304	238	0.114992755	2.2
304	244	0.004234074	2.2
304	245	0.070616482	2.2
304	287	0.014046162	2.2
304	328	36.36363636	2.2
304	331	0.004376406	2.2
304	369	0.010305056	2.2
304	389	0.007900211	2.2
316	220	0.006684923	2.1
316	304	0.006315484	2.1
316	316	4.098360656	2.1
316	399	7.731958763	2.1
352	276	2.331002331	2.1
352	304	0.007510496	2.1
352	373	0.003794872	2.1
373	238	0.135556459	2.2
384	384	1	2.1
433	399	1	2.1
458	240	0.010746881	2.1
458	304	0.01162016	2.1
458	369	0.011007639	2.1
34	56	0.031062091	2.2
34	143	0.210913254	2.2
68	34	0.004990028	2.2
68	56	0.004217578	2.2
68	122	0.009966016	2.2
108	164	7.8125	2.2
114	114	1.09609061	2.2
114	143	1.266143327	2.2
114	170	2.197802198	2.2
114	187	0.398406375	2.2
132	117	0.051299151	2.2
133	182	0.091806289	2.2
143	34	0.042908745	2.2
143	40	0.172055697	2.2
143	56	0.008953837	2.2
143	65	0.007540455	2.2
143	94	0.447027269	2.2
143	98	0.017764619	2.2
143	102	0.204561727	2.2
143	114	0.104729588	2.2
143	126	0.014463547	2.2
143	130	0.144602704	2.2
143	175	0.021686898	2.2
143	181	0.13362285	2.2
143	187	0.076866905	2.2
143	196	0.138204266	2.2
159	117	0.008257957	2.2
159	129	0.009063153	2.2
159	143	0.003060589	2.2
170	143	1.692047377	2.2
196	126	0.012763046	2.2
196	196	0.00706199	2.2
238	143	2.113048072	2.2
238	170	31.25	2.2
249	159	0.003572743	2.2
258	130	0.019626508	2.2
304	415	0.059326056	2.2
304	425	0.067519339	2.2
304	451	0.006376656	2.2
310	89	0.016813906	2.2
310	114	0.14567855	2.2
310	143	0.010238359	2.2
310	170	0.136622687	2.2
352	449	0.003774069	2.1
367	68	0.010843223	2.2
367	132	0.004100596	2.2
367	143	0.010349808	2.2
367	159	0.032285142	2.2
373	425	0.145857643	2.2
373	33	0.021211967	2.2
373	68	0.005391459	2.2
373	117	0.008454955	2.2
373	129	0.012196332	2.2
373	175	0.060523529	2.2
373	187	0.108119797	2.2
391	19	0.017654224	2.2
391	65	0.00778617	2.2
391	68	0.009683483	2.2
391	89	0.009650701	2.2
