"","i","j","w"
"1",3996,8152,6.32455539703369
"2",4027,11933,0.169202148914337
"3",4028,6592,0.361059457063675
"4",4029,13430,4
"5",4066,4650,2.25973081588745
"6",4073,5659,0.579771041870117
"7",4073,8198,2.28416085243225
"8",4073,17746,2.19089031219482
"9",4077,5921,2.2360680103302
"10",4077,6524,8.9442720413208
"11",4080,4147,1.15470051765442
"12",4080,4283,0.379207968711853
"13",4080,4876,0.244338884949684
"14",4080,7374,0.191579893231392
"15",4080,7691,0.0772965475916862
"16",4080,12435,0.026717483997345
"17",4086,4856,1.67053818702698
"18",4086,16395,0.787499248981476
"19",4087,7881,1.40257370471954
"20",4095,4255,0.946320474147797
"21",4095,16913,0.746220171451569
"22",4096,4080,0.302833378314972
"23",4096,4196,0.176880359649658
"24",4096,4244,0.740233182907104
"25",4096,4283,0.128728985786438
"26",4096,4560,1.3187609910965
"27",4096,5233,0.526741504669189
"28",4096,6126,0.953462600708008
"29",4096,8713,1.33333337306976
"30",4096,16686,2.44948983192444
"31",4101,5214,0.571817696094513
"32",4101,8435,1.07417225837708
"33",4101,17715,1.72132587432861
"34",4105,4096,0.306846171617508
"35",4109,4255,2.65684461593628
"36",4109,4283,1.08200359344482
"37",4109,4332,0.964485645294189
"38",4109,6721,0.983738780021667
"39",4113,7901,1.54919338226318
"40",4120,4951,5.16397762298584
"41",4125,4357,0.365046977996826
"42",4125,13669,0.181244894862175
"43",4127,4283,2.78243327140808
"44",4127,7550,0.566441178321838
"45",4134,4608,0.445914894342422
"46",4134,5092,1.75411605834961
"47",4134,6707,1.56492161750793
"48",4134,7601,0.383835434913635
"49",4134,18329,0.835269093513489
"50",4136,6601,0.427048981189728
"51",4136,13827,0.846414744853973
"52",4147,4255,0.69985419511795
"53",4147,4283,1.24434208869934
"54",4147,8865,0.894427180290222
"55",4157,7999,1.32356524467468
"56",4167,4080,0.714589595794678
"57",4167,4125,0.40740042924881
"58",4167,17264,0.530123054981232
"59",4171,9019,4.2966890335083
"60",4171,15500,3.09838676452637
"61",4176,4086,1.15792143344879
"62",4176,8058,0.864675402641296
"63",4176,8323,0.122010193765163
"64",4182,5132,0.705638229846954
"65",4182,13537,0.800000011920929
"66",4194,4442,0.459234476089478
"67",4194,7825,0.506640374660492
"68",4196,4283,1.64214169979095
"69",4196,6384,0.246619313955307
"70",4209,10861,1.77704668045044
"71",4209,13919,0.914459884166718
"72",4221,17067,0.816496551036835
"73",4233,5214,0.854097962379456
"74",4233,10862,0.314140439033508
"75",4234,12656,0.891460597515106
"76",4244,4127,0.914459884166718
"77",4244,13860,0.56911039352417
"78",4255,4095,5.16397762298584
"79",4255,4109,1.55699789524078
"80",4255,4332,4.14039325714111
"81",4255,5132,0.810884833335876
"82",4255,7365,2.65684461593628
"83",4255,16673,0.751469135284424
"84",4259,4889,0.0903277397155762
"85",4274,15619,1.33333337306976
"86",4276,14061,2.16930460929871
"87",4277,4209,2.16930460929871
"88",4280,6314,3.87298345565796
"89",4280,8746,3.75734567642212
"90",4280,13578,1.14833855628967
"91",4283,4080,0.267221480607986
"92",4283,4109,0.654653668403625
"93",4283,4127,3.16227769851685
"94",4283,4147,1.59787094593048
"95",4283,4196,1.24837553501129
"96",4283,4300,2.78243327140808
"97",4283,4317,0.991769433021545
"98",4283,4332,1.28653502464294
"99",4283,4408,0.898933172225952
"100",4283,4652,1.51185786724091
"101",4283,4655,1.82574188709259
"102",4283,4718,1.09819400310516
"103",4283,5282,1.70046055316925
"104",4283,5515,1.21716129779816
"105",4283,6016,0.960768938064575
"106",4283,6675,2.98142385482788
"107",4283,6710,0.914459884166718
"108",4283,6721,1.59787094593048
"109",4283,7149,0.219660878181458
"110",4283,9164,0.955273509025574
"111",4283,9328,1.92153787612915
"112",4283,9355,1.92153787612915
"113",4283,9587,0.120582602918148
"114",4283,9798,0.731925070285797
"115",4283,12910,0.654653668403625
"116",4283,13330,0.257983982563019
"117",4285,7257,0.233284741640091
"118",4289,6710,0.981761395931244
"119",4293,5817,6.92820310592651
"120",4294,5720,0.973969519138336
"121",4300,10565,1.1209568977356
"122",4301,13036,1.15150630474091
"123",4308,5180,1.21342182159424
"124",4308,6683,0.957094848155975
"125",4308,7119,1.67053818702698
"126",4308,11338,2.33549690246582
"127",4308,15337,1.00419294834137
"128",4316,6230,1.02597832679749
"129",4316,6691,2.69679951667786
"130",4316,11439,2.39045715332031
"131",4317,4283,1.73205077648163
"132",4317,4849,3.46410155296326
"133",4318,4255,0.301969230175018
"134",4322,7161,3.38061690330505
"135",4322,12218,3.75734567642212
"136",4322,14360,10.9544515609741
"137",4323,14117,4.14039325714111
"138",4329,5065,1.57296752929688
"139",4330,6470,0.110622800886631
"140",4332,4109,0.822226464748383
"141",4332,4283,0.625203549861908
"142",4332,6199,1.09819400310516
"143",4332,13860,1.4704293012619
"144",4357,6846,0.803219318389893
"145",4357,16723,0.65406996011734
"146",4359,4678,15.4919338226318
"147",4359,4979,6.32455539703369
"148",4359,4980,3.65148377418518
"149",4359,5493,0.942809045314789
"150",4359,5855,8.9442720413208
"151",4359,9345,1.61514568328857
"152",4359,9361,0.70200651884079
"153",4359,11838,15.4919338226318
"154",4359,13185,1.22859025001526
"155",4359,17161,5.85540056228638
"156",4361,11100,0.686667859554291
"157",4374,9949,0.744494795799255
"158",4375,7636,0.776540458202362
"159",4375,10725,1.10656666755676
"160",4381,13777,0.5765500664711
"161",4388,12645,1.04446589946747
"162",4401,5313,15.4919338226318
"163",4401,5366,1.45095252990723
"164",4401,13626,7.74596691131592
"165",4402,6643,0.826898217201233
"166",4408,4283,0.723101496696472
"167",4412,4872,0.184545502066612
"168",4412,5561,0.850230276584625
"169",4425,4221,0.34710505604744
"170",4432,4401,1.62399590015411
"171",4432,8013,2.92770028114319
"172",4433,13144,2.2360680103302
"173",4439,7499,15.4919338226318
"174",4442,5230,1.30930733680725
"175",4442,7587,1.54150497913361
