"","node","betweenness"
"1",3988,1550
"2",3998,16007
"3",3999,0
"4",4014,2818
"5",4024,22818
"6",4028,18405
"7",4033,18345
"8",4043,7569
"9",4068,31803
"10",4072,11007
"11",4075,96001
"12",4077,23963
"13",4085,1369
"14",4086,840
"15",4096,4900
"16",4098,2466
"17",4102,6150
"18",4114,15905
"19",4122,84325
"20",4125,31214
"21",4127,75780
"22",4130,10024
"23",4136,5372
"24",4140,1374
"25",4156,9960
"26",4167,3117
"27",4170,18701
"28",4172,24225
"29",4176,8086
"30",4184,4748
"31",4194,4705
"32",4201,710
"33",4217,3075
"34",4226,15900
"35",4227,24204
"36",4244,18366
"37",4255,6004
"38",4260,6192
"39",4269,2350
"40",4275,70187
"41",4277,708
"42",4280,20091
"43",4283,3096
"44",4285,10241
"45",4287,15376
"46",4288,15037
"47",4289,4275
"48",4290,5786
"49",4308,4121
"50",4317,15079
"51",4320,685
"52",4322,3520
"53",4323,118066
"54",4326,21825
"55",4330,4602
"56",4332,12656
"57",4336,5375
"58",4354,2860
"59",4356,2776
"60",4370,27874
"61",4375,88163
"62",4377,2939
"63",4408,5673
"64",4412,4222
"65",4434,20527
"66",4441,4201
"67",4448,4891
"68",4467,19744
"69",4474,11202
"70",4482,2818
"71",4515,20543
"72",4519,28301
"73",4521,48063
"74",4529,11489
"75",4533,22042
"76",4534,15858
"77",4542,3050
"78",4563,41618
"79",4569,3862
"80",4571,17126
"81",4572,11265
"82",4579,4837
"83",4580,2755
"84",4583,3772
"85",4592,1394
"86",4596,14333
"87",4597,56542
"88",4598,2100
"89",4619,24644
"90",4630,5588
"91",4631,50560
"92",4632,4512
"93",4655,10294
"94",4662,3667
"95",4666,2120
"96",4670,706
"97",4675,18638
"98",4688,823
"99",4694,25216
"100",4695,40687
"101",4705,26760
"102",4708,31740
"103",4710,6895
"104",4717,23994
"105",4725,2088
"106",4748,2141
"107",4749,34725
"108",4751,30884
"109",4764,14995
"110",4765,2058
"111",4767,2734
"112",4803,34552
"113",4806,2611
"114",4841,18155
"115",4856,10370
"116",4859,8614
"117",4862,4733
"118",4872,1369
"119",4874,5822
"120",4882,973
"121",4884,2937
"122",4885,7669
"123",4889,16247
"124",4894,2097
"125",4900,20862
"126",4931,2207
"127",4936,48293
"128",4943,58681
"129",4951,20585
"130",4956,9623
"131",4957,1411
"132",4966,30586
"133",4983,9226
"134",4986,6234
"135",4995,31845
"136",5004,4912
"137",5007,86923
"138",5009,9824
"139",5012,98285
"140",5017,5452
"141",5020,87
"142",5022,26105
"143",5049,6318
"144",5050,78222
"145",5054,15884
"146",5057,10839
"147",5063,7582
"148",5068,2144
"149",5091,13259
"150",5113,6637
"151",5114,17834
"152",5130,57602
"153",5132,19864
"154",5148,2151
"155",5154,6890
"156",5170,6255
"157",5172,1631
"158",5182,24015
"159",5186,8751
"160",5190,23952
"161",5193,7990
"162",5205,5940
"163",5210,32650
"164",5226,4879
"165",5236,8790
"166",5239,6296
"167",5260,95449
"168",5267,48494
"169",5272,43255
"170",5273,1663
"171",5278,2094
"172",5279,17692
"173",5306,41333
"174",5309,10986
"175",5313,3751
"176",5320,1616
"177",5324,2776
"178",5346,40981
"179",5351,22006
"180",5360,66573
"181",5368,31866
"182",5369,10944
"183",5371,17464
"184",5376,706
"185",5378,50917
"186",5379,3528
"187",5381,17059
"188",5393,4610
"189",5399,14291
"190",5400,6192
"191",5401,9333
"192",5414,5040
"193",5422,6156
"194",5438,31429
"195",5481,3730
"196",5482,0
"197",5484,1621
"198",5488,1385
"199",5493,4774
"200",5508,2124
"201",5513,24141
"202",5542,59662
"203",5549,8769
"204",5563,18752
"205",5581,11133
"206",5606,51824
"207",5634,14354
"208",5642,38291
"209",5666,1411
