"","node","closeness","n.closeness"
"1",3990,9.21129879117522e-06,9.38970315104507e-09
"2",3995,8.22074163253339e-06,8.37996088943261e-09
"3",3998,8.91869052349221e-06,9.09142764881979e-09
"4",4003,6.39492881745096e-06,6.51878574663706e-09
"5",4007,8.86854557660691e-06,9.04031149501214e-09
"6",4008,9.29909530087003e-06,9.47920010282368e-09
"7",4015,9.21681298374005e-06,9.39532414244654e-09
"8",4023,7.6533123714257e-06,7.80154166302314e-09
"9",4027,1.00001675394493e-05,1.01938507028026e-08
"10",4028,8.02652363877246e-06,8.18198128315236e-09
"11",4036,1.00258672566181e-05,1.02200481718839e-08
"12",4043,1.00989434572025e-05,1.02945397117253e-08
"13",4049,7.34394627506416e-06,7.48618376663013e-09
"14",4052,1.00706964630242e-05,1.02657456299941e-08
"15",4064,8.91878703072901e-06,9.09152602520796e-09
"16",4067,1.00690193756414e-05,1.02640360607965e-08
"17",4069,9.48047007688053e-06,9.66408774401685e-09
"18",4072,7.8481613358391e-06,8.00016446059031e-09
"19",4075,7.20875904981968e-06,7.34837823630956e-09
"20",4077,1.01989978858901e-05,1.03965319937717e-08
"21",4078,9.79512168871015e-06,9.98483352569843e-09
"22",4085,9.94328459247017e-06,1.01358660473702e-08
"23",4087,9.00273506865097e-06,9.17709996804381e-09
"24",4088,9.74333715329689e-06,9.93204602782558e-09
"25",4090,9.90128616194806e-07,1.00930541915882e-09
"26",4095,9.277430606246e-06,9.45711580657084e-09
"27",4096,7.62405467250882e-06,7.77171730123223e-09
"28",4099,9.56780558178375e-06,9.75311476226682e-09
"29",4102,4.52346999082762e-06,4.61108052072133e-09
"30",4109,7.66784545752838e-06,7.81635622581894e-09
"31",4113,1.01352533808184e-05,1.03315528856457e-08
"32",4118,9.99658608384535e-06,1.01901998815957e-08
"33",4121,8.85165213762278e-06,9.02309086403953e-09
"34",4122,9.3258073350938e-06,9.50642949550846e-09
"35",4125,6.21427161979727e-06,6.33462958185246e-09
"36",4127,8.37542430827601e-06,8.53763945797758e-09
"37",4128,6.98377303969995e-06,7.11903469898058e-09
"38",4130,8.02906919031861e-06,8.18457613692009e-09
"39",4134,9.85909756099007e-06,1.00500484821509e-08
"40",4141,9.40668857487586e-06,9.58887724248304e-09
"41",4144,5.35856145063683e-06,5.462346025114e-09
"42",4157,9.13035498234835e-06,9.30719162318894e-09
"43",4164,6.4875764973267e-06,6.6132278260211e-09
"44",4167,9.49879427905664e-06,9.68276684919127e-09
"45",4170,5.25358423765941e-06,5.35533561433171e-09
"46",4175,5.96875073265417e-06,6.08435344816939e-09
"47",4182,4.30823751718857e-06,4.39167942628805e-09
"48",4184,7.58358015790876e-06,7.73045887656347e-09
"49",4185,4.88693315202572e-06,4.98158323346149e-09
"50",4188,5.89113596012388e-06,6.00523543335767e-09
"51",4194,7.02135086055461e-06,7.15734032676311e-09
"52",4195,8.02253738148898e-06,8.17791782007031e-09
"53",4196,8.81151606463154e-06,8.9821774359139e-09
"54",4201,5.32661332579009e-06,5.42977912924576e-09
"55",4204,9.12110305981764e-06,9.29776050949811e-09
"56",4208,6.85363500645923e-06,6.98637615337332e-09
"57",4217,8.95233108954887e-06,9.1257197650855e-09
"58",4221,1.01020130418712e-05,1.02976687480849e-08
"59",4223,5.2918325912103e-06,5.39432476168226e-09
"60",4224,3.31750286503822e-06,3.38175623347423e-09
"61",4226,7.2175096638625e-06,7.3572983321738e-09
"62",4234,2.62233610110398e-06,2.67312548532516e-09
"63",4255,9.66167784181262e-06,9.8488051394624e-09
"64",4260,3.32567583623481e-06,3.3900874987103e-09
"65",4263,8.6964782021766e-06,8.86491152107706e-09
"66",4268,1.00026949332075e-05,1.01964270471024e-08
"67",4272,2.67906427510852e-06,2.7309523701412e-09
"68",4273,7.95662105613013e-06,8.11072482785946e-09
"69",4277,8.74420362530657e-06,8.91356128981301e-09
"70",4278,8.8596194905514e-06,9.03121252859470e-09
"71",4283,7.55308620693383e-06,7.69937431899473e-09
"72",4285,3.91336261058949e-06,3.98915658571814e-09
"73",4289,8.82913221088618e-06,9.00013477154554e-09
"74",4293,9.19195097485575e-06,9.36998060637691e-09
"75",4296,8.7914463219371e-06,8.96171898260663e-09
"76",4300,8.93313132259478e-06,9.10614813720161e-09
"77",4301,8.97457963419017e-06,9.14839921935797e-09
"78",4306,9.72643432131777e-06,9.91481582193453e-09
"79",4308,9.2590863790702e-06,9.4384162885527e-09
"80",4311,6.61451137166166e-06,6.74262117396703e-09
"81",4317,9.29629007021658e-06,9.47634054048581e-09
"82",4319,9.01199101826424e-06,9.1865351868137e-09
"83",4320,8.9688122776845e-06,9.14252016073853e-09
"84",4326,4.77065100831994e-06,4.86304893814469e-09
"85",4329,5.1961663113682e-06,5.29680561811233e-09
"86",4330,8.61965157351362e-06,8.78659691489666e-09
"87",4332,9.0266258303832e-06,9.20145344585443e-09
"88",4334,7.63586681334554e-06,7.78375821951635e-09
"89",4336,3.21439129210367e-06,3.27664759643595e-09
"90",4346,5.06648803548189e-06,5.16461573443618e-09
"91",4349,3.17228931219764e-06,3.23373018572644e-09
"92",4357,7.59466653725387e-06,7.74175997681333e-09
"93",4374,5.02058883533637e-06,5.11782755895654e-09
"94",4375,8.49699617832792e-06,8.66156593101725e-09
