"","node","closeness","n.closeness"
"1",3981,9.86912817724233e-06,1.2652728432362e-08
"2",4023,1.57154782841821e-06,2.01480490822847e-09
"3",4028,1.0414821754873e-05,1.33523355831705e-08
"4",4030,1.21080977310061e-05,1.55232022192386e-08
"5",4036,1.13591601507939e-05,1.45630258343511e-08
"6",4043,1.02983128945907e-05,1.32029652494753e-08
"7",4047,1.18116802020794e-05,1.51431797462557e-08
"8",4049,1.17081339381281e-05,1.50104281258052e-08
"9",4066,7.61636488192343e-06,9.7645703614403e-09
"10",4067,7.67864477507793e-06,9.84441637830504e-09
"11",4073,1.14091139042631e-05,1.46270691080297e-08
"12",4077,1.19692959170636e-05,1.53452511757226e-08
"13",4085,3.39960396534886e-06,4.35846662224213e-09
"14",4086,1.17564314898802e-05,1.50723480639489e-08
"15",4090,7.21349561133612e-06,9.24807129658476e-09
"16",4095,1.13146196283932e-05,1.45059226005041e-08
"17",4096,6.06313582817575e-07,7.77325106176378e-10
"18",4100,1.11455595723673e-05,1.42891789389325e-08
"19",4102,2.6471429253163e-06,3.39377298117474e-09
"20",4109,1.18918637659839e-05,1.52459791871588e-08
"21",4118,9.71503257746295e-06,1.24551699711063e-08
"22",4120,1.05566125199441e-05,1.35341186153129e-08
"23",4121,1.18682130417346e-05,1.52156577458136e-08
"24",4125,8.54488714696998e-06,1.09549835217564e-08
"25",4127,1.08609979422471e-05,1.39243563362143e-08
"26",4130,1.17639571964176e-05,1.50819964056636e-08
"27",4137,1.18317609772789e-05,1.51689243298447e-08
"28",4138,1.05323716362342e-05,1.35030405592746e-08
"29",4147,1.21610180146353e-05,1.55910487367119e-08
"30",4152,8.05673183188401e-06,1.03291433742103e-08
"31",4157,1.16865184235673e-05,1.49827159276504e-08
"32",4161,7.4991966458498e-06,9.61435467416641e-09
"33",4167,1.08636120856702e-05,1.39277078021413e-08
"34",4170,1.09874333623869e-05,1.40864530287011e-08
"35",4182,1.10172057906587e-05,1.41246228085368e-08
"36",4185,1.36472505481848e-06,1.74964750617754e-09
"37",4194,5.29030699135212e-06,6.78244486070784e-09
