"","node","betweenness"
"1",3977,1016
"2",3981,14016
"3",3988,9989
"4",3995,16874
"5",3998,3473
"6",4006,3338
"7",4008,8594
"8",4017,7988
"9",4019,5001
"10",4022,1016
"11",4027,30721
"12",4028,136108
"13",4030,16988
"14",4039,0
"15",4042,4910
"16",4043,58951
"17",4045,8279
"18",4047,89153
"19",4049,6995
"20",4053,11078
"21",4063,1021
"22",4066,30308
"23",4075,11223
"24",4077,25555
"25",4086,52612
"26",4096,103863
"27",4097,10058
"28",4098,1087
"29",4101,17362
"30",4109,684510
"31",4113,128960
"32",4114,4805
"33",4115,0
"34",4116,12308
"35",4118,10682
"36",4121,164025
"37",4125,10207
"38",4133,6006
"39",4136,25259
"40",4144,12292
"41",4147,17296
"42",4149,23408
"43",4150,4042
"44",4151,4076
"45",4156,6916
"46",4157,15175
"47",4159,0
"48",4161,5011
"49",4163,92
"50",4167,18338
"51",4170,2997
"52",4172,2095
"53",4182,3045
"54",4183,0
"55",4185,10479
"56",4187,32289
"57",4192,2051
"58",4194,1009
"59",4196,23768
"60",4199,21821
"61",4217,1000
"62",4219,16726
"63",4221,9990
"64",4231,8068
"65",4233,0
"66",4234,18855
"67",4241,26615
"68",4242,16824
"69",4244,2015
"70",4247,3013
"71",4253,0
"72",4255,17951
"73",4266,16082
"74",4267,2031
"75",4275,6979
"76",4278,2004
"77",4283,1018
"78",4285,5504
"79",4300,19608
"80",4306,3627
"81",4308,27995
"82",4310,58
"83",4317,1126
"84",4320,45765
"85",4321,36068
"86",4323,8073
"87",4327,6164
"88",4330,13808
"89",4336,6995
"90",4337,138388
"91",4356,19405
"92",4367,5070
"93",4370,2997
"94",4374,22338
"95",4378,8206
"96",4389,4330
"97",4390,7964
"98",4396,26250
"99",4412,13811
"100",4425,3013
"101",4430,3029
"102",4433,28343
"103",4439,48259
"104",4444,8300
"105",4445,0
"106",4446,134420
"107",4463,4190
"108",4464,20926
"109",4466,10761
"110",4467,219261
"111",4471,3993
"112",4474,10946
"113",4479,5834
"114",4481,52080
"115",4482,12740
"116",4490,17890
"117",4496,131000
"118",4503,1016
"119",4505,13943
"120",4509,0
"121",4515,3157
"122",4528,4010
"123",4529,11642
"124",4533,7998
"125",4539,9325
"126",4540,6830
"127",4542,3349
"128",4545,6990
"129",4547,7043
"130",4555,8900
"131",4560,12053
"132",4561,13
"133",4562,16895
"134",4563,12352
"135",4573,14970
"136",4575,7972
"137",4577,4042
"138",4583,13990
"139",4605,0
"140",4606,2973
"141",4607,25951
"142",4608,33082
"143",4609,24503
"144",4616,1898
"145",4619,0
"146",4621,6055
"147",4622,8108
"148",4630,1055
"149",4631,9593
"150",4632,9407
"151",4633,33283
"152",4635,5999
"153",4638,2999
"154",4642,41522
"155",4645,8569
"156",4649,20018
"157",4652,6979
"158",4654,1000
"159",4655,8934
"160",4670,5385
"161",4671,9957
"162",4676,11950
"163",4678,58623
"164",4680,1016
"165",4683,11495
"166",4684,25123
"167",4688,8040
"168",4694,10113
"169",4702,1016
"170",4710,27860
"171",4725,5055
"172",4733,6251
"173",4737,5070
"174",4754,38816
"175",4756,4042
"176",4759,2997
"177",4774,2095
"178",4775,2608
"179",4784,1016
"180",4785,8876
"181",4787,2009
"182",4799,3029
"183",4803,1000
"184",4812,4042
"185",4828,6054
"186",4831,11062
"187",4832,8036
"188",4848,26012
"189",4854,18817
"190",4862,10051
"191",4865,8060
"192",4866,2854
"193",4867,6147
"194",4868,7055
"195",4869,20932
"196",4871,36714
"197",4872,1016
"198",4873,11075
"199",4877,11035
"200",4882,0
"201",4885,19814
"202",4893,3013
"203",4896,4174
"204",4900,0
"205",4905,5685
"206",4918,2997
"207",4921,10197
"208",4936,0
"209",4945,41450
"210",4951,14917
"211",4957,0
"212",4972,36100
"213",4978,6203
"214",4982,66831
"215",4989,4066
"216",4993,1000
"217",4995,21751
"218",4999,8020
"219",5007,9157
"220",5009,137374
"221",5012,7075
"222",5015,12324
"223",5034,42408
"224",5035,7183
"225",5036,1551
"226",5038,7268
"227",5042,7014
"228",5043,11206
"229",5048,8860
"230",5051,24
"231",5056,36689
"232",5077,9306
"233",5121,1494
"234",5122,0
"235",5126,11890
"236",5128,5388
"237",5130,13176
"238",5131,3242
"239",5133,7059
"240",5144,7814
"241",5145,31388
"242",5146,30065
"243",5158,2997
"244",5160,7006
"245",5165,64770
