"","node","closeness","n.closeness"
"1",3981,7.27694403496178e-06,1.28341164637774e-08
"2",4036,1.6467853274753e-05,2.90438329360722e-08
"3",4038,1.2736632593543e-05,2.24631968140088e-08
"4",4045,1.55047400417156e-05,2.73452205321263e-08
"5",4049,1.51587455455648e-05,2.67350009621955e-08
"6",4075,1.46141400889349e-05,2.57744975113491e-08
"7",4077,1.65032405407484e-05,2.91062443399442e-08
"8",4081,1.39738559941953e-05,2.46452486670111e-08
"9",4086,1.48973052748648e-05,2.62739070103436e-08
"10",4087,1.4389440768488e-05,2.53782024135591e-08
"11",4096,1.42557494361317e-05,2.51424152312729e-08
"12",4100,3.49714294711253e-06,6.16780061219142e-09
"13",4105,1.60258272762228e-05,2.82642456370773e-08
"14",4109,1.64249241872625e-05,2.89681202597223e-08
"15",4122,3.66697484425098e-06,6.46732776763841e-09
"16",4125,8.3455618476932e-06,1.47188039641855e-08
"17",4127,1.58962622275938e-05,2.80357358511355e-08
"18",4130,7.10149865504093e-06,1.25246889859628e-08
"19",4134,1.6316825710603e-05,2.87774703890706e-08
"20",4144,1.27262609564653e-05,2.24449046851239e-08
"21",4149,1.57766363006015e-05,2.78247553802495e-08
"22",4156,9.9568757854721e-06,1.75606274876051e-08
"23",4167,1.04581135517041e-05,1.84446447120002e-08
"24",4182,1.20652512638986e-05,2.12791027581986e-08
"25",4185,1.62134211018619e-05,2.85950989450828e-08
"26",4186,1.24915224122907e-05,2.20309037253804e-08
"27",4201,1.51987579110673e-05,2.68055695080553e-08
"28",4204,1.50787397264066e-05,2.65938972247031e-08
"29",4216,6.27115372678263e-06,1.10602358497048e-08
"30",4221,1.60271166356956e-05,2.82665196396748e-08
"31",4222,1.38642908308117e-05,2.44520120472869e-08
"32",4234,1.19945842782966e-05,2.11544696266254e-08
"33",4236,1.59166711810069e-05,2.80717304779663e-08
"34",4240,1.4371458720604e-05,2.53464880433932e-08
"35",4255,1.06467496889759e-05,1.87773363121268e-08
"36",4260,7.81330824543087e-06,1.37800850889433e-08
"37",4269,8.57526029176811e-06,1.51239158584975e-08
"38",4272,6.8611873644754e-06,1.21008595493393e-08
"39",4283,8.85638273469762e-06,1.5619722636151e-08
"40",4285,1.11173510394739e-05,1.96073210572731e-08
"41",4288,1.2892574724424e-05,2.27382270272029e-08
"42",4289,1.18119272162268e-05,2.0832323132675e-08
"43",4290,1.62348071736451e-05,2.86328168847356e-08
"44",4293,1.54286174785846e-05,2.72109655706959e-08
"45",4302,1.38446237197061e-05,2.44173257843141e-08
"46",4306,1.23561792448819e-05,2.17922032537599e-08
"47",4307,8.74823788211329e-06,1.54289909737448e-08
"48",4315,1.21114802315318e-05,2.13606353289802e-08
"49",4320,1.01593959609997e-05,1.79178059276891e-08
"50",4326,7.95304532819636e-06,1.40265349703639e-08
"51",4330,1.59205483599303e-05,2.80785685360324e-08
