"","node","closeness","n.closeness"
"1",3977,1.03293143648566e-06,7.07003036608937e-10
"2",3981,3.4866170581474e-06,2.38645931426927e-09
"3",3988,3.50231300847779e-06,2.39720260676098e-09
"4",3995,2.76232898130758e-06,1.89071114394769e-09
"5",3996,3.57616014050866e-06,2.44774821390052e-09
"6",4003,3.4842769754638e-06,2.38485761496496e-09
"7",4004,9.08044666978078e-07,6.21522701559259e-10
"8",4005,3.22935959385397e-06,2.21037617649142e-09
"9",4006,1.99101053869957e-06,1.36277244264173e-09
"10",4008,3.15106774863197e-06,2.15678832897465e-09
"11",4009,3.57802251928556e-06,2.44902294270059e-09
"12",4011,3.1500189076788e-06,2.15607043646735e-09
"13",4012,3.19154307922189e-06,2.18449218290341e-09
"14",4013,3.616169606267e-06,2.47513320073032e-09
"15",4014,3.38327693042494e-06,2.31572685176245e-09
"16",4017,2.50340621105976e-06,1.71348816636534e-09
"17",4020,3.61222484948476e-06,2.47243316186499e-09
"18",4022,3.62044631511293e-06,2.47806044840036e-09
"19",4023,3.35542557380954e-06,2.29666363710441e-09
"20",4026,3.32129162699081e-06,2.27330022381301e-09
"21",4028,3.01284744402908e-06,2.06218168653599e-09
"22",4030,3.58474766760438e-06,2.45362605585515e-09
"23",4032,3.57120325908027e-06,2.44435541347041e-09
"24",4036,2.90320603386669e-06,1.98713623125715e-09
"25",4039,3.24871878559414e-06,2.22362682107744e-09
"26",4043,3.26885171641293e-06,2.23740706119982e-09
"27",4045,2.94036707879133e-06,2.01257158028154e-09
"28",4046,3.61338938886672e-06,2.47323024563088e-09
"29",4049,2.88161509486837e-06,1.97235803892428e-09
"30",4058,2.88400781190334e-06,1.97399576447867e-09
"31",4062,1.74573959720744e-06,1.19489363258552e-09
"32",4066,1.72257636145994e-06,1.17903926177956e-09
"33",4073,1.79170719880568e-06,1.22635674114009e-09
"34",4077,3.63309583574909e-06,2.486718573408e-09
"35",4086,2.87246544878102e-06,1.96609544748872e-09
"36",4087,3.2912531913049e-06,2.25274003511629e-09
"37",4089,3.55000262155976e-06,2.4298443679396e-09
"38",4090,3.10983966224291e-06,2.1285692417816e-09
"39",4095,3.59223414425429e-06,2.45875026985235e-09
"40",4113,3.46940246666624e-06,2.37467656856005e-09
"41",4115,3.02175714921732e-06,2.06828004737667e-09
"42",4116,3.13566178534842e-06,2.14624352179905e-09
"43",4121,3.44608481792354e-06,2.35871650781899e-09
"44",4122,3.41328697275335e-06,2.33626760626513e-09
"45",4124,1.19455230823444e-06,8.17626494342533e-10
"46",4125,3.5096385737046e-06,2.40221668289158e-09
"47",4127,3.62505865320663e-06,2.48121742177045e-09
"48",4129,3.36837444554977e-06,2.30552665677602e-09
"49",4134,3.58165684294193e-06,2.45151050167141e-09
"50",4139,2.69781070027755e-06,1.84655078732207e-09
"51",4141,3.3347275512078e-06,2.28249661273634e-09
"52",4146,3.43475294248706e-06,2.35096026179813e-09
"53",4149,3.32643253422917e-06,2.27681898304529e-09
"54",4156,2.2624999561245e-06,1.54859682144045e-09
"55",4157,3.57845814344047e-06,2.44932111118445e-09
"56",4170,2.66804457127884e-06,1.82617698239482e-09
"57",4172,3.00350877526744e-06,2.05578971613103e-09
"58",4174,1.79112427312611e-06,1.22595775025743e-09
"59",4177,9.10667930943239e-08,6.23318227887227e-11
"60",4181,3.61536061874209e-06,2.47457947894736e-09
"61",4182,1.23523849217468e-06,8.45474669524079e-10
"62",4187,3.5060755735245e-06,2.39977794217967e-09
"63",4194,3.48303952570458e-06,2.38401062676563e-09
"64",4199,3.47166933690921e-06,2.37622815667982e-09
"65",4201,3.61990073227124e-06,2.47768701729722e-09
