"","node","closeness","n.closeness"
"1",3977,2.62723646700648e-06,8.73126110670149e-10
"2",3979,2.519807766918e-06,8.37423651351944e-10
"3",3980,2.52039990706972e-06,8.37620441033474e-10
"4",3981,2.55559682828996e-06,8.49317656460604e-10
"5",3984,2.64113331054036e-06,8.77744536570408e-10
"6",3987,2.64664582872386e-06,8.79576546601482e-10
"7",3988,2.5288297280893e-06,8.40421976766136e-10
"8",3989,2.25819643215812e-06,7.50480701946864e-10
"9",3990,2.68434721866306e-06,8.92106087957148e-10
"10",3993,2.45698144905036e-06,8.16544183798725e-10
"11",3995,2.68668511403724e-06,8.92883055512543e-10
"12",3998,2.56380734761448e-06,8.52046310274005e-10
"13",4004,2.64772423437851e-06,8.79934939972918e-10
"14",4005,2.70540153145642e-06,8.99103200882826e-10
"15",4006,2.50281063243289e-06,8.31774886152507e-10
"16",4007,2.596294932898e-06,8.62843114954469e-10
"17",4008,2.555622450967e-06,8.49326171806912e-10
"18",4011,2.67380702449527e-06,8.88603198569382e-10
"19",4014,2.63861759839463e-06,8.76908474042748e-10
"20",4017,2.37490301365014e-06,7.89266538268574e-10
"21",4022,2.6857895824017e-06,8.92585437820439e-10
"22",4023,5.17216454774157e-07,1.71889815478284e-10
"23",4025,2.67162360374593e-06,8.87877568543013e-10
"24",4026,1.76343670550009e-06,5.86054072947853e-10
"25",4027,2.57829776385719e-06,8.56862001946558e-10
"26",4028,2.65381808181209e-06,8.81960146830204e-10
"27",4029,2.66157265830331e-06,8.84537274278269e-10
"28",4033,2.53937982999573e-06,8.43928158855343e-10
"29",4036,2.60596718064535e-06,8.66057554219125e-10
"30",4037,2.55431036322527e-06,8.48890117389587e-10
"31",4039,2.54532677134904e-06,8.45904543485891e-10
"32",4041,2.72369902544747e-06,9.05184122780814e-10
"33",4043,2.39637794246621e-06,7.96403437177204e-10
"34",4045,2.4305752381208e-06,8.07768440718113e-10
"35",4047,2.61412810539521e-06,8.68769725953876e-10
"36",4048,2.2328292825034e-06,7.4205027667112e-10
"37",4049,2.58138347119633e-06,8.57887494581699e-10
"38",4055,2.59740899024033e-06,8.63213356676746e-10
"39",4058,2.55640959714126e-06,8.49587769073201e-10
"40",4059,2.65315807177866e-06,8.81740801521657e-10
"41",4067,2.69173528271193e-06,8.94561410007289e-10
"42",4072,2.71864764305137e-06,9.03505364922356e-10
"43",4073,2.604017284958e-06,8.65409533053507e-10
"44",4075,2.6302797203935e-06,8.74137494314888e-10
