"","node","betweenness"
"1",4077,1921
"2",4125,928
"3",4127,384
"4",4130,1032
"5",4201,85
"6",4285,949
"7",4290,339
"8",4356,1120
"9",4412,614
"10",4441,640
"11",4482,693
"12",4521,1006
"13",4533,1162
"14",4563,2900
"15",4583,1525
"16",4619,1061
"17",4655,328
"18",4662,1320
"19",4695,889
"20",4767,1008
"21",4874,443
"22",4900,257
"23",4943,1464
"24",5009,205
"25",5012,3022
"26",5148,824
"27",5172,225
"28",5193,417
"29",5272,1730
"30",5273,1188
"31",5278,1084
"32",5324,553
"33",5360,332
"34",5400,651
"35",5481,1449
"36",5482,0
"37",5484,1240
"38",5508,249
"39",6019,666
"40",6088,1548
"41",6107,1488
"42",6268,825
"43",6298,1110
"44",6489,683
"45",6616,1224
"46",6825,1273
"47",6935,729
"48",7154,0
"49",7465,1592
"50",7668,231
"51",7747,902
"52",7759,624
"53",7760,410
"54",7975,199
"55",8033,573
"56",8038,1065
"57",8039,1058
"58",8104,609
"59",8189,709
"60",8195,850
"61",8217,1136
"62",8371,954
"63",8455,980
"64",8865,760
"65",9015,480
"66",9174,1408
"67",9258,1365
"68",9418,436
"69",10286,358
"70",11267,703
"71",11833,888
"72",12188,657
"73",12685,599
"74",12849,495
"75",12850,692
"76",13285,625
"77",13400,391
"78",13444,1257
"79",13855,365
"80",14689,876
"81",15651,1173
"82",15738,547
"83",16352,677
"84",16609,521
"85",17164,405
"86",17782,168
"87",18018,1214
