"","node","closeness","n.closeness"
"1",3978,1.20372832242108e-06,3.22975133464201e-10
"2",3980,1.44652498123713e-06,3.88120467195367e-10
"3",3981,1.33544591174308e-06,3.58316584851913e-10
"4",3987,1.76548894072173e-06,4.73702425736982e-10
"5",3990,1.74494584266765e-06,4.68190459529824e-10
"6",3993,1.56767687247742e-06,4.20627011665527e-10
"7",3997,1.67989482091357e-06,4.5073646925505e-10
"8",3998,3.92216008335791e-07,1.05236385386582e-10
"9",4000,1.41540451028852e-06,3.79770461574596e-10
"10",4002,1.04115380965405e-06,2.79354389496658e-10
"11",4003,1.75813235590032e-06,4.71728563429117e-10
"12",4006,4.44800354930428e-07,1.19345413182299e-10
"13",4008,5.86202388608279e-07,1.57285320259801e-10
"14",4011,9.86406550710617e-07,2.64665025680337e-10
"15",4016,1.48807845703179e-06,3.9926977650437e-10
"16",4017,1.73212494718945e-06,4.64750455376831e-10
"17",4018,1.69787770480468e-06,4.55561498471875e-10
"18",4019,1.15164837941658e-06,3.09001443363719e-10
"19",4022,1.75215288173763e-06,4.70124196870842e-10
"20",4023,1.62706357259256e-06,4.36561194685421e-10
"21",4027,1.75311532088489e-06,4.70382431147006e-10
"22",4028,1.77805844294972e-06,4.770749779849e-10
"23",4029,1.77078464687593e-06,4.75123328917609e-10
"24",4030,1.76181427473295e-06,4.72716467596712e-10
"25",4036,1.742200951368e-06,4.67453971389321e-10
"26",4038,1.68557015301995e-06,4.52259230753943e-10
"27",4043,1.71500212144587e-06,4.60156190353065e-10
"28",4045,1.67366207933776e-06,4.49064147930712e-10
"29",4047,1.69627259088928e-06,4.55130826640537e-10
"30",4050,1.74086940732833e-06,4.670967017248e-10
"31",4054,1.47176600266851e-06,3.94892944102096e-10
"32",4057,8.62862538668545e-07,2.3151664573881e-10
"33",4060,1.6303039984624e-06,4.37430640853877e-10
"34",4063,1.25534153024838e-06,3.36823592768549e-10
"35",4064,3.99293986310383e-07,1.07135494046252e-10
"36",4065,1.56030005309243e-06,4.18647720175054e-10
"37",4066,1.78329517163764e-06,4.78480056784985e-10
"38",4067,1.7182328578422e-06,4.61023036716448e-10
"39",4071,1.42553640854672e-06,3.82488974657023e-10
"40",4073,1.75414763948326e-06,4.70659414940505e-10
"41",4075,1.76962201254245e-06,4.74811379807473e-10
"42",4077,1.79243122465229e-06,4.80931372324198e-10
"43",4079,1.58925966059967e-06,4.26417939522317e-10
"44",4080,1.62560178140518e-06,4.36168978107105e-10
"45",4081,1.65050174913298e-06,4.42849946104905e-10
"46",4082,1.45486861035633e-06,3.90359165644306e-10
"47",4083,1.25554325617785e-06,3.36877718319787e-10
"48",4084,1.34694912919701e-06,3.61403039763082e-10
"49",4085,1.61066248869146e-06,4.32160581886627e-10
"50",4086,1.75976623612826e-06,4.72166953616383e-10
"51",4087,1.73887115105503e-06,4.66560544957078e-10
"52",4090,1.7857954515134e-06,4.79150912667936e-10
"53",4093,1.77502878369382e-06,4.76262083094666e-10
"54",4095,1.73093285223371e-06,4.6443060161892e-10
"55",4096,1.53178644999918e-06,4.10997169304852e-10
"56",4097,1.71477430152533e-06,4.60095063462658e-10
"57",4098,1.70479067515741e-06,4.57416333554444e-10
"58",4101,1.46854965684737e-06,3.94029958907263e-10
"59",4102,1.40699344105191e-06,3.77513668111595e-10
"60",4103,1.63991385034416e-06,4.40009082464223e-10
"61",4105,1.73784257767754e-06,4.66284566052466e-10
"62",4106,8.74503158935111e-07,2.34639967516799e-10
