"","node","betweenness"
"1",4357,488
"2",4412,657
"3",4533,515
"4",4560,772
"5",4562,533
"6",4640,479
"7",4664,497
"8",4685,39
"9",4692,668
"10",4820,524
"11",5045,148
"12",6075,114
"13",6208,461
"14",6490,180
"15",6974,632
"16",7154,78
"17",7422,713
"18",7533,238
"19",7798,623
"20",8296,704
"21",8685,560
"22",8798,30
"23",8938,605
"24",9158,40
"25",9644,264
"26",10020,288
"27",10600,210
"28",11177,470
"29",11718,569
"30",12221,614
"31",12445,659
"32",12634,551
"33",12741,650
"34",13709,506
"35",14149,0
"36",15592,542
"37",15889,686
"38",16689,722
"39",16903,677
"40",16908,0
"41",17682,641
"42",18047,695
