"","node","closeness","n.closeness"
"1",3976,1.86408546583962e-06,2.30703646762329e-09
"2",3981,3.54163880823103e-06,4.38321634682058e-09
"3",3985,4.7238349498711e-06,5.84633038350384e-09
"4",3990,3.91110222013163e-06,4.84047304471737e-09
"5",4006,4.59798493679807e-06,5.69057541682929e-09
"6",4027,4.54681980146752e-06,5.62725222953902e-09
"7",4028,4.47007174126224e-06,5.53226700651268e-09
"8",4029,4.38443981181819e-06,5.42628689581459e-09
"9",4049,3.68873190239007e-06,4.56526225543326e-09
"10",4060,4.62651515582558e-06,5.72588509384354e-09
"11",4067,3.72306915968068e-06,4.60775886099095e-09
"12",4075,3.80122863930095e-06,4.70449089022395e-09
"13",4077,4.14820180802887e-06,5.1339131287486e-09
"14",4086,4.73260236744408e-06,5.85718114782683e-09
"15",4087,4.28920743782293e-06,5.30842504681056e-09
"16",4095,4.43076552677183e-06,5.48362070145028e-09
"17",4096,4.52066995839348e-06,5.59488856236816e-09
"18",4101,4.47764777117175e-06,5.54164328115315e-09
"19",4102,4.93877376961817e-07,6.11234377427991e-10
"20",4105,1.6867486242883e-06,2.08756017857463e-09
"21",4113,4.71332950599187e-06,5.83332859652459e-09
"22",4114,3.96541384865553e-06,4.90769040675189e-09
"23",4120,3.03933382725641e-06,3.76155176640645e-09
"24",4121,3.68703760196809e-06,4.56316534897041e-09
"25",4124,2.90198146948984e-06,3.59156122461613e-09
"26",4125,3.83782874156084e-06,4.74978804648619e-09
"27",4127,4.61802000962278e-06,5.71537129903809e-09
"28",4130,2.78843905704137e-06,3.45103843693239e-09
"29",4140,4.71834990330166e-06,5.83954195953176e-09
"30",4149,4.65375257342918e-06,5.75959476909552e-09
"31",4157,4.74103013844525e-06,5.86761155748174e-09
"32",4162,4.61462715604666e-06,5.71117222283003e-09
"33",4167,4.41756190496581e-06,5.46727958535373e-09
"34",4169,2.67980519225824e-06,3.31659058447802e-09
"35",4170,4.09690102719162e-06,5.07042206335597e-09
"36",4175,3.34030345299629e-06,4.13403892697561e-09
"37",4182,4.44661008994516e-06,5.50323030933807e-09
"38",4185,1.58396057806509e-06,1.96034725008056e-09
"39",4187,4.59307878728265e-06,5.68450344960724e-09
"40",4188,4.52707403012272e-06,5.60281439371624e-09
"41",4194,3.45141234441979e-06,4.27154993121261e-09
"42",4196,4.3205985781028e-06,5.34727546794901e-09
"43",4219,4.26428531459428e-06,5.27758083489391e-09
"44",4221,4.59233653530534e-06,5.68358482092245e-09
"45",4224,3.58435787675351e-06,4.43608648113058e-09
"46",4232,3.00958309555956e-06,3.72473155391034e-09
"47",4234,2.35775589445037e-06,2.91801472085442e-09
"48",4244,3.62705464705556e-06,4.48892901863312e-09
"49",4253,1.66460542923056e-06,2.06015523419624e-09
"50",4255,4.19179086484517e-06,5.18785998124402e-09
"51",4261,2.4449067158881e-06,3.02587464837637e-09
"52",4268,4.13066003569636e-06,5.11220301447569e-09
"53",4277,6.07539438775601e-07,7.51905246009407e-10
"54",4280,4.12268833099534e-06,5.10233704331107e-09
"55",4282,4.27139730817343e-06,5.28638280714533e-09
"56",4283,3.88006537328551e-06,4.80206110555138e-09
"57",4285,7.32022760312897e-07,9.05968762763487e-10
"58",4293,4.39654826859731e-06,5.44127260965014e-09
"59",4301,4.53645922786878e-06,5.61442973746137e-09
"60",4317,4.19922412933361e-06,5.19705956600694e-09
"61",4323,4.69144914232707e-06,5.8062489385236e-09
"62",4325,4.36880527811161e-06,5.40693722538566e-09
"63",4328,3.36839351579151e-06,4.16880385617762e-09
"64",4330,4.45450210140808e-06,5.51299765025753e-09
"65",4334,4.12227628040176e-06,5.10182707970515e-09
"66",4335,2.37535837995553e-06,2.93979997519249e-09
"67",4353,4.62931832987078e-06,5.72935436865196e-09
"68",4354,2.88397115127088e-06,3.5692712268204e-09
"69",4355,4.09046668656994e-06,5.06245877050735e-09
"70",4357,2.33282717270002e-06,2.88716234245052e-09
"71",4369,3.74725306568514e-06,4.63768943772913e-09
