"","node","betweenness"
"1",3977,39478
"2",3979,2449
"3",3980,53
"4",3981,23176
"5",3984,9439
"6",3985,0
"7",3987,9133
"8",3988,7745
"9",3989,5895
"10",3990,74232
"11",3993,24943
"12",3995,6160
"13",3998,97992
"14",4004,10242
"15",4005,35353
"16",4006,20359
"17",4007,6415
"18",4008,21280
"19",4011,104999
"20",4014,9213
"21",4017,3048
"22",4022,83041
"23",4023,3048
"24",4025,24293
"25",4026,6072
"26",4027,130829
"27",4028,306447
"28",4029,365059
"29",4033,3048
"30",4036,187346
"31",4037,45563
"32",4039,57342
"33",4041,71836
"34",4043,9119
"35",4045,0
"36",4047,230261
"37",4048,0
"38",4049,36293
"39",4055,3047
"40",4058,9118
"41",4059,0
"42",4067,108269
"43",4072,0
"44",4073,64974
"45",4075,191055
"46",4077,4563176
"47",4079,110558
"48",4080,651424
"49",4081,0
"50",4082,15223
"51",4085,3025
"52",4086,79797
"53",4087,433266
"54",4090,254966
"55",4092,16326
"56",4093,5840
"57",4094,6655
"58",4095,18526
"59",4096,110922
"60",4097,26305
"61",4099,0
"62",4100,88059
"63",4101,22315
"64",4102,3048
"65",4103,6049
"66",4105,92131
"67",4106,3048
"68",4107,3048
"69",4109,472296
"70",4111,6049
"71",4112,68196
"72",4113,392289
"73",4114,110684
"74",4115,21525
"75",4116,9280
"76",4118,6072
"77",4120,32077
"78",4121,18232
"79",4122,33640
"80",4124,36679
"81",4125,52667
"82",4127,212724
"83",4130,12453
"84",4131,3024
"85",4133,31572
"86",4134,31196
"87",4135,9562
"88",4136,284
"89",4139,33387
"90",4141,6095
"91",4143,0
"92",4144,193228
"93",4145,0
"94",4147,142316
"95",4149,178207
"96",4151,39059
"97",4153,27241
"98",4156,139569
"99",4157,384846
"100",4159,3025
"101",4162,12802
"102",4164,6
"103",4167,88772
"104",4168,15230
"105",4170,60152
"106",4171,46158
"107",4173,6095
"108",4174,1956
"109",4175,15204
"110",4176,44345
"111",4178,3048
"112",4182,69917
"113",4183,718
"114",4184,36352
"115",4185,435955
"116",4188,47139
"117",4194,68358
"118",4196,105577
"119",4198,21531
"120",4199,14978
"121",4200,4029
"122",4204,2755
"123",4206,0
"124",4207,387322
"125",4209,25970
"126",4210,6095
"127",4211,3788
"128",4213,9666
"129",4217,57930
"130",4219,95955
"131",4220,4555
"132",4221,38713
"133",4222,9141
"134",4224,84034
"135",4227,2176
"136",4229,3025
"137",4230,367749
"138",4231,3315
"139",4232,10530
"140",4233,9072
"141",4234,18389
"142",4236,60830
"143",4238,104
"144",4239,3008
"145",4242,70483
"146",4244,15161
"147",4247,18973
"148",4252,65761
"149",4254,0
"150",4255,15074
"151",4257,59109
"152",4259,24458
"153",4260,27082
"154",4261,15069
"155",4267,4310
"156",4273,26508
"157",4274,2775
"158",4276,27115
"159",4277,27976
"160",4278,25764
"161",4280,6295
"162",4281,42264
"163",4282,11718
"164",4283,539460
"165",4284,15161
"166",4285,45425
"167",4288,382047
"168",4292,10
"169",4293,23110
"170",4294,8067
"171",4297,660179
"172",4300,3025
"173",4301,10733
"174",4305,76586
"175",4306,16702
"176",4307,12094
"177",4308,21853
"178",4309,6049
"179",4312,109924
"180",4317,26288
"181",4319,12111
"182",4320,165328
"183",4322,32367
"184",4324,13075
"185",4325,31567
"186",4326,75898
"187",4328,23782
"188",4329,327154
"189",4330,445686
"190",4332,261671
"191",4334,3025
"192",4336,12178
"193",4341,0
"194",4343,0
"195",4346,49079
"196",4352,117751
"197",4355,15635
"198",4356,42453
"199",4357,96942
"200",4362,110712
"201",4365,12161
"202",4366,33623
"203",4370,0
"204",4374,35001
"205",4375,36354
"206",4376,53902
"207",4377,51542
"208",4378,6049
"209",4381,0
"210",4388,6072
"211",4390,132428
"212",4392,15196
"213",4393,8481
"214",4397,0
"215",4401,3165
"216",4403,3762
"217",4405,15143
"218",4408,1477599
"219",4412,30322
"220",4418,127673
"221",4427,9095
"222",4428,9749
"223",4436,3048
"224",4439,537071
"225",4440,0
"226",4442,0
"227",4446,13678
"228",4448,139328
"229",4449,31761
"230",4451,18109
"231",4453,6910
"232",4454,216327
"233",4455,6641
"234",4456,3048
"235",4460,15115
"236",4464,27092
"237",4466,50834
"238",4467,240275
"239",4468,119024
"240",4472,31389
"241",4474,55788
"242",4475,194332
"243",4476,43724
"244",4478,4344
"245",4479,6557
"246",4481,9094
"247",4482,131728
"248",4487,17604
"249",4488,3048
"250",4489,16057
"251",4490,9072
"252",4499,30346
"253",4501,9072
"254",4502,9072
"255",4508,20147
"256",4511,6095
"257",4512,12186
"258",4513,3255
"259",4515,12094
"260",4517,24617
"261",4521,32209
"262",4526,0
"263",4527,3018
"264",4529,22384
"265",4531,11555
"266",4533,20188
"267",4534,12233
"268",4540,3048
"269",4542,5169
"270",4544,6072
"271",4545,12214
"272",4549,3337
"273",4550,32436
"274",4551,47912
"275",4552,2670
"276",4555,0
"277",4556,56725
"278",4557,21177
"279",4560,144163
"280",4561,951
"281",4563,49791
"282",4564,15881
"283",4565,1002
"284",4569,36347
"285",4570,45464
"286",4571,1572
"287",4572,15165
"288",4573,30851
"289",4575,89097
"290",4582,9071
"291",4583,110141
"292",4585,8828
"293",4588,9118
"294",4590,3025
"295",4593,6500
"296",4600,116389
"297",4601,24343
"298",4606,12726
"299",4607,16179
"300",4608,239615
"301",4609,9072
"302",4610,11
"303",4611,4182
"304",4617,105512
"305",4623,0
"306",4626,21135
"307",4627,12094
"308",4630,231395
"309",4631,3326
"310",4632,97322
"311",4633,90577
"312",4635,109836
"313",4637,3165
"314",4639,13434
"315",4646,3048
"316",4647,108
"317",4650,27288
"318",4651,15109
"319",4652,26173
"320",4653,177790
"321",4654,33432
"322",4655,46423
"323",4656,0
"324",4658,25811
"325",4659,7507
"326",4665,78828
"327",4666,3049
"328",4669,12099
"329",4670,101282
"330",4673,9141
"331",4674,104827
"332",4678,84802
"333",4680,13868
"334",4682,3343
"335",4683,18206
"336",4684,31337
"337",4685,320298
"338",4686,24724
"339",4687,6095
"340",4688,9096
"341",4690,1407
"342",4692,4753
"343",4694,304186
"344",4697,3048
"345",4698,30220
"346",4699,16110
"347",4701,354778
"348",4705,840
"349",4708,48
"350",4710,3050
"351",4717,38093
"352",4719,6099
"353",4720,0
"354",4725,76766
"355",4729,21347
"356",4732,0
"357",4736,72111
"358",4737,95
"359",4743,42719
"360",4746,0
"361",4747,9048
"362",4750,9118
"363",4752,602233
"364",4761,35228
"365",4764,6137
"366",4766,21200
"367",4767,37153
"368",4769,19283
"369",4770,90962
"370",4775,3069
"371",4776,15207
"372",4779,8888
"373",4780,55306
"374",4784,80510
"375",4790,9141
"376",4795,3045
"377",4802,3278
"378",4803,4251
"379",4804,2334
"380",4807,182349
"381",4817,70411
"382",4819,504483
"383",4821,24947
"384",4822,26260
"385",4825,12140
"386",4831,6095
"387",4834,0
"388",4836,3025
"389",4838,12154
"390",4839,12141
"391",4841,23585
"392",4848,12408
"393",4850,93903
"394",4851,6826
"395",4852,9503
"396",4856,70283
"397",4859,22572
