"","i","j","w"
"1",3977,8797,1.8131936788559
"2",3979,16419,2.54685807228088
"3",3980,10255,5.85540056228638
"4",3981,6482,6.92820310592651
"5",3981,14355,1.75411605834961
"6",3981,15750,2.65684461593628
"7",3981,16115,0.748830854892731
"8",3982,5137,8.9442720413208
"9",3982,11065,6.92820310592651
"10",3984,9025,1.51910901069641
"11",3998,13818,1.31400859355927
"12",4001,9903,1.46385014057159
"13",4010,4736,1.95180010795593
"14",4017,8620,0.661179602146149
"15",4022,11306,3.16227769851685
"16",4022,19145,1.4201432466507
"17",4025,6727,0.391105711460114
"18",4027,4527,10.9544515609741
"19",4027,7910,15.4919338226318
"20",4028,4185,2.69679951667786
"21",4028,4221,1.05166101455688
"22",4028,5348,0.809776306152344
"23",4028,6043,2.87677979469299
"24",4028,7396,1.4201432466507
"25",4028,8595,1.83855426311493
"26",4028,12822,15.4919338226318
"27",4028,14098,1.75411605834961
"28",4028,15073,1.34332096576691
"29",4028,18633,3.55409336090088
"30",4028,19038,7.74596691131592
"31",4031,5850,1.45735847949982
"32",4034,13353,1.51185786724091
"33",4035,9650,2.12798070907593
"34",4036,5132,1.56492161750793
"35",4036,5944,1.98353886604309
"36",4036,8159,10.9544515609741
"37",4039,4093,3.16227769851685
"38",4042,5130,8.9442720413208
"39",4043,10888,5.16397762298584
"40",4047,6680,3.55409336090088
"41",4049,5196,3.87298345565796
"42",4049,6088,3.87298345565796
"43",4049,9478,4
"44",4057,10373,0.825722813606262
"45",4058,6355,0.757735252380371
"46",4066,4149,2.33549690246582
"47",4066,7779,3.75734567642212
"48",4067,5607,0.618195414543152
"49",4067,6945,8.9442720413208
"50",4072,18270,2.48069477081299
"51",4073,6629,2.87677979469299
"52",4075,16037,2.03419041633606
"53",4077,5042,3.16227769851685
"54",4077,5896,3.09838676452637
"55",4077,5937,3.87298345565796
"56",4077,7080,2.41943359375
"57",4077,7345,15.4919338226318
"58",4077,7957,15.4919338226318
"59",4077,10775,2.73861289024353
"60",4077,11473,15.4919338226318
"61",4077,15138,15.4919338226318
"62",4077,16459,3.30289125442505
"63",4079,4889,0.643267512321472
"64",4080,4109,1.24837553501129
"65",4080,4412,0.0343239866197109
"66",4080,4468,5.16397762298584
"67",4080,4635,1.4383898973465
"68",4080,5023,0.290905892848969
"69",4080,5105,0.538707315921783
"70",4080,5290,0.46270352602005
"71",4080,5481,0.834057629108429
"72",4080,6876,1.92153787612915
"73",4080,7151,1.10375452041626
"74",4080,7180,0.236359730362892
"75",4080,7961,0.260157436132431
"76",4080,8280,0.898933172225952
"77",4080,10395,1.52646553516388
"78",4080,10834,0.142115861177444
"79",4080,11139,1.49766170978546
"80",4081,5105,2.1081850528717
"81",4085,4467,0.797875165939331
"82",4085,5681,0.84895271062851
"83",4085,18384,1.26491105556488
"84",4086,14485,0.603022694587708
"85",4089,7416,7.74596691131592
"86",4090,4122,2.36249780654907
"87",4090,5605,1.63299310207367
"88",4090,18453,1.74297869205475
"89",4093,6712,5.85540056228638
"90",4093,9070,10.9544515609741
"91",4093,14424,6.92820310592651
"92",4093,16371,8.9442720413208
"93",4096,7056,0.84895271062851
"94",4096,10744,0.310522556304932
"95",4097,4080,0.905048429965973
"96",4097,5131,2.44948983192444
"97",4097,5820,2.54685807228088
"98",4097,17577,1.19168722629547
"99",4100,9476,0.423365354537964
"100",4102,4473,15.4919338226318
"101",4109,4077,2.39045715332031
"102",4109,4080,0.615749061107635
"103",4109,4283,1.75411605834961
"104",4109,4308,3.55409336090088
"105",4109,4548,1.5894387960434
"106",4109,4564,3.87298345565796
"107",4109,5266,2.58811488747597
"108",4109,5646,15.4919338226318
"109",4109,5725,2.87677979469299
