"","node","closeness","n.closeness"
"1",3981,1.53737746867521e-05,2.46374594338975e-08
"2",3988,1.09639788907048e-05,1.75704789915141e-08
"3",3991,1.62824584883398e-05,2.60936834749035e-08
"4",4006,1.50329959180448e-05,2.40913396122512e-08
"5",4027,1.44049003908447e-05,2.30847762673793e-08
"6",4028,1.33718615182421e-05,2.1429265253593e-08
"7",4029,1.74145185101523e-05,2.79078822278081e-08
"8",4043,1.03045575245029e-05,1.65137139815751e-08
"9",4045,1.5210551025409e-05,2.437588305354e-08
"10",4047,1.10897429014682e-05,1.77720238805579e-08
"11",4053,1.38992510795455e-05,2.2274440832605e-08
"12",4054,1.47011786194981e-05,2.35595811209905e-08
"13",4057,4.11129777898226e-06,6.58861823554849e-09
"14",4063,2.7364626499547e-06,4.38535681082484e-09
"15",4064,3.59987040711808e-06,5.76902308833025e-09
"16",4066,1.64888140378918e-05,2.64243814709804e-08
"17",4070,1.65892383507365e-05,2.65853178697701e-08
"18",4075,3.02057410665539e-06,4.84066363246056e-09
"19",4077,1.67453672878987e-05,2.68355244998377e-08
"20",4083,5.74797677653121e-06,9.21150124444104e-09
"21",4086,9.5510908522237e-06,1.53062353401021e-08
"22",4087,4.02979152293253e-06,6.45799923546879e-09
"23",4090,1.47652969620542e-05,2.36623348750869e-08
"24",4095,1.33567415367153e-05,2.14050345139668e-08
"25",4096,3.7938471278865e-06,6.07988321776683e-09
"26",4109,1.4666148373068e-05,2.35034429055576e-08
"27",4113,1.60516046957236e-05,2.5723725473916e-08
"28",4118,1.53782607149169e-05,2.46446485815977e-08
"29",4125,1.06904616351745e-05,1.71321500563695e-08
"30",4129,5.22959698028943e-06,8.38076439148947e-09
"31",4130,1.69033420832951e-05,2.70886892360498e-08
"32",4132,9.04863876954562e-06,1.45010236691436e-08
"33",4133,7.270264773877e-06,1.16510653427516e-08
"34",4134,1.69901385419296e-05,2.72277861248872e-08
"35",4137,1.31050069903499e-05,2.10016137665865e-08
"36",4150,1.20052589807417e-05,1.92391970845219e-08
"37",4156,1.29121975369418e-05,2.06926242579195e-08
"38",4157,1.70796270599305e-05,2.73711972114271e-08
"39",4167,1.66479784181616e-05,2.66794525932077e-08
"40",4170,1.05736909023976e-05,1.6945017471791e-08
"41",4174,6.59943876411619e-06,1.05760236604426e-08
"42",4181,1.61623878431005e-05,2.59012625690713e-08
"43",4185,1.16093071311809e-05,1.86046588640719e-08
"44",4207,1.24505890735417e-05,1.99528671050348e-08
"45",4220,1.71200788386925e-05,2.74360237799559e-08
"46",4234,1.15821131200168e-06,1.85610787179756e-09
