"","node","degree","output"
"1",3985,5,14.3840911388397
"2",4060,2,8.16067516803741
"3",4086,3,4.93033385276794
"4",4113,5,13.3486121892929
"5",4157,5,13.3804216980934
"6",4499,1,4.89897966384888
"7",4588,1,0.0743268430233002
"8",4874,1,1.98353886604309
"9",4945,6,10.282746553421
"10",5015,6,11.0189690589905
"11",5266,1,0.24455189704895
"12",5413,1,1.53392994403839
"13",5493,2,2.69625079631805
"14",6490,2,4.01411807537079
"15",6660,1,1.95180010795593
"16",7308,1,0.416425734758377
"17",8397,3,10.1596465110779
"18",8416,1,2.73861289024353
"19",9620,1,0.163027822971344
"20",10265,1,0.528270542621613
"21",10803,1,0.153408035635948
"22",11185,1,2.58198881149292
"23",11410,2,2.88350653648377
"24",12962,1,0.0977569445967674
"25",17007,1,0.0787957385182381
"26",17539,1,1.90692520141602
"27",18120,1,4.14039325714111
