"","node","betweenness"
"1",4077,224
"2",4127,0
"3",4370,138
"4",4439,30
"5",4694,49
"6",4730,96
"7",4780,28
"8",4874,57
"9",4902,28
"10",4957,30
"11",5126,0
"12",5213,59
"13",5267,0
"14",6069,159
"15",6196,28
"16",6622,30
"17",6691,150
"18",7157,140
"19",7452,34
"20",7750,66
"21",7810,119
"22",7881,714
"23",8620,0
"24",9608,217
"25",9823,59
"26",10664,51
"27",10800,34
"28",11165,30
"29",12914,188
"30",13081,83
"31",13429,66
"32",13638,96
"33",15108,28
"34",16061,28
"35",16923,124
"36",17247,55
