"","node","betweenness"
"1",4028,497
"2",4086,335
"3",4087,891
"4",4100,0
"5",4157,831
"6",4175,53
"7",4285,112
"8",4402,43
"9",4412,1109
"10",4439,481
"11",4482,47
"12",4563,525
"13",4690,0
"14",4694,489
"15",4769,1030
"16",4849,165
"17",4872,441
"18",4878,357
"19",4900,0
"20",4951,483
"21",4995,0
"22",5130,505
"23",5266,585
"24",5313,89
"25",5655,265
"26",5751,419
"27",5796,165
"28",5806,112
"29",6000,509
"30",6013,529
"31",6312,397
"32",6413,57
"33",6437,400
"34",6694,517
"35",6819,357
"36",6962,415
"37",7031,321
"38",7141,480
"39",7452,93
"40",7548,441
"41",7580,376
"42",7685,521
"43",8068,552
"44",8227,85
"45",8248,5
"46",8381,501
"47",8436,485
"48",8473,524
"49",8651,806
"50",9134,493
"51",9749,533
"52",10080,312
"53",11029,517
"54",12053,516
"55",12271,400
"56",13556,520
"57",14486,57
"58",15039,216
"59",16589,513
