"","node","betweenness"
"1",3976,986
"2",3979,16773
"3",3992,27701
"4",4006,26090
"5",4017,16454
"6",4028,21294
"7",4036,37291
"8",4063,48770
"9",4077,37401
"10",4080,22637
"11",4086,22316
"12",4087,29743
"13",4092,16128
"14",4119,13204
"15",4125,51366
"16",4127,6566
"17",4135,1884
"18",4141,53987
"19",4150,48616
"20",4157,5214
"21",4167,12268
"22",4175,23918
"23",4185,5236
"24",4196,3313
"25",4201,11928
"26",4208,38075
"27",4224,12560
"28",4226,7744
"29",4261,16729
"30",4269,4214
"31",4271,19817
"32",4283,24006
"33",4297,8748
"34",4317,12170
"35",4322,38423
"36",4330,22676
"37",4340,12626
"38",4341,27921
"39",4342,22587
"40",4343,5556
"41",4374,16370
"42",4377,52223
"43",4392,16436
"44",4394,8839
"45",4408,12670
"46",4414,8440
"47",4418,16260
"48",4424,25716
"49",4442,12413
"50",4443,22228
"51",4467,0
"52",4474,2814
"53",4499,29721
"54",4521,1912
"55",4545,29765
"56",4574,15708
"57",4578,52245
"58",4601,16905
"59",4608,29473
"60",4616,7456
"61",4626,16410
"62",4630,12016
"63",4650,951
"64",4655,29482
"65",4662,7700
"66",4684,16502
"67",4710,44379
"68",4738,23083
"69",4744,12472
"70",4775,19739
"71",4812,37749
"72",4833,4650
"73",4856,20933
"74",4872,5104
"75",4877,1377
"76",4881,37763
"77",4885,37915
"78",4918,15576
"79",4925,4720
"80",4936,22940
"81",4940,12148
"82",4952,10844
"83",4956,37771
"84",4963,15730
"85",4969,1834
"86",4975,18685
"87",5009,8352
"88",5024,22235
"89",5038,12736
"90",5155,26134
"91",5186,25760
"92",5226,19675
"93",5240,0
"94",5297,17379
"95",5309,16304
"96",5320,23555
"97",5351,26870
"98",5413,16040
"99",5441,12450
"100",5443,6427
"101",5451,22184
"102",5545,9240
"103",5549,1964
"104",5566,19807
"105",5575,16861
"106",5619,8883
"107",5777,28459
"108",5817,2450
"109",5820,12538
"110",5876,16084
"111",5981,22250
"112",5985,2934
"113",5999,19829
"114",6018,37833
"115",6019,482
"116",6087,23577
"117",6088,76867
"118",6114,12890
"119",6134,7905
"120",6137,6742
"121",6148,13248
"122",6181,5280
"123",6183,13270
"124",6202,919
"125",6208,16151
"126",6211,22852
"127",6219,24050
"128",6235,55243
"129",6254,11774
"130",6268,3931
"131",6310,48660
"132",6369,22918
"133",6414,29699
"134",6415,37745
"135",6463,25804
"136",6470,16546
"137",6490,57897
"138",6494,946
"139",6495,22607
"140",6506,12082
"141",6507,12582
"142",6523,52201
"143",6531,37357
"144",6542,37789
"145",6555,15970
"146",6562,12060
