"","i","j","w"
"1",3977,4109,0.54100178003404
"2",3981,6836,0.153694655079479
"3",3983,6542,0.306186217847897
"4",3988,10713,5.47722557505166
"5",3998,4673,1.93649167310371
"6",3998,9511,1.51910905039763
"7",4005,5637,0.571040240263329
"8",4006,4029,4.47213595499958
"9",4006,7664,1.93649167310371
"10",4006,8938,0.63035782933188
"11",4008,7041,0.31517891426934
"12",4008,13519,0.279690645177846
"13",4015,6620,0.599400898397725
"14",4019,5266,0.246681831515821
"15",4019,8212,0.275763715887352
"16",4022,4219,0.298807151855507
"17",4022,14865,1.43838990437225
"18",4022,15594,0.939336436533791
"19",4027,4673,0.542326144492408
"20",4027,5166,1.03509833880651
"21",4028,4115,0.183493959028629
"22",4028,4172,2.73861278752583
"23",4028,4433,7.74596669241483
"24",4028,4694,0.272165526839826
"25",4028,5167,0.626224290490236
"26",4028,9757,1.73205080756888
"27",4028,11037,1.58113883008419
"28",4028,11342,0.454858825351339
"29",4028,12577,0.657004319620503
"30",4028,12832,0.466252403747155
"31",4029,11819,2.44948974278318
"32",4030,7989,1.4142135623731
"33",4036,4955,0.569494797166752
"34",4036,8036,1.93649167310371
"35",4039,5284,1.30930734130685
"36",4039,19089,0.953462589197919
"37",4043,7876,1.07417231066529
"38",4043,10122,2.92770021877241
"39",4043,18732,2.58198889734251
"40",4044,4306,0.782460795823024
"41",4045,7161,1.69030850941478
"42",4045,7611,1.08465228898482
"43",4047,4311,3.87298334620742
"44",4067,4904,0.505291151713544
"45",4077,4167,1.58113883008419
"46",4077,4474,2.14834462202878
"47",4077,5267,0.46966821800075
"48",4077,5729,2.23606797749979
"49",4077,11948,0.825722823349337
"50",4077,11949,2.14834462202878
"51",4077,15771,7.74596669241483
"52",4077,16962,1.04446593529899
"53",4079,7002,0.285714285607143
"54",4087,5666,0.383013401854295
"55",4087,5792,0.701286872827376
"56",4093,12379,1.29099444847761
"57",4100,6495,1.0639903528698
"58",4106,12379,0.68734339598195
"59",4109,4028,1.29099444847761
"60",4109,4043,0.845154254559486
"61",4109,4118,5.47722557505166
"62",4109,4219,0.498961576677002
"63",4109,4330,1
"64",4109,4370,0.912870928992703
"65",4109,5130,0.745355992127252
"66",4109,5167,0.745355992127252
"67",4109,5168,0.647750275183268
"68",4109,5455,3.16227766016838
"69",4109,5519,0.585540043037195
"70",4109,5901,2.92770021877241
"71",4109,6400,2.23606797749979
"72",4109,7171,0.264906470287156
"73",4109,13256,0.515254039285477
"74",4109,15037,0.634574316372795
"75",4115,4109,0.666666666333333
"76",4115,10493,1.11803398874989
"77",4118,5168,1.54919333848297
"78",4121,4367,0.245687144555835
"79",4121,5205,1.77704663304034
"80",4122,12325,3.87298334620742
"81",4125,4127,0.518708294709078
"82",4125,4366,0.803219328701694
"83",4125,6394,0.252109741977576
"84",4127,6394,0.340010199847005
"85",4127,6818,1.54919333848297
"86",4127,9767,0.728679251111214
"87",4127,15583,0.370116604599145
"88",4130,6235,1.87867287306758
"89",4134,4960,0.527046275956865
"90",4134,6437,1.05409255333676
"91",4139,6854,0.052433443526055
