"","node","betweenness"
"1",3977,4994
"2",3978,0
"3",3981,324231
"4",3983,179154
"5",3987,71716
"6",3988,11418
"7",3989,5082
"8",3990,41434
"9",3992,20769
"10",3998,282177
"11",3999,329372
"12",4000,0
"13",4002,0
"14",4003,89399
"15",4006,5541
"16",4008,25691
"17",4011,269446
"18",4014,67097
"19",4016,10584
"20",4017,5086
"21",4021,13616
"22",4022,83199
"23",4023,5098
"24",4027,730014
"25",4028,1817727
"26",4029,11982
"27",4030,296073
"28",4033,10171
"29",4036,96994
"30",4038,902
"31",4040,99
"32",4043,55673
"33",4045,63906
"34",4047,1525939
"35",4049,9895
"36",4050,20350
"37",4057,0
"38",4058,75907
"39",4059,15439
"40",4062,10167
"41",4063,14379
"42",4064,25348
"43",4066,166164
"44",4067,170019
"45",4071,5862
"46",4073,38309
"47",4075,67158
"48",4077,2841604
"49",4080,88364
"50",4081,172598
"51",4082,58577
"52",4086,803340
"53",4087,221121
"54",4089,29253
"55",4090,15243
"56",4093,316235
"57",4096,282458
"58",4097,112853
"59",4098,328597
"60",4100,66460
"61",4101,102277
"62",4102,26761
"63",4104,3132
"64",4105,46572
"65",4106,42843
"66",4109,2690264
"67",4111,40
"68",4113,481519
"69",4114,160941
"70",4115,688
"71",4118,49149
"72",4119,10163
"73",4120,54017
"74",4121,1463970
"75",4122,423191
"76",4123,20326
"77",4125,196347
"78",4127,2030773
"79",4130,199907
"80",4132,15216
"81",4134,331108
"82",4136,123302
"83",4137,468494
"84",4138,10193
"85",4139,5082
"86",4140,114099
"87",4141,110981
"88",4142,48375
"89",4144,94003
"90",4147,109088
"91",4149,615158
"92",4150,10171
"93",4151,158116
"94",4156,13685
"95",4157,802458
"96",4158,5082
"97",4161,16136
"98",4162,5167
"99",4167,612213
"100",4170,171476
"101",4171,201816
"102",4172,251182
"103",4173,0
"104",4175,44802
"105",4176,107020
"106",4180,5082
"107",4182,166938
"108",4184,36660
"109",4185,185660
"110",4188,23193
"111",4191,129
"112",4194,51015
"113",4196,178319
"114",4200,285490
"115",4201,142328
"116",4204,48292
"117",4210,5082
"118",4213,62707
"119",4216,5161
"120",4217,51176
"121",4219,21011
"122",4221,55474
"123",4222,15310
"124",4223,5082
"125",4224,20331
"126",4225,1575839
"127",4226,196210
"128",4227,28351
"129",4229,78046
"130",4231,134939
"131",4234,220242
"132",4235,5139
"133",4240,36
"134",4242,296792
"135",4244,5096
"136",4246,20828
"137",4247,6
"138",4248,25010
"139",4251,29549
"140",4255,81080
"141",4257,23083
"142",4259,25485
"143",4261,626962
"144",4263,143125
"145",4264,27737
"146",4266,0
"147",4267,10167
"148",4268,76010
"149",4269,10171
"150",4277,95552
"151",4278,24103
"152",4281,578535
"153",4282,39079
"154",4283,2509493
"155",4285,31298
"156",4286,31436
"157",4287,7122
"158",4288,489318
"159",4289,114708
"160",4293,295690
"161",4297,0
"162",4298,106553
"163",4300,27897
"164",4301,63976
"165",4304,132210
"166",4305,10101
"167",4306,20330
"168",4307,31697
"169",4308,278858
"170",4311,136106
"171",4312,691247
"172",4314,5082
"173",4315,0
"174",4316,21734
"175",4317,111777
"176",4318,603
"177",4319,49615
"178",4320,310923
"179",4322,18732
"180",4323,5190
"181",4325,15248
"182",4326,435825
"183",4328,19359
"184",4329,34776
"185",4330,3782404
"186",4332,28141
"187",4333,7878
"188",4334,10167
"189",4336,0
"190",4337,11376
"191",4338,40949
"192",4340,0
"193",4343,66830
"194",4346,40319
"195",4347,253018
"196",4350,10967
"197",4352,0
"198",4354,15247
"199",4355,1427
"200",4356,113814
"201",4357,10171
"202",4362,63932
"203",4364,15698
"204",4366,73043
"205",4367,48779
"206",4368,0
"207",4369,235379
"208",4370,746923
"209",4371,5566
"210",4374,984
"211",4375,111940
"212",4377,15730
"213",4379,10163
"214",4380,58428
"215",4383,31973
"216",4384,498
"217",4385,86
"218",4388,9020
"219",4389,5082
"220",4390,156733
"221",4391,26372
"222",4393,53318
"223",4395,0
"224",4396,49790
"225",4397,10176
"226",4398,80961
"227",4401,14213
"228",4402,15725
"229",4403,15255
"230",4404,25034
"231",4407,5170
"232",4408,62535
"233",4412,226112
"234",4415,659
"235",4418,347188
"236",4419,0
"237",4424,15817
"238",4425,59776
"239",4427,26364
"240",4432,5321
"241",4433,5018
"242",4436,98822
"243",4439,255738
"244",4441,262432
"245",4442,149736
"246",4444,48344
"247",4446,21131
"248",4447,10167
"249",4448,91334
"250",4449,21549
"251",4450,1149
"252",4451,38400
"253",4453,20521
"254",4454,33632
"255",4455,29645
"256",4456,11126
"257",4458,167919
"258",4460,10531
"259",4463,15265
"260",4464,24027
"261",4466,8279
"262",4467,935702
"263",4468,15249
"264",4469,37366
"265",4470,5082
"266",4472,0
"267",4474,402923
"268",4475,14729
"269",4477,15651
"270",4478,141
"271",4481,17780
"272",4482,93908
"273",4483,0
"274",4485,82080
"275",4487,25411
"276",4489,0
