"","node","betweenness"
"1",3981,4106
"2",3988,60587
"3",4006,0
"4",4027,30300
"5",4028,8237
"6",4029,7592
"7",4036,0
"8",4047,13203
"9",4051,2740
"10",4067,8107
"11",4075,3731
"12",4096,12988
"13",4114,14997
"14",4124,1768
"15",4125,44217
"16",4127,13560
"17",4128,4952
"18",4134,2358
"19",4136,0
"20",4144,5842
"21",4145,2366
"22",4151,1768
"23",4153,585
"24",4162,1776
"25",4169,1760
"26",4170,1752
"27",4171,585
"28",4182,4098
"29",4185,105468
"30",4187,0
"31",4196,5891
"32",4197,58610
"33",4209,5130
"34",4221,17598
"35",4234,6633
"36",4254,0
"37",4255,0
"38",4274,2334
"39",4278,1311
"40",4280,301
"41",4281,1169
"42",4288,2149
"43",4289,7536
"44",4308,1776
"45",4317,0
"46",4325,28017
"47",4330,593
"48",4354,4489
"49",4357,8270
"50",4370,6920
"51",4376,26404
"52",4396,1760
"53",4409,585
"54",4412,25073
"55",4420,976
"56",4425,1177
"57",4428,11673
"58",4446,7608
"59",4454,85152
"60",4458,0
"61",4465,7022
"62",4468,68822
"63",4472,1091
"64",4474,2334
"65",4475,122592
"66",4476,0
"67",4479,6149
"68",4482,7560
"69",4521,3471
"70",4522,20391
"71",4523,2961
"72",4527,401
"73",4533,28188
"74",4544,2342
"75",4549,1275
"76",4551,1448
"77",4560,27013
"78",4561,1094
"79",4562,6821
"80",4564,11352
"81",4566,588
"82",4570,6139
"83",4580,4118
"84",4581,3527
"85",4583,11681
"86",4588,1768
"87",4593,22872
"88",4608,15177
"89",4611,64273
"90",4630,17079
"91",4633,1232
"92",4634,585
"93",4635,26483
"94",4639,1174
"95",4640,2068
"96",4641,5855
"97",4645,6570
"98",4646,9979
"99",4647,20415
"100",4648,2911
"101",4652,719
"102",4654,1752
"103",4655,2947
"104",4657,1776
"105",4659,3596
"106",4664,5888
"107",4665,8278
"108",4666,743
"109",4667,2350
"110",4670,585
"111",4671,11655
"112",4673,2581
"113",4674,3266
"114",4677,8016
"115",4678,2157
"116",4679,2366
"117",4680,6535
"118",4682,4122
"119",4684,5022
"120",4691,4473
"121",4701,19382
"122",4706,10481
"123",4742,1195
"124",4748,1177
"125",4759,11657
"126",4769,7552
"127",4819,1464
"128",4820,5571
"129",4843,3543
"130",4882,7604
"131",4893,10409
"132",4894,2342
"133",4900,8920
"134",4936,2357
"135",4957,54884
"136",4960,3535
"137",4964,5952
"138",4989,0
"139",4992,1986
"140",5005,2724
"141",5007,14720
"142",5031,2578
"143",5035,1115
"144",5045,9441
"145",5055,2943
"146",5060,8309
"147",5135,4607
"148",5147,8324
"149",5159,5364
"150",5177,7790
"151",5178,15844
"152",5184,1847
"153",5239,2930
"154",5240,1752
"155",5259,2141
"156",5267,4110
"157",5303,17578
"158",5309,2350
"159",5313,10214
"160",5341,2955
"161",5362,297
"162",5377,3220
"163",5379,1185
"164",5405,593
"165",5441,41404
"166",5481,10473
"167",5482,587
"168",5484,34920
"169",5488,2905
"170",5489,3715
"171",5592,1262
"172",5637,6931
"173",5642,3013
"174",5652,1129
"175",5702,7600
"176",5706,7761
"177",5729,4583
"178",5751,20353
"179",5809,3495
"180",5825,1752
"181",5838,886
"182",5869,2573
"183",5875,0
"184",5890,0
"185",5893,1855
"186",5934,3029
"187",5994,1267
"188",5998,10868
"189",6002,16612
"190",6005,2350
"191",6015,595
"192",6023,8017
"193",6056,5678
"194",6057,2366
"195",6074,1283
"196",6105,1239
"197",6107,1295
"198",6146,8936
"199",6153,1760
"200",6154,1174
"201",6166,7576
"202",6167,3085
"203",6192,4633
"204",6208,2084
"205",6214,10243
"206",6222,1120
"207",6268,25035
"208",6269,7774
"209",6284,1605
"210",6289,9418
"211",6299,6302
"212",6313,4864
"213",6378,596
"214",6383,3093
"215",6390,1752
"216",6399,4070
"217",6410,6873
"218",6413,2783
"219",6433,674
"220",6456,2589
"221",6490,1768
"222",6495,1319
"223",6501,3507
"224",6520,2334
"225",6528,0
"226",6586,5343
"227",6590,5514
"228",6629,7027
"229",6649,0
"230",6655,3479
"231",6657,13447
"232",6734,6955
"233",6759,593
"234",6774,3784
"235",6811,1252
"236",6820,12207
"237",6846,12994
"238",6859,3543
"239",6902,4831
"240",6926,5094
"241",6991,4936
"242",7014,5806
"243",7024,1177
"244",7026,3541
"245",7028,593
"246",7031,2365
"247",7059,17152
"248",7133,1776
"249",7151,2334
"250",7154,7584
"251",7159,1740
"252",7174,593
"253",7178,1978
"254",7187,21218
"255",7193,220
"256",7218,2312
"257",7234,6923
"258",7269,72303
"259",7290,6953
"260",7321,1169
"261",7327,9426
"262",7364,2342
"263",7393,8179
"264",7459,2811
"265",7499,16741
