"","i","j","w"
"1",3981,5159,0.825722823349337
"2",3981,5426,0.759554524705106
"3",3988,7417,0.100495318298914
"4",4006,4149,1.04446593529899
"5",4027,4455,4.47213595499958
"6",4027,5159,1.20971675775778
"7",4027,12150,0.354663450330028
"8",4036,4283,0.406557813846936
"9",4036,5944,0.99176940717084
"10",4036,7549,0.347454091931582
"11",4047,6680,1.77704663304034
"12",4052,4077,1.30930734130685
"13",4052,4632,0.398937580330557
"14",4052,4936,0.19425717232576
"15",4052,5760,7.74596669241483
"16",4052,5812,1.19522860909535
"17",4052,6095,0.183391073937637
"18",4052,6794,0.710071602023345
"19",4052,18102,0.23333765234098
"20",4063,4066,0.710071602023345
"21",4066,12084,1.16774841596981
"22",4077,3981,0.9325048080305
"23",4077,4052,0.701286872827376
"24",4077,4690,0.939336436533791
"25",4077,5921,1.11803398874989
"26",4077,8195,1.18124884634864
"27",4081,7999,1.65144564760697
"28",4082,11613,3.46410161513775
"29",4086,5159,0.638876564760361
"30",4086,5726,2.33549683236779
"31",4086,14485,0.301511343070207
"32",4087,5405,0.551877275306748
"33",4087,14941,0.224922695608958
"34",4096,5726,0.666666666333333
"35",4096,6108,0.425115150282838
"36",4096,6297,0.023030718616665
"37",4096,6366,0.577350268900951
"38",4096,16569,0.268704607329312
"39",4097,4320,1.22474487139159
"40",4097,5899,1.34839972485906
"41",4097,17577,0.595843591053894
"42",4105,13205,0.105458086460925
"43",4121,15169,0.728679251111214
"44",4122,7290,0.550481882535656
"45",4123,6066,0.626224290490236
"46",4125,6660,0.230940106954162
"47",4125,6824,0.263523137504091
"48",4125,7276,0.18892601461948
"49",4125,18303,0.297701682897494
"50",4127,8031,0.408816485724341
"51",4127,9358,1.4142135623731
"52",4132,7058,2.58198889734251
"53",4134,4650,0.382546027296063
"54",4140,13939,3.87298334620742
"55",4140,19078,1.12986536543077
"56",4149,13139,1.46385010913003
"57",4151,4563,1.27342907968995
"58",4157,18524,0.759554524705106
"59",4161,5368,0.778498944122598
"60",4167,10522,0.825722823349337
"61",4172,4127,0.539687071366361
"62",4172,4665,1.12986536543077
"63",4172,4952,0.48892108156634
"64",4172,6702,0.318357269431687
"65",4172,7815,1.43838990437225
"66",4176,17233,0.0439664758651407
"67",4182,4690,2.44948974278318
"68",4182,5132,0.352819113711261
"69",4185,6438,0.129786243492906
"70",4221,4412,0.144312515049804
"71",4221,4694,1.25656172470754
"72",4234,5368,1.58113883008419
"73",4234,12104,3.16227766016838
"74",4234,15810,0.546358364079841
"75",4234,18518,0.221857323521222
"76",4248,3981,0.572598333913049
"77",4255,4632,0.759554524705106
"78",4255,4857,0.467950961105969
"79",4255,6582,0.664211163712264
"80",4259,4370,0.0544950272960754
"81",4268,4474,1.15470053823491
"82",4280,4694,0.326743882880766
"83",4283,4418,1.0084389679103
"84",4283,4630,0.510753918242435
"85",4283,4653,0.692820323027551
"86",4283,4739,0.227429411026806
"87",4283,5242,0.027347175356881
"88",4283,6494,0.90659682770237
"89",4283,7552,0.291523300955515
"90",4283,8617,0.845154254559486
"91",4283,8924,0.31998293391992
"92",4283,9587,0.060291301196773
"93",4283,11752,0.109963166560444
"94",4283,14160,2.07019667785455
"95",4283,17469,1.87867287306758
"96",4293,7182,0.511867886275355
"97",4300,17685,0.845154254559486
"98",4308,5180,0.606710935289616
"99",4308,6683,0.478547419802886
"100",4308,15337,0.502096444918703
"101",4317,4586,2.44948974278318
"102",4317,5178,2.14834462202878
"103",4320,4563,2.58198889734251
"104",4323,4140,1.18124884634864
"105",4323,5313,1.65144564760697
"106",4330,4882,1.24034734570603
"107",4330,7679,0.258630299849032
"108",4352,5426,1.30930734130685
"109",4355,4121,0.569494797166752
"110",4356,5368,2.23606797749979
"111",4370,4172,1.25656172470754
"112",4370,4468,0.350284721333946
"113",4370,4512,0.11039787135629
"114",4370,6129,1.29099444847761
"115",4374,4122,0.175456595772288
"116",4374,9949,0.372247402945944
"117",4374,13086,1
"118",4375,4036,0.821070827030166
"119",4375,7636,0.388270225487353
"120",4377,6394,0.745355992127252
"121",4384,6470,0.474045463009615
"122",4392,6268,0.131628329017731
"123",4395,7059,0.136653342439913
"124",4396,5989,0.657004319620503
"125",4404,7886,0.172430878905143
"126",4412,4317,0.226358691019364
"127",4412,4395,0.133018400982721
"128",4412,14952,0.339031750725504
"129",4412,14955,0.118901665253267
"130",4418,4036,0.840168049856694
"131",4418,4255,0.245934686451505
"132",4418,5313,1.43838990437225
"133",4418,8424,0.389249471419037
"134",4439,9660,0.23365591368506
"135",4448,4586,0.798935461723912
"136",4455,10575,1.3912166869327
"137",4455,18586,2
"138",4456,4651,0.794719414007233
"139",4466,4283,0.0421487129103606
"140",4466,6280,0.201482999282818
"141",4466,6655,0.968245836551854
"142",4468,4172,0.73192505422345
"143",4468,4655,0.752354793299013
"144",4468,5035,1.18124884634864
"145",4474,5405,0.324727815254561
"146",4474,8231,0.559016994374947
"147",4503,4097,0.333952336419436
"148",4506,14572,0.461265603530114
"149",4512,9865,0.294032874012414
"150",4529,14939,0.104972772660343
"151",4531,4283,1.58113883008419
"152",4533,7929,0.253184841568369
"153",4560,4448,0.946320446783224
"154",4563,4082,1.87867287306758
"155",4563,5368,1.4142135623731
"156",4563,5582,1.30930734130685
"157",4563,7438,0.515254039285477
"158",4563,18385,7.74596669241483
"159",4569,14272,0.037827979063122
"160",4570,4412,0.12161107268666
"161",4570,4630,0.0685752287637453
"162",4570,5042,0.191273011687483
