"","node","betweenness"
"1",4077,238
"2",4085,116
"3",4125,108
"4",4147,489
"5",4330,286
"6",4412,0
"7",4496,116
"8",4633,240
"9",4733,325
"10",4795,116
"11",4969,120
"12",5026,201
"13",5324,123
"14",5383,37
"15",5558,172
"16",6129,120
"17",6208,41
"18",6470,0
"19",6517,387
"20",6705,112
"21",6714,108
"22",6869,112
"23",6981,309
"24",7208,155
"25",7259,699
"26",7624,43
"27",7752,988
"28",8187,273
"29",8444,112
"30",8467,108
"31",8807,84
"32",8833,120
"33",9115,176
"34",9256,195
"35",9330,160
"36",9681,273
"37",9798,193
"38",10307,0
"39",10836,0
"40",11270,49
"41",11888,168
"42",12570,197
"43",14093,43
"44",16823,0
"45",17134,0
