"","node","closeness","n.closeness"
"1",3981,1.17517386571913e-05,2.2556120263323e-08
"2",3990,1.27808779953857e-05,2.45314356917193e-08
"3",4008,1.28277643604021e-05,2.46214287147832e-08
"4",4027,2.84386328204217e-06,5.45847079086789e-09
"5",4028,1.48825842716504e-05,2.85654208668913e-08
"6",4043,8.6212509696922e-06,1.65475066596779e-08
"7",4047,1.61622045171763e-05,3.10215057911254e-08
"8",4067,1.40126666787265e-05,2.68957133948685e-08
"9",4071,1.17038377476119e-05,2.24641799378347e-08
"10",4073,1.4757323147924e-05,2.83249964451516e-08
"11",4075,1.54178206964062e-05,2.95927460583613e-08
"12",4077,1.50831803890275e-05,2.89504422054271e-08
"13",4086,1.61826696755738e-05,3.10607863254775e-08
"14",4087,1.60409203087169e-05,3.07887146040632e-08
"15",4096,1.63298921554711e-05,3.13433630623247e-08
"16",4098,1.49752322423034e-05,2.87432480658415e-08
"17",4100,1.15107905769464e-05,2.20936479403961e-08
"18",4101,1.57371179265537e-05,3.02056006267825e-08
"19",4109,1.62177233714701e-05,3.11280678914973e-08
"20",4113,1.55698263707282e-05,2.98845035906491e-08
"21",4125,4.51270584943027e-06,8.66162351138247e-09
"22",4127,1.49801712772464e-05,2.87527279793598e-08
"23",4129,1.48754658742453e-05,2.85517579160179e-08
"24",4149,1.55677051881432e-05,2.98804322229237e-08
"25",4176,1.40681290741071e-05,2.70021671288044e-08
"26",4182,1.18414093330277e-05,2.27282328848901e-08
"27",4192,1.10020414971856e-05,2.1117162182698e-08
"28",4202,1.62961609621389e-05,3.12786198889422e-08
"29",4203,1.53873831132598e-05,2.95343245935889e-08
"30",4234,1.53223289491874e-05,2.94094605550622e-08
"31",4240,1.63756264367594e-05,3.14311447922445e-08
"32",4258,1.60568821229901e-05,3.08193514836662e-08
"33",4274,1.42644360099316e-05,2.73789558731892e-08
"34",4277,1.47577610639455e-06,2.83258369749433e-09
"35",4300,1.54549023619474e-05,2.96639200805132e-08
"36",4303,3.97952593039782e-06,7.63824554778851e-09
"37",4317,1.42482753867997e-05,2.73479374026865e-08
"38",4323,1.47163625707566e-05,2.82463772951182e-08
"39",4326,1.63477466798021e-05,3.13776327827296e-08
"40",4330,1.57876276913918e-05,3.03025483519996e-08
"41",4334,1.15961854033602e-05,2.22575535573133e-08
"42",4336,8.07228105086537e-06,1.54938215947512e-08
"43",4374,1.47583235594837e-05,2.83269166208899e-08
"44",4375,1.46069394256618e-05,2.803635206461e-08
"45",4388,1.0164651391482e-05,1.95098875076429e-08
"46",4396,1.46060945915821e-05,2.80347305020769e-08
"47",4408,1.61481905346753e-05,3.09946075521599e-08
"48",4420,1.54113849616702e-05,2.95803934005187e-08
"49",4428,1.44098871572659e-05,2.76581327394739e-08
"50",4429,1.60562389571553e-05,3.0818117000298e-08
"51",4439,1.52668528366981e-05,2.93029804927026e-08
"52",4446,6.53730348403705e-06,1.25476074549655e-08
"53",4466,1.6391995653024e-05,3.14625636334434e-08
"54",4467,1.59940755550105e-05,3.06988014491563e-08
"55",4472,4.80769879643535e-06,9.227828783945e-09
"56",4475,1.61410585343794e-05,3.09809184920909e-08
"57",4481,1.56891621012608e-05,3.01135548968537e-08
"58",4533,1.01245395414738e-05,1.94328973924641e-08
"59",4542,1.52830954924455e-05,2.93341564154424e-08
"60",4546,1.49669249514648e-05,2.87273031697982e-08
"61",4550,1.60491063340498e-05,3.08044267448173e-08
"62",4560,1.65343067470614e-05,3.17357135260296e-08
"63",4562,1.64081630826907e-05,3.14935951683122e-08
"64",4563,1.60320708625358e-05,3.07717291027559e-08
"65",4573,1.30968782879317e-05,2.51379621649362e-08
"66",4607,1.53762714783218e-05,2.95129970793125e-08
"67",4632,1.63616640811091e-05,3.14043456451231e-08
"68",4633,1.48052968949657e-05,2.84170765738306e-08
"69",4635,1.53118309206352e-05,2.93893107881674e-08
"70",4647,1.5008330833032e-05,2.88067770307716e-08
"71",4652,1.60729780332687e-05,3.08502457452374e-08
"72",4658,1.45059275184712e-05,2.78424712446664e-08
"73",4677,1.5342892833225e-05,2.94489305820057e-08
"74",4690,1.5528190136971e-05,2.9804587594954e-08
"75",4691,1.33234557571045e-05,2.55728517410835e-08
"76",4692,3.94057087299418e-06,7.56347576390438e-09
"77",4694,1.5704714432725e-05,3.01434058209693e-08
"78",4708,1.58402807780912e-05,3.04036099387548e-08
"79",4748,3.37837569463988e-06,6.484406323685e-09
"80",4754,1.03627595438893e-05,1.98901334815534e-08
"81",4759,1.48729777947889e-05,2.85469823316486e-08
"82",4773,1.57484333103228e-05,3.02273192136714e-08
"83",4774,5.04565789312372e-06,9.68456409428736e-09
"84",4783,1.55799891854209e-05,2.99040099528232e-08
"85",4795,1.21676860902097e-05,2.33544838583679e-08
"86",4807,1.09257443986504e-05,2.09707186154519e-08
"87",4848,1.60831427182957e-05,3.08697556973046e-08
"88",4871,1.18981538780387e-05,2.28371475586156e-08
"89",4882,1.57929690959577e-05,3.0312800568057e-08
"90",4890,1.58325048599941e-05,3.03886849520041e-08
"91",4893,1.63596502061677e-05,3.14004802421644e-08
"92",4900,1.57271409229584e-05,3.01864509077896e-08
"93",4939,1.56773185345403e-05,3.009082252311e-08
