"","i","j","w"
"1",3978,9789,7.74596669241483
"2",3980,12694,0.620173672449903
"3",3987,4111,0.582222509011804
"4",3987,11021,5.47722557505166
"5",3993,4102,0.661782595721586
"6",3993,4121,0.56343616941052
"7",3993,6260,0.370539837264497
"8",3993,12285,0.333642404379299
"9",3997,6582,1.14208048140225
"10",4003,4609,0.3849001792673
"11",4003,6451,4.47213595499958
"12",4011,4300,0.29049644576139
"13",4014,11998,0.778498944122598
"14",4022,4553,0.825722823349337
"15",4022,5581,1.10656666993001
"16",4022,11306,1.58113883008419
"17",4022,12595,1.04446593529899
"18",4025,6727,0.195552849634057
"19",4027,4527,5.47722557505166
"20",4028,4047,4.47213595499958
"21",4028,4121,0.482242821615833
"22",4028,5267,0.0396759750982884
"23",4028,7396,0.710071602023345
"24",4028,11842,1.15470053823491
"25",4028,12568,1.07417231066529
"26",4028,14098,0.877058019175471
"27",4029,6497,1.29099444847761
"28",4030,4175,0.261711959986547
"29",4030,5061,1.05409255333676
"30",4030,5360,1.34839972485906
"31",4030,5707,0.840168049856694
"32",4030,8572,1.19522860909535
"33",4036,12512,1.77704663304034
"34",4038,4121,1.46385010913003
"35",4042,5130,4.47213595499958
"36",4043,9979,1.11803398874989
"37",4047,4317,0.684653196881458
"38",4047,4866,5.47722557505166
"39",4047,5130,0.45643546422249
"40",4047,6175,0.770752492697883
"41",4047,7317,0.129189190724302
"42",4047,9173,0.45643546422249
"43",4060,13829,2.92770021877241
"44",4077,5146,0.402693632927068
"45",4077,9469,2.92770021877241
"46",4086,4482,1.22474487139159
"47",4087,5086,1.73205080756888
"48",4087,7256,0.262763922561679
"49",4090,4087,0.065214308245967
"50",4090,5290,1.87867287306758
"51",4096,7525,0.645497223851505
"52",4096,19185,0.560478478623399
"53",4102,3993,0.481310950426021
"54",4102,6635,1.58113883008419
"55",4102,9434,0.251312343509029
"56",4111,7305,0.342997169084528
"57",4113,4047,1.73205080756888
"58",4113,4121,1.07417231066529
"59",4113,4199,2.58198889734251
"60",4113,4553,1
"61",4113,4876,1.93649167310371
"62",4113,12643,3.16227766016838
"63",4113,13821,1.54919333848297
"64",4114,4627,1.93649167310371
"65",4114,5487,2
"66",4114,14238,1.20971675775778
"67",4115,6698,0.650027084820317
"68",4121,4028,0.983738753429995
"69",4121,4156,0.983738753429995
"70",4121,4174,1.61514570612066
"71",4121,4280,1
"72",4121,4300,3.87298334620742
"73",4121,4701,1.4142135623731
"74",4121,4856,0.794719414007233
"75",4121,4884,2.23606797749979
"76",4121,4957,0.462910049577669
"77",4121,4958,0.297262918979142
"78",4121,4988,0.445730295133728
"79",4121,5166,1.20971675775778
"80",4121,5449,0.671660493850874
