"","i","j","w"
"1",4022,5581,2.21313333511353
"2",4087,7256,0.525527834892273
"3",4090,4087,0.130428612232208
"4",4090,5290,3.75734567642212
"5",4102,9434,0.502624690532684
"6",4157,12424,2.65684461593628
"7",4207,4022,0.859337866306305
"8",4708,6698,1.13288235664368
"9",4866,8611,0.911290168762207
"10",4872,11203,0.12783619761467
"11",5056,8602,0.757735252380371
"12",5290,6698,8.9442720413208
"13",5360,4090,1.62399590015411
"14",5520,5606,2.33549690246582
"15",5581,8104,1.51910901069641
"16",5606,10133,1.29550051689148
"17",5891,7521,0.661179602146149
"18",5891,12975,2.30940103530884
"19",6007,4207,2.48069477081299
"20",6462,4708,6.92820310592651
"21",6490,4866,0.486504256725311
"22",6698,11717,3.87298345565796
"23",6698,15141,1.82574188709259
"24",7256,4872,0.12698732316494
"25",7438,6490,0.595843613147736
"26",7521,6462,0.925820112228394
"27",8104,17791,3.38061690330505
"28",8356,5520,2.73861289024353
"29",8602,7438,2.30940103530884
"30",8611,11582,0.776540458202362
"31",9224,5056,0.667904675006866
"32",9260,4157,0.516111135482788
"33",9434,9260,0.342745244503021
"34",11203,4102,0.124728262424469
"35",11540,12349,1.15792143344879
"36",11582,17768,0.972050368785858
"37",11717,12321,0.748830854892731
"38",11731,4090,0.175175949931145
"39",12321,15746,1.66090965270996
"40",12349,5891,4
"41",12412,5891,0.698430299758911
"42",12424,12658,0.379777252674103
"43",12658,9224,0.941067934036255
"44",12975,8356,3.03821802139282
"45",14421,5360,5.47722578048706
"46",15141,17608,3.87298345565796
"47",15141,17680,1.75411605834961
"48",15746,14421,1.12687230110168
"49",17608,15141,1.73205077648163
"50",17680,6007,1.53392994403839
"51",17768,12412,1.69030845165253
"52",17791,11540,15.4919338226318
