"","node","betweenness"
"1",3985,12126
"2",3992,4007
"3",4043,5969
"4",4060,474
"5",4077,34399
"6",4080,8720
"7",4086,8844
"8",4087,9422
"9",4089,948
"10",4093,3370
"11",4096,7966
"12",4100,1392
"13",4113,5161
"14",4114,3622
"15",4120,13468
"16",4127,0
"17",4149,929
"18",4150,1888
"19",4157,21767
"20",4161,465
"21",4176,11461
"22",4184,1419
"23",4185,474
"24",4196,35730
"25",4199,947
"26",4201,929
"27",4235,1863
"28",4244,0
"29",4255,1413
"30",4259,1881
"31",4261,1439
"32",4263,1410
"33",4281,8485
"34",4282,2802
"35",4283,24208
"36",4285,1016
"37",4292,1410
"38",4293,2818
"39",4302,2271
"40",4308,1526
"41",4316,1499
"42",4330,10628
"43",4332,938
"44",4355,0
"45",4362,468
"46",4377,1410
"47",4381,1854
"48",4389,2775
"49",4401,929
"50",4412,3795
"51",4418,1410
"52",4439,5163
"53",4442,1402
"54",4464,563
"55",4482,18935
"56",4496,375
"57",4499,474
"58",4515,0
"59",4517,474
"60",4533,1149
"61",4545,947
"62",4555,947
"63",4560,74
"64",4563,651
"65",4567,1872
"66",4569,6056
"67",4570,465
"68",4573,4095
"69",4588,1431
"70",4601,1419
"71",4606,3390
"72",4608,7808
"73",4610,1401
"74",4626,3298
"75",4633,44507
"76",4645,5955
"77",4646,474
"78",4650,0
"79",4654,11619
"80",4658,2060
"81",4673,1890
"82",4678,3967
"83",4684,3749
"84",4685,8812
"85",4690,27059
"86",4696,970
"87",4698,2486
"88",4708,836
"89",4710,7392
"90",4733,1410
"91",4737,5347
"92",4767,1872
"93",4775,2829
"94",4778,10477
"95",4803,929
"96",4812,1401
"97",4821,1854
"98",4841,1903
"99",4847,1404
"100",4848,12577
"101",4849,10177
"102",4856,19384
"103",4859,13738
"104",4860,929
"105",4872,1392
"106",4874,0
"107",4894,1883
"108",4900,843
"109",4903,5338
"110",4936,11567
"111",4945,102930
"112",4951,4079
"113",4952,5125
"114",4960,465
"115",4965,1392
"116",4972,27088
"117",4989,0
"118",5009,39407
"119",5015,4680
"120",5017,2221
"121",5042,10737
"122",5058,108166
"123",5072,2360
"124",5093,5181
"125",5098,4479
"126",5112,947
"127",5130,2343
"128",5159,2791
"129",5186,0
"130",5205,7637
"131",5219,84
"132",5233,1020
"133",5235,225
"134",5245,18
"135",5248,0
