"","node","betweenness"
"1",4017,0
"2",4038,283
"3",4086,2201
"4",4091,210
"5",4096,612
"6",4167,1140
"7",4240,325
"8",4276,72
"9",4288,207
"10",4332,340
"11",4374,1042
"12",4381,584
"13",4545,1441
"14",4572,1098
"15",4573,640
"16",4871,207
"17",5026,0
"18",5117,626
"19",5167,1070
"20",5172,313
"21",5186,305
"22",5189,165
"23",5258,1112
"24",5296,1084
"25",5377,627
"26",5396,1168
"27",5438,1227
"28",5488,1196
"29",5563,654
"30",5796,1056
"31",5801,935
"32",5817,246
"33",5879,3067
"34",6078,462
"35",6108,368
"36",6268,1210
"37",6296,514
"38",6394,1599
"39",6584,72
"40",6592,1427
"41",6694,0
"42",6766,1154
"43",6883,1413
"44",7049,1442
"45",7355,158
"46",7555,256
"47",7654,260
"48",8011,542
"49",8053,218
"50",8365,0
"51",8488,340
"52",8495,60
"53",8595,0
"54",9309,520
"55",9446,1321
"56",9612,1126
"57",10390,1224
"58",10457,274
"59",10658,109
"60",11041,232
"61",11076,179
"62",11576,276
"63",11849,402
"64",12242,1399
"65",12456,269
"66",12660,623
"67",13012,1182
"68",13485,939
"69",13889,528
"70",16222,193
"71",16792,142
"72",17309,598
"73",17363,0
"74",18068,339
