"","node","betweenness"
"1",3991,16214
"2",4006,1998
"3",4008,667
"4",4027,7636
"5",4028,10251
"6",4029,61342
"7",4043,8378
"8",4049,1438
"9",4054,0
"10",4057,807
"11",4063,2681
"12",4064,9935
"13",4065,0
"14",4066,4655
"15",4067,0
"16",4070,4248
"17",4075,23943
"18",4077,37310
"19",4079,4028
"20",4082,7216
"21",4083,674
"22",4086,1347
"23",4087,9313
"24",4090,9316
"25",4093,28510
"26",4095,0
"27",4103,4028
"28",4109,24398
"29",4114,739
"30",4118,1998
"31",4121,5677
"32",4122,3188
"33",4125,11314
"34",4127,1547
"35",4129,1347
"36",4130,6925
"37",4132,7350
"38",4134,4690
"39",4136,4000
"40",4137,5457
"41",4146,12437
"42",4147,1346
"43",4149,3258
"44",4157,235598
"45",4162,3859
"46",4167,34560
"47",4170,0
"48",4174,7658
"49",4182,3854
"50",4185,4129
"51",4187,12823
"52",4188,3248
"53",4194,746
"54",4207,9030
"55",4217,4360
"56",4220,6223
"57",4221,0
"58",4224,10207
"59",4232,8015
"60",4234,7359
"61",4255,10310
"62",4259,2592
"63",4283,30838
"64",4305,1333
"65",4308,12799
"66",4322,2638
"67",4325,2297
"68",4330,1656
"69",4339,1333
"70",4369,7952
"71",4412,41378
"72",4446,12840
"73",4448,13072
"74",4451,2610
"75",4466,9518
"76",4467,9770
"77",4474,4669
"78",4485,5258
"79",4490,2005
"80",4512,52295
"81",4517,0
"82",4533,0
"83",4536,65173
"84",4543,8473
"85",4547,1354
"86",4551,10005
"87",4569,5407
"88",4571,885
"89",4580,11502
"90",4583,18814
"91",4588,9942
"92",4591,1333
"93",4597,6985
"94",4606,7385
"95",4608,8912
"96",4609,678
"97",4629,2484
"98",4630,1333
"99",4633,1340
"100",4635,4690
"101",4641,2005
"102",4658,19077
"103",4673,8357
"104",4684,1663
"105",4688,7961
"106",4692,8676
"107",4694,13136
"108",4701,4655
"109",4716,674
"110",4726,8662
"111",4733,2019
"112",4745,7276
"113",4754,8620
"114",4769,2924
"115",4775,7959
"116",4803,2014
"117",4804,4925
"118",4817,7996
"119",4822,11050
"120",4825,674
"121",4857,7495
"122",4866,3329
"123",4868,4007
"124",4872,4597
"125",4873,2585
"126",4879,6019
"127",4882,715
"128",4888,667
"129",4889,0
"130",4893,37302
"131",4936,1333
"132",4939,3339
"133",4942,10836
"134",4945,96649
"135",4969,2005
"136",4989,1338
"137",5005,12802
"138",5007,5855
"139",5009,48394
"140",5012,49734
"141",5015,6435
"142",5024,2756
"143",5025,1333
"144",5026,11097
"145",5035,1674
"146",5042,2012
"147",5068,8636
"148",5074,6039
"149",5081,3941
"150",5089,24442
"151",5103,25143
"152",5122,27738
"153",5124,5754
"154",5128,675
"155",5131,1333
"156",5132,7980
"157",5148,1479
"158",5154,2677
"159",5184,10296
"160",5186,12184
"161",5217,5084
"162",5235,2007
"163",5242,44834
"164",5258,14197
"165",5265,2637
"166",5266,9594
"167",5267,80749
"168",5290,1180
"169",5291,3325
"170",5294,2667
"171",5297,9963
"172",5303,2491
"173",5313,11593
"174",5320,8740
"175",5327,3174
"176",5345,8107
"177",5348,1673
"178",5360,22823
"179",5367,2665
"180",5368,0
"181",5386,0
"182",5389,16575
"183",5396,5048
"184",5399,3943
"185",5423,2019
"186",5426,0
"187",5431,6619
"188",5438,12719
"189",5445,20621
"190",5448,4655
"191",5456,7966
"192",5465,2567
"193",5469,10646
"194",5483,9979
"195",5493,3948
"196",5499,10501
"197",5513,12342
"198",5519,10843
"199",5523,8634
"200",5543,11326
"201",5544,3195
"202",5562,88140
"203",5568,5300
"204",5594,8617
"205",5596,7938
"206",5606,6430
"207",5607,2028
"208",5618,2028
"209",5634,4683
"210",5635,1209
"211",5637,10682
"212",5647,674
"213",5649,2399
"214",5653,671
"215",5662,23480
"216",5676,0
"217",5687,10033
"218",5701,61880
"219",5707,2681
"220",5723,9276
"221",5736,7651
"222",5737,2686
"223",5748,1533
"224",5777,4648
"225",5807,9241
"226",5836,40497
"227",5839,6283
"228",5849,5293
"229",5866,2162
"230",5877,4683
"231",5890,0
"232",5891,3332
"233",5892,4091
"234",5903,5077
"235",5909,1354
"236",5924,14924
"237",5934,3160
"238",5958,3950
"239",5964,22426
"240",5994,2896
"241",5997,2075
"242",6036,9065
"243",6039,1347
"244",6044,1340
"245",6072,16374
"246",6077,53617
"247",6078,26066
"248",6079,47903
"249",6086,9248
"250",6096,49172
"251",6108,3454
"252",6111,3121
"253",6129,667
"254",6140,9984
"255",6153,2030
"256",6166,4697
"257",6196,2578
"258",6199,0
"259",6205,18601
"260",6214,4946
"261",6230,2019
"262",6259,737
"263",6260,667
"264",6268,6350
"265",6290,1340
"266",6366,674
"267",6378,1347
"268",6384,9991
"269",6404,17533
"270",6420,50998
"271",6449,7665
"272",6463,4021
"273",6464,8001
"274",6467,2917
"275",6470,674
"276",6471,1347
"277",6475,97983
"278",6479,2019
"279",6493,0
"280",6512,5397
"281",6522,9900
"282",6565,7371
"283",6582,2921
"284",6621,10763
"285",6666,3645
"286",6681,674
"287",6683,2683
"288",6686,2003
"289",6694,39122
"290",6701,24420
"291",6721,7945
"292",6726,11062
"293",6730,55955
"294",6735,9956
"295",6742,1681
"296",6744,1472
"297",6760,1333
"298",6780,2012
"299",6786,2895
"300",6819,4676
"301",6822,31211
"302",6828,2420
"303",6858,674
"304",6882,10303
"305",6935,11927
"306",6990,0
"307",6991,6533
"308",7001,6230
"309",7022,3426
"310",7024,9977
