"","node","closeness","n.closeness"
"1",3978,6.63786807035579e-06,6.04541718611638e-09
"2",3980,7.05716593108562e-06,6.42729137621641e-09
"3",3983,7.58283499357741e-06,6.90604279925083e-09
"4",3986,1.77043406311716e-06,1.61241717952382e-09
"5",3988,7.32526769986507e-06,6.67146420752739e-09
"6",3990,7.15903494745085e-06,6.52006825815195e-09
"7",3994,7.97334015989669e-06,7.26169413469644e-09
"8",4000,6.14382719373287e-06,5.5954710325436e-09
"9",4006,7.30676928748713e-06,6.65461683741997e-09
"10",4007,7.18765177494001e-06,6.54613094256831e-09
"11",4008,7.03408473901334e-06,6.40627025411051e-09
"12",4022,7.55301616991237e-06,6.87888540064879e-09
"13",4027,7.20921344025379e-06,6.56576816052258e-09
"14",4028,7.47502409484996e-06,6.80785436689432e-09
"15",4029,4.09884738529046e-06,3.73301219061062e-09
"16",4036,7.59247125706526e-06,6.91481899550571e-09
"17",4037,5.89287965914583e-06,5.36692136534229e-09
"18",4043,7.69051931108669e-06,7.00411594816639e-09
"19",4045,7.06729796565503e-06,6.43651909440348e-09
"20",4049,7.58280298016405e-06,6.90601364313666e-09
"21",4066,6.88305951377624e-06,6.26872451163592e-09
"22",4067,7.41186161902474e-06,6.75032934337408e-09
"23",4069,4.22382806038707e-06,3.84683794206473e-09
"24",4072,7.87269627455517e-06,7.17003303693549e-09
"25",4077,7.49368184861549e-06,6.82484685666256e-09
"26",4085,7.71784846853109e-06,7.02900589119407e-09
"27",4087,4.43970496777522e-06,4.04344714733627e-09
"28",4088,7.44280186451924e-06,6.77850807333264e-09
"29",4089,7.22216037218015e-06,6.57755953750469e-09
"30",4096,7.25964180295071e-06,6.61169563110265e-09
"31",4099,7.24130872117076e-06,6.59499883531034e-09
"32",4102,4.17722936819904e-06,3.80439833169311e-09
"33",4113,7.8967176789322e-06,7.19191045440091e-09
"34",4114,4.24268402433708e-06,3.86401095112667e-09
"35",4118,6.05086026856231e-06,5.51080170178716e-09
"36",4121,6.60811942619545e-06,6.01832370327455e-09
"37",4122,7.23348572273288e-06,6.58787406441975e-09
"38",4125,7.39991411605176e-06,6.73944819312546e-09
"39",4130,7.34827669454288e-06,6.69241957608641e-09
"40",4134,7.63487942614613e-06,6.95344210031523e-09
"41",4139,1.48196818534352e-06,1.34969780085931e-09
"42",4141,7.39467016985693e-06,6.7346722858442e-09
"43",4149,7.0449241867722e-06,6.41614224660492e-09
"44",4156,7.85454404875591e-06,7.1535009551511e-09
"45",4160,6.63965015703543e-06,6.04704021587926e-09
"46",4167,7.62371524455932e-06,6.94327435752215e-09
"47",4170,2.45000880930317e-06,2.23133771339087e-09
"48",4182,7.96985521624395e-06,7.25852023337336e-09
"49",4184,7.44791356996994e-06,6.78316354277773e-09
"50",4185,7.68136357998002e-06,6.99577739524592e-09
"51",4201,2.66487042093896e-06,2.42702224129231e-09
"52",4208,5.17654318120793e-06,4.71452020146442e-09
"53",4210,7.19877529947902e-06,6.55626165708471e-09
"54",4217,7.70395725202418e-06,7.01635451004024e-09
"55",4220,5.27910876576568e-06,4.80793148066091e-09
"56",4221,7.52773898452568e-06,6.85586428463177e-09
"57",4225,7.91309535063576e-06,7.20682636669923e-09
"58",4226,7.57058567091932e-06,6.89488676768608e-09
"59",4231,6.5169033687743e-06,5.9352489697398e-09
"60",4257,7.30821494484522e-06,6.65593346525066e-09
"61",4260,2.61011452230633e-06,2.37715348115331e-09
"62",4274,7.1605511916378e-06,6.52144917271202e-09
"63",4278,3.97698118852939e-06,3.62202294037286e-09
"64",4283,7.22927138316009e-06,6.58403586808751e-09
"65",4301,3.28621212638214e-06,2.99290721892727e-09
"66",4306,5.33037922311313e-06,4.85462588625968e-09
"67",4310,4.28229748250513e-06,3.90008878188081e-09
"68",4315,7.54294117978504e-06,6.8697096355055e-09
"69",4319,6.52371155586235e-06,5.94144950442837e-09
"70",4325,4.40566232564007e-06,4.01244291952648e-09
"71",4329,5.44646925627719e-06,4.96035451391365e-09
"72",4330,7.3400335161019e-06,6.68491212759736e-09
"73",4336,4.91576514941175e-06,4.47701744026571e-09
"74",4346,6.59987875809468e-06,6.01081854106984e-09
"75",4355,1.41060164595808e-06,1.28470095260299e-09
"76",4356,6.73875288802866e-06,6.13729771223011e-09
"77",4358,7.51982828319109e-06,6.84865963860755e-09
"78",4367,7.83374102190099e-06,7.134554664755e-09
"79",4370,7.57843170545033e-06,6.90203251862507e-09
"80",4375,6.50949002964578e-06,5.92849729475936e-09
"81",4379,6.04383319491396e-06,5.50440181686153e-09
"82",4386,2.02389791954593e-06,1.84325857882143e-09
"83",4387,7.02266073146304e-06,6.39586587564939e-09
"84",4389,6.30883538339455e-06,5.74575171529558e-09
"85",4405,5.72559464837883e-06,5.21456707502625e-09
"86",4408,7.22701338337998e-06,6.58197940198541e-09
"87",4412,7.15040283324366e-06,6.51220658765361e-09
"88",4416,6.13028873911201e-06,5.58314092815301e-09
"89",4432,7.95787137550763e-06,7.24760598862261e-09
"90",4437,6.64037430813365e-06,6.04769973418365e-09
"91",4440,5.88745901837654e-06,5.36198453404056e-09
"92",4452,6.54077804252969e-06,5.95699275275928e-09
"93",4455,4.14802984530757e-06,3.77780495929651e-09
"94",4457,7.37193746658191e-06,6.71396854879956e-09
"95",4467,4.02089611488958e-06,3.66201831957157e-09
"96",4474,7.50565985158598e-06,6.83575578468668e-09
"97",4495,2.25948242912701e-06,2.05781641996996e-09
"98",4497,6.4008872348822e-06,5.8295876456122e-09
"99",4507,5.82646284028993e-06,5.30643245928045e-09
"100",4514,7.10816442879341e-06,6.47373809544026e-09
"101",4533,5.28250127063299e-06,4.81102119365481e-09
"102",4542,7.13196878548266e-06,6.4954178374159e-09
"103",4547,6.03387671364907e-06,5.49533398328695e-09
"104",4551,6.24298118716717e-06,5.68577521599924e-09
"105",4563,7.1803460700846e-06,6.53947729515902e-09
"106",4567,7.07926885761278e-06,6.44742154609543e-09
"107",4569,3.21385575832515e-06,2.92700888736353e-09
"108",4570,1.51885842854565e-06,1.3832954722638e-09
"109",4575,6.40133779331861e-06,5.82999799027196e-09
"110",4583,7.53610505077516e-06,6.86348365280069e-09
"111",4589,6.40904123065208e-06,5.83701387126783e-09
"112",4590,4.29846959051616e-06,3.91481747770142e-09
"113",4606,5.6793690238128e-06,5.17246723480219e-09
"114",4608,5.95960927565771e-06,5.42769515087223e-09
"115",4632,7.32583164403477e-06,6.6719778178823e-09
"116",4649,4.65555341423465e-06,4.2400304319077e-09
"117",4658,6.88152337305887e-06,6.2673254763742e-09
"118",4665,7.90188544820398e-06,7.19661698379233e-09
"119",4670,5.98373248171485e-06,5.44966528389331e-09
"120",4684,6.17718610048085e-06,5.62585255052901e-09
"121",4688,7.31284935861845e-06,6.66015424282191e-09
"122",4705,5.66788317699725e-06,5.16200653642736e-09
"123",4743,4.64198114873327e-06,4.22766953436545e-09
"124",4753,5.66746735910053e-06,5.1616278316034e-09
"125",4759,7.60473923863018e-06,6.92599202061037e-09
"126",4766,4.60594343851254e-06,4.19484830465623e-09
"127",4767,3.99101991271195e-06,3.63480866367209e-09
"128",4768,3.72910926599318e-06,3.39627437704297e-09
"129",4769,6.80608703972689e-06,6.198622076254e-09
"130",4774,6.33578841130083e-06,5.77029909954539e-09
"131",4775,7.64395307944041e-06,6.9617059011297e-09
"132",4777,7.8691392774367e-06,7.16679351314818e-09
"133",4794,4.59135385431603e-06,4.18156088735522e-09
"134",4804,4.31760368641757e-06,3.93224379455152e-09
"135",4817,4.73339787146324e-06,4.31092702319056e-09
"136",4821,7.09291159745059e-06,6.45984662791492e-09
"137",4839,6.26431680540812e-06,5.70520656230247e-09
"138",4849,7.07666789048023e-06,6.44505272357034e-09
"139",4862,6.81664859199058e-06,6.208240976312e-09
"140",4872,5.148692174365e-06,4.68915498576048e-09
"141",4877,2.77999558592312e-06,2.53187211832707e-09
"142",4879,6.21729993727332e-06,5.66238609952033e-09
"143",4892,7.62062616201039e-06,6.94046098543751e-09
"144",4896,5.6241963966615e-06,5.12221894049317e-09
"145",4899,5.04494858894822e-06,4.59467084603663e-09
"146",4918,4.60555074778556e-06,4.19449066282838e-09
"147",4945,7.15441526305733e-06,6.51586089531633e-09
"148",4958,7.86563716154598e-06,7.16360397226409e-09
"149",4960,7.87159649577882e-06,7.1690314169206e-09
"150",4963,3.32468841949989e-06,3.02794938023669e-09
"151",4965,7.6251919339941e-06,6.94461924771776e-09
"152",4967,6.59676389552323e-06,6.00798168991186e-09
"153",4969,6.94727535207815e-06,6.32720888167409e-09
