"","node","degree","output"
"1",4003,1,4
"2",4027,1,0.533254325389862
"3",4036,1,2.69679951667786
"4",4043,1,4
"5",4065,2,9.15829181671143
"6",4073,2,2.02208226919174
"7",4075,11,19.3465527594089
"8",4076,1,1.08465230464935
"9",4077,7,22.0571517348289
"10",4080,6,6.99396896362304
"11",4081,1,0.503154575824738
"12",4085,1,0.710071623325348
"13",4086,3,9.25782430171967
"14",4087,4,12.3838810920715
"15",4097,1,0.670401513576508
"16",4100,1,1.31400859355927
"17",4109,21,93.9948782920837
"18",4113,2,21.3473343849182
"19",4119,1,1.16774845123291
"20",4121,8,18.9465205073357
"21",4122,1,0.743636608123779
"22",4127,1,10.9544515609741
"23",4130,1,1.3187609910965
"24",4139,1,2.82842707633972
"25",4144,1,4.14039325714111
"26",4146,1,4.14039325714111
"27",4149,2,5.47709786891937
"28",4151,1,0.608580589294434
"29",4157,1,2.1081850528717
"30",4165,1,5.47722578048706
"31",4170,1,2.01687788963318
"32",4171,1,0.486744314432144
"33",4173,1,0.341909468173981
"34",4176,1,1.24034738540649
"35",4182,1,0.815364897251129
"36",4184,1,0.624187767505646
"37",4188,1,1.43222975730896
"38",4199,9,66.0547909736632
"39",4201,4,5.07201047986746
"40",4212,1,0.340174108743668
"41",4217,2,6.6835081577301
"42",4233,1,0.70200651884079
"43",4234,1,0.755928933620453
"44",4236,1,2.14834451675415
"45",4246,2,3.15571117401123
"46",4247,2,1.89826607704162
"47",4277,1,1.13288235664368
"48",4285,1,0.906596839427948
"49",4289,1,0.625713288784027
"50",4290,1,2.28416085243225
"51",4293,1,0.901975214481354
"52",4298,1,0.366371661424637
"53",4308,1,5.47722578048706
"54",4317,1,1.4201432466507
"55",4323,1,5.16397762298584
"56",4329,4,17.0737330317497
"57",4330,5,36.3053392171859
"58",4347,20,52.0372829735279
"59",4356,1,0.688700437545776
"60",4357,1,0.541001796722412
"61",4362,3,3.70162731409073
"62",4370,2,0.655494660139084
"63",4374,2,2.36096835136413
"64",4375,1,0.83045482635498
"65",4376,1,0.87988269329071
"66",4385,1,2.69679951667786
"67",4391,1,1.33333337306976
"68",4396,1,0.291729986667633
"69",4402,1,1.06148982048035
"70",4408,1,1.93649172782898
"71",4412,4,19.8289388418197
"72",4417,1,10.9544515609741
"73",4426,1,1.90692520141602
"74",4444,1,0.270914167165756
"75",4446,1,5.85540056228638
"76",4448,1,0.805387258529663
"77",4472,1,0.186338990926743
"78",4474,1,0.501044929027557
"79",4478,1,0.293136686086655
"80",4513,4,26.1621551513672
"81",4519,1,8.9442720413208
"82",4521,1,1.25244855880737
"83",4523,1,0.480153679847717
"84",4527,1,0.688020944595337
"85",4533,5,9.42445826530456
"86",4542,1,1.75411605834961
"87",4545,1,0.359500646591187
"88",4548,1,0.414335399866104
"89",4560,3,3.00591188669205
"90",4562,1,2.69679951667786
"91",4570,1,0.344947248697281
"92",4573,2,0.770234525203705
"93",4579,1,3.87298345565796
"94",4586,2,7.74596643447876
"95",4606,7,10.5855188518763
"96",4608,1,0.370964527130127
"97",4611,1,0.905048429965973
"98",4622,1,7.74596691131592
"99",4630,1,0.243342131376266
"100",4633,14,31.5029009282589
"101",4634,1,0.759554505348206
"102",4640,1,10.9544515609741
"103",4654,2,4.61868822574615
"104",4658,2,2.82614648342132
"105",4661,1,0.252176523208618
"106",4664,1,0.927477777004242
"107",4670,3,3.90808093547821
"108",4671,1,1.87867283821106
"109",4676,1,0.771708190441132
"110",4678,1,2.19089031219482
"111",4680,2,10.3762054443359
"112",4683,1,1.63299310207367
"113",4685,1,1.06148982048035
"114",4687,1,0.395027607679367
"115",4691,1,3.09838676452637
"116",4692,1,0.341826230287552
"117",4705,1,0.843899369239807
"118",4706,1,0.55756688117981
"119",4708,1,3.87298345565796
"120",4730,4,8.34359133243561
"121",4733,1,0.449277520179749
"122",4742,1,0.349392712116241
"123",4746,1,0.773630261421204
"124",4748,1,0.964485645294189
"125",4794,1,0.232025429606438
"126",4819,1,1.34839975833893
"127",4820,1,0.423681914806366
"128",4825,1,0.292926996946335
"129",4834,2,3.1162451505661
"130",4861,1,3.55409336090088
"131",4866,1,0.983738780021667
"132",4882,1,0.509647190570831
"133",4884,1,0.482945293188095
"134",4885,1,2.78243327140808
"135",4887,1,1.19880175590515
"136",4889,1,6.32455539703369
"137",4893,2,0.969917222857475
"138",4895,1,1.70046055316925
"139",4896,1,0.696310639381409
"140",4901,2,6.99748098850251
"141",4905,1,5.47722578048706
"142",4924,1,2.25973081588745
"143",4935,2,2.47297239303589
"144",4936,1,2.33549690246582
"145",4937,1,0.861994206905365
"146",4950,2,7.37068462371826
"147",4956,1,3.03821802139282
"148",4957,1,15.4919338226318
"149",4969,1,0.436435788869858
"150",4972,1,7.74596691131592
"151",4981,1,1.82574188709259
"152",4992,1,1.54150497913361
"153",4995,1,2.6186146736145
"154",5007,2,0.904613897204399
"155",5009,1,4.67099380493164
"156",5014,1,0.0879896804690361
"157",5026,1,3.16227769851685
"158",5036,2,1.76289284229278
"159",5044,2,3.41563522815704
"160",5045,1,0.577751636505127
"161",5050,1,3.75734567642212
"162",5051,1,1.14833855628967
"163",5055,2,1.87357920408248
"164",5062,1,3.65148377418518
"165",5083,1,4.14039325714111
"166",5106,1,0.477863937616348
"167",5146,1,5.47722578048706
"168",5153,1,0.465410023927689
"169",5160,1,0.143015310168266
