"","node","degree","output"
"1",3981,1,0.561951486340236
"2",3988,1,0.855398922725532
"3",3991,1,0.48892108156634
"4",4006,1,0.624187783443412
"5",4027,1,3.16227766016838
"6",4028,3,1.15371330940328
"7",4029,3,14.6870423765965
"8",4043,1,0.353553390593274
"9",4045,1,4.47213595499958
"10",4047,2,0.81049586888751
"11",4053,1,2.73861278752583
"12",4054,1,0.553283334287235
"13",4057,1,0.18742679904432
"14",4063,1,0.604858378465571
"15",4064,1,0.16963778470612
"16",4065,2,3.17180486099683
"17",4066,1,0.798935461723912
"18",4070,2,1.6764697497557
"19",4075,1,0.211445945811217
"20",4077,3,2.81211091807468
"21",4083,1,0.312856647683887
"22",4086,1,0.719194952012318
"23",4087,1,0.335515060764789
"24",4090,5,3.1195432154488
"25",4093,1,0.946320446783224
"26",4095,1,0.73192505422345
"27",4096,1,0.169475296134864
"28",4109,5,3.17760054351284
"29",4113,3,3.13255271187782
"30",4118,2,1.59696473173306
"31",4121,1,0.107822321436704
"32",4125,2,0.666286980252692
"33",4129,1,0.191214724851409
"34",4130,1,1.03509833880651
"35",4132,1,0.728679251111214
"36",4133,1,0.450225168110358
"37",4134,1,1.36930639376292
"38",4137,1,2.33549683236779
"39",4150,1,0.482242821615833
"40",4156,1,0.119537090478228
"41",4157,11,13.6157064491137
"42",4167,3,1.6728167578535
"43",4170,2,2.1781175843694
"44",4174,1,1.25656172470754
"45",4181,1,1.11803398874989
"46",4185,3,1.48271690114086
"47",4195,1,0.0148581627397199
"48",4207,3,1.73352354670047
"49",4220,1,3.87298334620742
"50",4234,1,0.069340298528345
"51",4253,1,0.386815117336435
"52",4273,1,1.93649167310371
"53",4277,1,0.165900376732544
"54",4283,4,1.327368880648
"55",4293,2,5.751656219275
"56",4305,1,1.69030850941478
"57",4308,1,1.10656666993001
"58",4315,1,0.308362064787483
"59",4321,1,1.49071198492532
"60",4322,2,2.27669396135897
"61",4330,1,1.20971675775778
"62",4339,1,0.335200760738994
"63",4356,1,1
"64",4362,1,1.58113883008419
"65",4389,1,0.497929597433211
"66",4390,1,0.329392008099772
"67",4393,1,1.12986536543077
"68",4412,5,2.89559903611629
"69",4439,6,4.55890066038988
"70",4444,1,0.32530002305564
"71",4445,1,0.311588475396636
