"","node","betweenness"
"1",3981,1606
"2",4014,1548
"3",4028,14305
"4",4061,1677
"5",4065,1022
"6",4072,15363
"7",4073,9523
"8",4077,23163
"9",4080,5150
"10",4086,7411
"11",4087,17769
"12",4095,1539
"13",4096,24188
"14",4100,0
"15",4105,519
"16",4120,6461
"17",4124,29342
"18",4130,10468
"19",4140,0
"20",4147,9819
"21",4149,5888
"22",4150,2048
"23",4157,17300
"24",4167,7256
"25",4170,2530
"26",4172,13222
"27",4175,517
"28",4176,3584
"29",4182,2566
"30",4185,3051
"31",4201,784
"32",4213,2940
"33",4235,2570
"34",4255,560
"35",4281,11575
"36",4283,65908
"37",4285,6139
"38",4294,0
"39",4296,4228
"40",4301,512
"41",4302,4844
"42",4305,1003
"43",4317,18696
"44",4318,1521
"45",4324,3087
"46",4325,3819
"47",4342,8236
"48",4354,1015
"49",4370,9690
"50",4402,3856
"51",4408,0
"52",4412,20496
"53",4418,1550
"54",4439,12223
"55",4451,18215
"56",4467,518
"57",4482,8957
"58",4488,40967
"59",4502,7112
"60",4515,4599
"61",4530,0
"62",4542,5870
"63",4544,4084
"64",4545,4486
"65",4546,1645
"66",4563,9357
"67",4578,1996
"68",4582,8500
"69",4583,551
"70",4608,10281
"71",4610,1914
"72",4626,1033
"73",4629,3078
"74",4632,1574
"75",4633,102123
"76",4646,1654
"77",4655,16699
"78",4680,1125
"79",4690,0
"80",4694,12205
"81",4705,17095
"82",4708,3563
"83",4710,9708
"84",4715,1579
"85",4716,1521
"86",4718,1661
"87",4727,1034
"88",4733,0
"89",4764,3718
"90",4769,21292
"91",4793,0
"92",4803,2818
"93",4812,1919
"94",4824,517
"95",4839,8599
"96",4841,617
"97",4849,15130
"98",4856,1811
"99",4866,1015
"100",4872,7762
"101",4878,13861
"102",4882,13033
"103",4884,1536
"104",4887,4244
"105",4897,5879
"106",4900,0
"107",4902,2357
"108",4920,1820
"109",4927,6969
"110",4945,1548
"111",4951,22728
"112",4972,13358
"113",4995,0
"114",5007,1541
"115",5012,7991
"116",5053,508
"117",5060,1686
"118",5062,2530
"119",5084,0
"120",5089,517
"121",5125,4199
"122",5130,1539
"123",5132,7647
"124",5148,5083
"125",5154,3357
"126",5162,1548
"127",5186,4198
"128",5211,3051
"129",5213,515
"130",5230,0
"131",5233,15952
"132",5242,43140
"133",5258,24574
"134",5266,4515
"135",5282,1652
"136",5313,3688
"137",5320,15692
"138",5360,64774
"139",5393,520
"140",5404,957
"141",5439,1432
"142",5441,3074
"143",5458,1650
"144",5471,5897
"145",5478,518
"146",5482,1134
"147",5493,10402
"148",5502,0
"149",5586,2756
"150",5606,8660
"151",5624,6188
"152",5655,10562
"153",5678,1410
"154",5687,38591
"155",5688,3375
"156",5708,3366
"157",5720,2532
"158",5741,517
"159",5751,2633
"160",5754,2062
"161",5783,10761
"162",5796,1528
"163",5806,1020
"164",5807,2327
"165",5826,2165
"166",5827,517
"167",5864,8253
"168",5872,13609
"169",5873,13645
"170",5896,10597
"171",5934,0
"172",5951,2539
"173",5994,1663
"174",6000,1530
"175",6013,11714
"176",6020,2048
"177",6035,8554
"178",6056,3078
"179",6065,6030
"180",6072,8545
"181",6080,2026
"182",6081,5913
"183",6108,8321
"184",6120,2566
"185",6125,3060
"186",6138,517
"187",6157,5000
"188",6163,3284
"189",6166,8563
"190",6181,13195
"191",6196,2627
"192",6215,2177
"193",6223,0
"194",6230,15088
"195",6235,5375
"196",6245,3056
"197",6252,2367
"198",6268,16511
"199",6306,0
"200",6312,5302
"201",6313,417
"202",6366,8513
"203",6368,932
"204",6394,4922
"205",6404,30406
"206",6413,519
"207",6437,96
"208",6470,0
"209",6474,2539
"210",6479,5252
"211",6485,25562
"212",6488,7005
"213",6490,6015
"214",6495,508
"215",6529,1539
"216",6567,2516
"217",6568,8518
"218",6582,3078
"219",6590,23668
"220",6591,3487
"221",6643,3069
"222",6655,2473
"223",6656,1015
"224",6660,1014
"225",6675,1892
"226",6694,25184
"227",6702,1033
"228",6709,1273
"229",6719,3955
"230",6724,1901
"231",6735,3339
"232",6762,0
"233",6794,3060
"234",6812,2575
"235",6819,3079
"236",6828,1377
"237",6830,572
"238",6851,581
"239",6883,1557
"240",6911,3042
"241",6955,6951
"242",6962,2642
"243",6983,15653
"244",6991,2523
"245",6994,6360
"246",7011,2922
"247",7031,2572
"248",7061,1672
"249",7080,3120
"250",7084,13618
"251",7101,6
"252",7111,40258
"253",7141,4292
"254",7149,15317
"255",7169,6960
"256",7172,9250
"257",7197,1013
"258",7208,2557
"259",7214,1569
"260",7242,25571
"261",7243,1015
"262",7257,1024
"263",7276,508
"264",7322,6267
"265",7328,2942
"266",7329,517
"267",7334,1710
"268",7353,28263
"269",7354,0
"270",7359,1541
"271",7377,1829
"272",7397,1521
"273",7422,4208
"274",7435,8644
"275",7447,1548
"276",7451,7734
"277",7452,908
"278",7456,2575
"279",7461,1704
"280",7464,1530
"281",7501,6987
"282",7503,2016
"283",7517,2033
"284",7533,1539
"285",7548,9034
"286",7552,10723
"287",7554,1583
"288",7568,1530
"289",7577,1528
"290",7579,3069
"291",7580,14131
"292",7586,4544
"293",7598,3321
"294",7654,4563
"295",7685,2772
"296",7691,1554
"297",7777,1033
"298",7786,2895
"299",7819,12934
"300",7833,508
"301",7862,8572
"302",7881,0
"303",7914,21492
"304",7942,1548
"305",7968,2557
"306",8017,13213
"307",8068,517
"308",8076,13627
"309",8082,2675
"310",8097,3946
"311",8103,3065
"312",8119,2605
"313",8172,8581
"314",8227,2646
"315",8245,5906
"316",8248,508
"317",8381,1548
"318",8383,4453
"319",8412,3733
"320",8424,47287
"321",8431,5861
"322",8436,12214
"323",8473,72146
"324",8488,3060
"325",8522,0
"326",8622,22888
"327",8651,12112
"328",8681,8527
"329",8724,12230
"330",8755,4545
"331",8776,8045
"332",8827,519
"333",8865,1556
"334",8882,0
"335",8909,5061
"336",8960,0
"337",8968,2555
"338",8972,13636
"339",8997,1530
"340",9002,0
"341",9044,3810
"342",9045,4025
"343",9099,4590
"344",9134,12196
"345",9207,1439
"346",9231,1588
"347",9240,3118
"348",9253,0
"349",9272,1368
"350",9286,2548
"351",9289,1838
"352",9325,0
"353",9326,1423
"354",9349,2012
"355",9361,0
"356",9371,2904
"357",9389,517
"358",9408,515
"359",9409,15163
"360",9416,1019
"361",9477,1695
"362",9588,517
"363",9606,4034
"364",9615,0
"365",9633,2555
"366",9655,2071
"367",9676,6978
"368",9684,1038
"369",9701,2076
"370",9739,8617
"371",9749,0
"372",9758,0
"373",9759,9717
"374",9793,1028
"375",9802,2534
"376",9928,13186
"377",10004,508
"378",10025,0
"379",10080,9415
"380",10108,0
"381",10156,5040
"382",10181,2913
"383",10190,0
"384",10221,1548
"385",10315,1
"386",10397,0
"387",10406,39546
"388",10421,13345
"389",10438,3330
"390",10502,2256
"391",10504,4091
"392",10546,3633
"393",10574,1565
"394",10598,8653
"395",10602,3943
"396",10612,7934
"397",10745,0
"398",10855,1024
"399",10870,1024
"400",10898,2049
"401",10922,521
"402",11029,508
"403",11184,3033
"404",11196,16527
"405",11202,5092
"406",11230,3727
"407",11254,2168
"408",11267,1830
"409",11276,478
"410",11286,1024
"411",11297,1539
"412",11311,9061
"413",11332,0
"414",11393,1755
"415",11396,9313
"416",11442,2034
"417",11445,6996
"418",11484,3348
"419",11487,1033
"420",11553,480
"421",11557,4991
"422",11576,6021
"423",11645,542
"424",11670,1477
"425",11791,26180
"426",11823,4554
"427",11839,3360
"428",11860,2088
"429",11895,0
"430",11902,3752
"431",11959,4190
"432",11979,6377
"433",12006,1301
"434",12047,16619
"435",12053,13002
"436",12145,1539
"437",12191,2025
"438",12201,6012
"439",12243,921
"440",12271,9043
"441",12387,4617
"442",12453,3033
"443",12457,8897
"444",12498,5620
"445",12516,2407
"446",12535,1910
"447",12538,511
"448",12554,525
"449",12593,11012
"450",12624,0
"451",12752,4088
"452",12845,3662
"453",12885,2548
"454",12909,1919
"455",13024,2009
"456",13042,8509
"457",13068,0
"458",13088,1530
"459",13102,0
"460",13160,4536
"461",13221,0
"462",13242,3671
"463",13377,1430
"464",13411,1111
"465",13420,3557
"466",13443,3087
"467",13538,1033
"468",13556,11442
"469",13601,508
"470",13874,608
"471",13898,4111
"472",13938,15165
"473",14064,0
"474",14084,1448
"475",14086,2543
"476",14177,2060
"477",14202,8536
"478",14240,8626
"479",14270,1070
"480",14307,4590
"481",14391,508
"482",14486,511
"483",14503,13654
"484",14579,2067
"485",14643,1262
"486",14660,2530
"487",14661,2186
"488",14681,1037
"489",14687,4581
"490",14715,1028
"491",14740,1040
"492",14794,0
"493",14800,1539
"494",14868,8054
"495",14869,3821
"496",14910,508
"497",15021,2933
"498",15039,8697
"499",15243,2058
"500",15416,2005
"501",15417,8618
"502",15490,2507
"503",15538,8669
"504",15681,15644
"505",15712,2931
"506",15764,3060
