"","node","betweenness"
"1",3981,1656
"2",4008,548
"3",4028,4380
"4",4043,721
"5",4057,11062
"6",4065,1110
"7",4069,12961
"8",4072,9328
"9",4073,2212
"10",4077,37765
"11",4080,1095
"12",4086,64795
"13",4087,21548
"14",4095,11742
"15",4096,1100
"16",4118,553
"17",4120,9226
"18",4124,1660
"19",4125,25145
"20",4127,8592
"21",4130,2742
"22",4140,4915
"23",4149,4350
"24",4150,2741
"25",4157,3488
"26",4167,22504
"27",4172,9353
"28",4185,16752
"29",4201,0
"30",4213,2968
"31",4216,3012
"32",4236,5402
"33",4269,11556
"34",4276,2745
"35",4283,20592
"36",4296,13857
"37",4301,556
"38",4302,3306
"39",4305,1089
"40",4317,2875
"41",4324,3303
"42",4325,3216
"43",4330,4926
"44",4342,6347
"45",4354,1095
"46",4362,8560
"47",4370,21211
"48",4374,17035
"49",4377,12981
"50",4402,390
"51",4412,5413
"52",4439,11336
"53",4451,16031
"54",4482,1651
"55",4488,37608
"56",4515,21361
"57",4534,14607
"58",4542,4340
"59",4544,3284
"60",4545,20540
"61",4546,1973
"62",4563,17264
"63",4564,5626
"64",4578,702
"65",4608,11239
"66",4610,0
"67",4626,37983
"68",4632,168
"69",4633,135464
"70",4646,1978
"71",4658,7372
"72",4685,0
"73",4690,0
"74",4691,8587
"75",4694,3840
"76",4705,14055
"77",4708,3273
"78",4715,1641
"79",4716,1095
"80",4733,0
"81",4746,1196
"82",4769,9748
"83",4783,3865
"84",4799,1650
"85",4803,399
"86",4813,4931
"87",4824,4943
"88",4832,2226
"89",4834,1646
"90",4839,5610
"91",4841,553
"92",4849,17646
"93",4859,4361
"94",4872,2300
"95",4876,1100
"96",4878,15388
"97",4882,5425
"98",4884,2224
"99",4887,4286
"100",4897,4345
"101",4900,0
"102",4902,1658
"103",4927,4520
"104",4940,16350
"105",4945,13582
"106",4951,995
"107",4969,0
"108",4972,14332
"109",4995,0
"110",5007,6723
"111",5012,50141
"112",5053,548
"113",5062,551
"114",5068,1656
"115",5084,0
"116",5108,7650
"117",5125,4261
"118",5130,1651
"119",5132,1094
"120",5154,3293
"121",5166,12911
"122",5211,3283
"123",5213,550
"124",5242,42506
"125",5258,12436
"126",5266,5905
"127",5271,129589
"128",5284,9887
"129",5313,6238
"130",5315,3303
"131",5320,23975
"132",5346,52444
"133",5360,79115
"134",5373,88406
"135",5404,3688
"136",5405,4888
"137",5439,845
"138",5441,3201
"139",5446,7636
"140",5456,4381
"141",5471,4355
"142",5493,8209
"143",5531,20528
"144",5561,0
"145",5570,1120
"146",5606,9318
"147",5624,7429
"148",5655,16562
"149",5678,694
"150",5688,3303
"151",5708,3298
"152",5741,553
"153",5751,645
"154",5794,12996
"155",5806,1100
"156",5807,2885
"157",5826,4899
"158",5827,553
"159",5839,17030
"160",5864,3206
"161",5869,2749
"162",5872,16001
"163",5873,16021
"164",5879,12461
"165",5896,9459
"166",5933,26233
"167",5934,1651
"168",5979,1116
"169",5994,1983
"170",5997,20339
"171",6000,1646
"172",6013,32415
"173",6020,11737
"174",6035,2830
"175",6056,12833
"176",6065,8348
"177",6072,2268
"178",6090,4376
"179",6107,12916
"180",6108,14779
"181",6111,11057
"182",6113,4396
"183",6125,3288
"184",6129,2886
"185",6135,0
"186",6138,553
"187",6148,32860
"188",6163,1809
"189",6166,3390
"190",6170,3860
"191",6171,3293
"192",6181,9338
"193",6186,2785
"194",6196,1142
"195",6214,1114
"196",6223,0
"197",6231,3845
"198",6232,2755
"199",6235,20576
"200",6245,3191
"201",6290,2186
"202",6312,6607
"203",6313,1647
"204",6368,1082
"205",6378,7611
"206",6404,34748
"207",6410,2737
"208",6464,2083
"209",6479,5378
"210",6485,29334
"211",6487,13074
"212",6488,4540
"213",6529,1105
"214",6543,13747
"215",6567,1196
"216",6568,570
"217",6582,3298
"218",6591,4269
"219",6643,3293
"220",6655,952
"221",6656,1095
"222",6660,1645
"223",6675,1641
"224",6683,3288
"225",6694,13391
"226",6702,1105
"227",6709,403
"228",6724,1646
"229",6735,3283
"230",6768,2747
"231",6794,2731
"232",6830,548
"233",6851,553
"234",6882,2196
"235",6883,1110
"236",6911,3278
"237",6955,4510
"238",6962,650
"239",6983,16041
"240",6991,1565
"241",6994,1053
"242",7011,2958
"243",7042,553
"244",7061,1988
"245",7080,2780
"246",7084,16006
"247",7101,3
"248",7149,548
"249",7154,0
"250",7156,3840
"251",7169,4515
"252",7172,16547
"253",7179,4356
"254",7183,5957
"255",7214,1118
"256",7218,16935
"257",7242,29339
"258",7246,17065
"259",7322,5477
"260",7328,13031
"261",7341,3308
"262",7350,0
"263",7353,34797
"264",7354,1
"265",7356,4361
"266",7359,2204
"267",7397,2740
"268",7422,4266
"269",7435,8340
"270",7452,95
"271",7464,1662
"272",7494,4371
"273",7501,4530
"274",7530,12951
"275",7548,15378
"276",7552,11255
"277",7568,2745
"278",7577,1636
"279",7579,12828
"280",7580,2279
"281",7597,17050
"282",7598,3273
"283",7605,2088
"284",7631,548
"285",7636,39271
"286",7646,1656
"287",7654,4381
"288",7666,5407
"289",7681,2880
"290",7685,473
"291",7714,2219
"292",7724,39800
"293",7777,1105
"294",7786,2943
"295",7819,1132
"296",7833,2231
"297",7843,7016
"298",7846,24219
"299",7862,3948
"300",7914,17639
"301",7942,0
"302",8017,9348
"303",8076,16011
"304",8103,3196
"305",8105,1102
"306",8119,2228
"307",8172,4504
"308",8186,4911
"309",8195,1340
"310",8227,2964
"311",8245,4360
"312",8258,1126
"313",8295,3298
"314",8303,7646
"315",8308,4366
"316",8333,550
"317",8371,6600
"318",8381,1656
"319",8391,2752
"320",8424,18260
"321",8431,4335
"322",8436,3845
"323",8473,7903
"324",8488,30307
"325",8520,4381
"326",8522,0
"327",8571,0
"328",8609,1013
"329",8622,4330
"330",8651,10825
"331",8681,1138
"332",8713,12941
"333",8755,4371
"334",8761,9155
"335",8774,15441
"336",8776,5320
"337",8781,3336
"338",8791,12901
"339",8826,4366
"340",8855,8226
"341",8874,12881
"342",8886,7828
"343",8909,5453
"344",8960,0
"345",8968,2736
"346",8972,16016
"347",9002,0
"348",9044,3211
"349",9054,2206
"350",9075,0
"351",9099,4396
"352",9108,7606
"353",9134,3835
"354",9231,1646
"355",9236,12991
"356",9253,0
"357",9321,2232
"358",9326,840
"359",9349,22125
"360",9371,2948
"361",9389,553
"362",9397,7621
"363",9408,2756
"364",9409,18195
"365",9588,553
"366",9615,1
"367",9633,11732
"368",9651,2730
"369",9657,2201
"370",9674,12456
"371",9676,4525
"372",9738,3885
"373",9739,6708
"374",9740,3216
"375",9749,273
"376",9793,19812
"377",9798,8602
"378",9823,390
"379",9844,4921
"380",9928,9333
"381",9935,12891
"382",9944,17045
"383",10004,548
"384",10043,2732
"385",10080,15393
"386",10081,17025
"387",10095,8516
"388",10108,3283
"389",10124,4936
"390",10156,14935
"391",10181,2953
"392",10190,0
"393",10211,1109
"394",10221,2755
"395",10344,1335
"396",10350,4977
"397",10438,3278
"398",10473,3850
"399",10504,2738
"400",10532,7641
"401",10546,3330
"402",10598,8880
"403",10612,2735
"404",10627,7596
"405",10636,3817
"406",10711,5952
"407",10725,552
"408",10855,1100
"409",10877,3875
"410",10904,13397
"411",10922,0
"412",11014,4386
"413",11038,7591
"414",11057,5113
"415",11071,7631
"416",11081,1490
"417",11157,1641
"418",11184,16742
"419",11204,2735
"420",11267,1099
"421",11286,37978
"422",11297,2746
"423",11311,4361
"424",11315,7011
"425",11318,4391
"426",11332,0
"427",11393,0
"428",11396,4941
"429",11427,20627
"430",11434,4386
"431",11445,4535
"432",11484,3288
"433",11518,7191
"434",11531,548
"435",11544,1105
"436",11545,0
"437",11552,976
"438",11553,2534
"439",11576,8343
"440",11604,561
"441",11619,16272
"442",11771,553
"443",11791,3446
"444",11814,1195
"445",11823,4376
"446",11839,3280
"447",11860,1674
"448",11895,0
"449",11959,4256
"450",11979,4356
"451",11986,7586
"452",11989,12946
"453",12011,553
"454",12047,14062
"455",12050,4376
"456",12053,5664
"457",12145,2750
"458",12165,548
"459",12201,8338
"460",12271,15383
"461",12378,12986
"462",12387,553
"463",12411,716
"464",12435,0
"465",12453,3273
"466",12457,21160
"467",12464,12896
"468",12498,1137
"469",12516,2730
"470",12535,1651
"471",12538,3278
"472",12548,4391
"473",12554,0
"474",12556,0
"475",12565,2750
"476",12661,7581
"477",12726,16277
"478",12744,12971
"479",12783,4432
"480",12845,883
"481",12909,1656
"482",13024,2724
"483",13042,0
"484",13068,0
"485",13127,17020
"486",13147,0
"487",13160,4366
"488",13220,7651
"489",13238,0
"490",13242,888
"491",13246,5520
"492",13401,8612
"493",13420,3863
"494",13443,12838
"495",13509,17055
"496",13556,4000
"497",13578,3870
"498",13598,1480
"499",13601,548
"500",13623,11664
"501",13705,1485
"502",13726,12926
"503",13730,1119
"504",13761,1641
"505",13874,548
"506",13938,23416
"507",13975,12931
"508",14037,3229
"509",14043,1345
"510",14093,2740
"511",14161,8241
"512",14195,1651
"513",14202,1704
"514",14229,4396
"515",14240,7254
"516",14276,17040
"517",14328,12956
"518",14391,548
"519",14486,551
"520",14503,16026
"521",14643,0
"522",14687,4391
"523",14715,2751
"524",14740,556
"525",14768,12936
"526",14779,17060
"527",14786,7601
"528",14868,5325
"529",14910,1081
"530",14917,1600
"531",14944,12976
"532",14947,7021
"533",14957,8597
"534",15021,5021
"535",15039,12727
"536",15363,1121
"537",15367,12921
"538",15416,707
"539",15417,6694
"540",15490,1191
"541",15538,9323
"542",15558,12966
"543",15615,0
"544",15681,16036
"545",15712,2963
"546",15764,11727
"547",15808,8236
"548",15878,1646
"549",15893,1677
"550",15894,3273
"551",15927,2568
"552",15996,37973
"553",15997,548
"554",16004,0
"555",16029,12876
"556",16042,7616
"557",16071,4502
"558",16143,12886
"559",16164,16747
"560",16321,4916
"561",16375,11446
"562",16498,8231
"563",16547,4896
"564",16589,1641
"565",16597,7798
"566",16627,0
"567",16636,3211
"568",16647,7626
"569",16648,1100
"570",16703,2191
"571",16860,9303
"572",16864,8607
"573",16898,553
"574",16904,11067
"575",16912,6160
"576",17089,20622
"577",17102,0
"578",17125,4386
"579",17142,2760
"580",17229,1651
"581",17391,9343
