"","node","betweenness"
"1",3978,6371
"2",3980,2512
"3",3987,10796
"4",3993,27510
"5",3997,838
"6",4003,16284
"7",4011,1675
"8",4014,3338
"9",4022,25055
"10",4023,0
"11",4025,2507
"12",4027,8335
"13",4028,122346
"14",4029,2511
"15",4030,28823
"16",4036,4476
"17",4038,5826
"18",4042,10043
"19",4043,2499
"20",4047,81121
"21",4060,838
"22",4077,3373
"23",4086,4196
"24",4087,8946
"25",4090,8087
"26",4096,6655
"27",4102,16359
"28",4111,3731
"29",4113,128752
"30",4114,39891
"31",4115,0
"32",4121,191576
"33",4122,834
"34",4127,102282
"35",4131,11159
"36",4134,5832
"37",4137,11790
"38",4139,4227
"39",4141,3246
"40",4144,22512
"41",4151,420
"42",4156,21537
"43",4157,12186
"44",4174,18586
"45",4175,3330
"46",4182,6029
"47",4185,9237
"48",4194,10806
"49",4199,8295
"50",4207,3498
"51",4210,3342
"52",4216,33133
"53",4220,8319
"54",4226,55854
"55",4228,13225
"56",4242,1989
"57",4247,0
"58",4261,21227
"59",4268,1199
"60",4280,7395
"61",4281,6194
"62",4282,5550
"63",4292,838
"64",4300,8857
"65",4316,1671
"66",4317,3170
"67",4320,11214
"68",4323,6656
"69",4324,19
"70",4327,3228
"71",4329,9977
"72",4330,9176
"73",4346,16024
"74",4356,90
"75",4364,16569
"76",4369,5009
"77",4370,10259
"78",4375,2529
"79",4377,2529
"80",4388,838
"81",4402,2503
"82",4405,6928
"83",4417,3340
"84",4419,7093
"85",4448,21481
"86",4451,13265
"87",4453,4472
"88",4458,24593
"89",4460,7415
"90",4464,1667
"91",4467,74579
"92",4472,2503
"93",4474,6488
"94",4477,4061
"95",4478,1671
"96",4482,24535
"97",4488,4991
"98",4496,3330
"99",4502,20324
"100",4518,2503
"101",4522,1667
"102",4527,35243
"103",4533,0
"104",4540,8344
"105",4553,13495
"106",4558,3470
"107",4571,13099
"108",4572,25866
"109",4583,33375
"110",4608,1742
"111",4609,440
"112",4627,834
"113",4633,1807
"114",4655,3334
"115",4671,2533
"116",4676,1675
"117",4701,834
"118",4708,9788
"119",4742,11448
"120",4754,2511
"121",4759,18130
"122",4769,20426
"123",4771,6649
"124",4794,1725
"125",4807,3482
"126",4817,5377
"127",4820,6258
"128",4856,133358
"129",4862,5007
"130",4863,6604
"131",4866,64769
"132",4872,1671
"133",4873,2685
"134",4874,840
"135",4876,53457
"136",4877,834
"137",4880,1879
"138",4882,4215
"139",4884,1667
"140",4896,56641
"141",4917,834
"142",4936,1675
"143",4945,36929
"144",4956,6644
"145",4957,1663
"146",4958,29257
"147",4959,8307
"148",4969,23507
"149",4970,12139
"150",4973,23263
"151",4983,18372
"152",4985,4223
"153",4988,75884
"154",4999,34815
"155",5016,4079
"156",5030,2503
"157",5038,4140
"158",5041,5833
"159",5048,7494
"160",5056,5001
"161",5061,12426
"162",5068,52139
"163",5080,3486
"164",5083,8899
"165",5085,15027
"166",5086,87694
"167",5089,3338
"168",5097,3368
"169",5109,92854
"170",5118,2044
"171",5123,290
"172",5130,22120
"173",5145,1617
"174",5146,66546
"175",5148,3498
"176",5159,6665
"177",5160,1667
"178",5162,15943
"179",5163,1667
"180",5166,22072
"181",5187,22399
"182",5191,5821
"183",5196,5016
"184",5210,1671
"185",5212,20082
"186",5226,81400
"187",5266,106480
"188",5267,23900
"189",5284,3633
"190",5290,8083
"191",5295,44140
"192",5305,23537
"193",5315,5828
"194",5327,13285
"195",5348,3233
"196",5360,39899
"197",5374,834
"198",5392,29819
"199",5399,1671
"200",5402,92573
"201",5405,2507
"202",5410,7492
"203",5411,8891
"204",5412,6242
"205",5445,4216
"206",5449,3697
"207",5464,10738
"208",5468,18027
"209",5481,5005
"210",5487,53142
"211",5493,838
"212",5501,63470
"213",5503,10105
"214",5509,1702
"215",5520,1547
"216",5536,8906
"217",5538,28184
"218",5541,37391
"219",5564,3612
"220",5573,20372
"221",5581,6642
"222",5594,20756
"223",5606,10182
"224",5607,8057
"225",5635,3346
"226",5638,27874
"227",5666,12339
"228",5698,3250
"229",5701,8903
"230",5706,1671
"231",5707,0
"232",5744,957
"233",5761,5839
"234",5807,3342
"235",5809,7686
"236",5811,3361
"237",5821,29291
"238",5829,10088
"239",5841,11806
"240",5884,17642
"241",5890,51980
"242",5891,10052
"243",5919,15497
"244",5931,2
"245",5936,3236
"246",5942,1018
"247",5948,5820
"248",5967,33898
"249",5982,7009
"250",5990,4180
"251",6002,6262
"252",6007,3494
"253",6020,4453
"254",6029,36569
"255",6035,14695
"256",6071,3346
"257",6099,3334
"258",6111,838
"259",6118,840
"260",6120,52941
"261",6147,24597
"262",6158,16517
"263",6167,8917
"264",6175,6059
"265",6179,3334
"266",6181,9724
"267",6196,5836
"268",6214,35999
"269",6230,3334
"270",6235,3346
"271",6245,16020
"272",6249,18933
"273",6260,13221
"274",6268,9689
"275",6281,5013
"276",6300,0
"277",6308,9168
"278",6313,834
"279",6316,6246
"280",6320,2499
"281",6337,4176
"282",6366,12487
"283",6383,3338
"284",6384,2511
"285",6390,0
"286",6394,838
"287",6404,838
"288",6407,18166
"289",6419,2157
"290",6439,14261
"291",6451,15013
"292",6455,2511
"293",6456,13281
"294",6462,838
"295",6466,7504
"296",6467,0
"297",6470,4991
"298",6474,1671
"299",6475,30252
"300",6483,1698
"301",6490,5013
"302",6497,30343
"303",6499,5703
"304",6501,6691
"305",6516,13261
"306",6519,13269
"307",6576,5837
"308",6578,5719
"309",6582,11524
"310",6590,5329
"311",6610,8315
"312",6626,879
"313",6634,2511
"314",6635,9528
"315",6636,11794
"316",6639,1675
"317",6640,6479
"318",6655,836
"319",6656,14926
"320",6660,838
"321",6663,8124
"322",6675,10139
"323",6683,3163
"324",6688,3230
"325",6696,2511
"326",6697,9412
"327",6698,29450
"328",6705,9794
"329",6721,16205
"330",6724,27387
"331",6727,2511
"332",6734,7864
"333",6737,1729
"334",6742,3338
"335",6744,0
"336",6785,2511
"337",6793,13277
"338",6819,2153
"339",6823,5837
"340",6826,59997
"341",6869,2503
"342",6905,9940
"343",6957,6660
"344",6958,9584
"345",6965,5695
"346",6983,56421
"347",7001,8790
"348",7023,10143
"349",7026,20098
"350",7028,3330
"351",7036,3629
"352",7043,63512
"353",7074,5841
"354",7077,2599
"355",7078,2507
"356",7093,2595
"357",7131,0
"358",7136,4987
"359",7144,17923
"360",7180,2557
"361",7184,6002
"362",7195,2668
"363",7214,2681
"364",7239,67513
"365",7254,1671
"366",7256,1667
"367",7260,950
"368",7274,6492
"369",7305,3735
"370",7316,838
"371",7317,15754
"372",7332,838
"373",7335,19492
"374",7338,3330
"375",7351,11642
"376",7357,3226
"377",7365,0
"378",7371,838
"379",7378,12847
"380",7391,4235
"381",7396,18700
"382",7397,1671
"383",7405,17085
"384",7421,5829
"385",7438,5009
"386",7452,6955
"387",7459,834
"388",7494,2499
"389",7496,3342
"390",7503,10097
"391",7521,834
"392",7525,0
"393",7549,1675
"394",7552,17202
"395",7555,0
"396",7577,6663
"397",7628,834
"398",7657,11452
"399",7674,10912
"400",7681,5375
"401",7743,2729
"402",7760,6659
"403",7778,67
"404",7791,5779
"405",7803,2375
"406",7844,838
"407",7849,6672
"408",7853,26605
"409",7859,838
"410",7868,9157
"411",7870,13229
"412",7941,834
"413",7983,4188
"414",7989,3342
"415",8007,186
"416",8010,2
"417",8013,1671
"418",8069,7021
"419",8104,6646
"420",8111,16971
"421",8192,5817
"422",8193,4223
"423",8208,1127
"424",8228,3346
"425",8229,3346
"426",8230,3330
"427",8255,1671
"428",8298,35563
"429",8326,9709
"430",8334,8311
"431",8337,8299
"432",8343,0
"433",8354,938
"434",8356,12466
"435",8361,8879
"436",8398,5845
"437",8523,3508
"438",8527,2499
"439",8529,3336
"440",8536,8107
"441",8537,6648
"442",8541,2507
"443",8572,3580
"444",8602,5005
"445",8611,2539
"446",8642,5998
"447",8684,1799
"448",8724,41074
"449",8743,6652
"450",8764,450
"451",8777,11163
"452",8784,1667
"453",8789,9125
"454",8808,2499
"455",8841,17199
"456",8856,3478
"457",8876,64173
"458",8886,6539
"459",8922,6664
"460",8930,6379
"461",8947,3705
"462",8962,12895
"463",9007,0
"464",9025,2367
"465",9066,1667
"466",9069,2503
"467",9071,2118
"468",9105,4065
"469",9123,6616
"470",9125,9117
"471",9134,1058
"472",9173,3330
"473",9182,5001
"474",9185,21505
"475",9197,2511
"476",9218,2503
"477",9223,1671
"478",9224,4997
"479",9226,25955
"480",9236,11798
"481",9260,838
"482",9278,1321
"483",9290,21654
"484",9302,6107
"485",9319,5026
"486",9384,2503
"487",9390,9149
"488",9422,834
"489",9434,834
"490",9439,2499
"491",9469,1985
"492",9476,2503
"493",9534,8871
"494",9561,954
"495",9565,6700
"496",9574,2499
"497",9592,2541
"498",9649,840
"499",9654,3237
"500",9658,1667
"501",9664,5170
"502",9696,4723
"503",9701,3504
"504",9720,2503
"505",9725,11638
"506",9728,834
"507",9742,0
"508",9763,1828
"509",9784,1675
"510",9787,7553
"511",9789,6375
"512",9805,15025
"513",9820,834
"514",9823,7013
"515",9842,4205
"516",9881,3338
"517",9890,9540
"518",9891,1667
"519",9917,5040
"520",9932,0
"521",9942,4379
"522",9956,825
"523",9968,3346
"524",9970,8331
"525",9979,2503
"526",9988,2511
"527",10018,4461
"528",10021,5833
"529",10023,4075
"530",10031,7029
"531",10057,4168
"532",10063,1545
"533",10090,6470
"534",10127,5005
"535",10133,652
"536",10136,5715
"537",10159,12557
"538",10168,11210
"539",10170,2507
"540",10205,41222
"541",10279,11802
"542",10320,4192
"543",10348,4164
"544",10353,4227
"545",10387,2537
"546",10441,30352
"547",10466,3338
"548",10482,1671
"549",10533,6651
"550",10542,2603
"551",10544,834
"552",10553,3330
"553",10561,31168
"554",10600,2499
"555",10616,16180
"556",10656,3338
"557",10666,2503
"558",10670,41066
"559",10699,4989
"560",10713,8360
"561",10724,1675
"562",10748,13273
"563",10761,13241
"564",10766,6408
"565",10806,13770
"566",10830,3428
"567",10838,10101
"568",10854,4231
"569",10860,8883
"570",10881,16176
"571",10903,16234
"572",10920,11643
"573",10931,5817
"574",10942,4997
"575",10953,2677
"576",10972,7533
"577",11021,6234
"578",11027,11989
"579",11047,8895
"580",11055,8660
"581",11101,17061
"582",11138,838
"583",11162,17195
"584",11181,1824
"585",11203,1675
"586",11210,5829
"587",11222,3338
"588",11261,27667
"589",11268,16134
"590",11269,17496
"591",11285,3739
"592",11306,9720
"593",11308,1675
"594",11325,0
"595",11351,2292
"596",11357,8875
"597",11371,838
"598",11392,9121
"599",11396,5825
"600",11455,2073
"601",11490,15021
"602",11501,2507
"603",11540,6654
"604",11569,4465
"605",11582,2543
"606",11658,3334
"607",11691,3222
"608",11704,0
"609",11717,2746
"610",11726,20738
"611",11731,0
"612",11745,34346
"613",11771,8303
"614",11792,4464
"615",11802,2507
"616",11810,7025
"617",11841,0
"618",11842,24703
"619",11848,13245
"620",11874,7005
"621",11881,9145
"622",11917,6238
"623",11922,3342
"624",11924,1675
"625",11953,19496
"626",11965,4180
"627",11983,11726
"628",11998,3342
"629",12011,5793
"630",12037,4993
"631",12126,6596
"632",12148,17500
"633",12184,9713
"634",12220,2507
"635",12240,838
"636",12285,834
"637",12288,5840
"638",12302,9685
"639",12321,2750
"640",12349,6658
"641",12356,0
"642",12375,3334
"643",12390,4995
"644",12401,4137
"645",12412,2551
"646",12424,4989
"647",12502,3332
"648",12512,4480
"649",12526,1667
"650",12528,4375
"651",12548,3688
"652",12568,16996
"653",12572,2549
"654",12595,10970
"655",12610,4073
"656",12627,8902
"657",12628,5013
"658",12633,1667
"659",12643,4160
"660",12654,6496
"661",12658,4993
"662",12694,2516
"663",12695,5841
"664",12722,3342
"665",12745,10092
"666",12751,73595
"667",12758,8128
"668",12779,3342
"669",12784,838
"670",12787,3544
"671",12862,3701
"672",12872,0
"673",12942,6597
"674",12975,8387
"675",13004,834
"676",13031,8887
"677",13071,1325
"678",13121,5816
"679",13137,7017
"680",13150,34948
"681",13161,24528
"682",13189,0
"683",13213,10614
"684",13223,15017
"685",13225,0
"686",13246,4172
"687",13303,3342
"688",13312,0
"689",13362,1820
"690",13389,834
"691",13404,2371
"692",13473,5699
"693",13482,1675
"694",13487,9172
"695",13559,5825
"696",13593,25870
"697",13630,4069
"698",13634,4071
"699",13647,6608
"700",13659,6647
"701",13678,8867
"702",13736,840
"703",13819,6475
"704",13821,4922
"705",13829,6429
"706",13971,934
"707",13972,834
"708",13983,6655
"709",13996,1671
"710",14034,836
"711",14039,9042
"712",14063,836
"713",14066,1675
"714",14098,15352
"715",14144,6612
"716",14185,845
"717",14199,2541
"718",14219,1721
"719",14230,2511
"720",14238,4176
"721",14259,5948
"722",14306,1675
"723",14340,13233
"724",14421,2758
"725",14442,5825
"726",14464,1667
"727",14474,2499
"728",14514,5003
"729",14560,8323
"730",14568,4468
"731",14624,2507
"732",14638,4457
"733",14668,4999
"734",14676,0
"735",14750,0
"736",14826,0
"737",14845,0
"738",14848,3334
"739",14892,16862
"740",14896,1014
"741",14935,2508
"742",14944,6676
"743",14985,4926
"744",15016,2511
"745",15141,4321
"746",15176,3330
"747",15178,2520
"748",15227,3474
"749",15265,2499
"750",15270,4083
"751",15271,1369
"752",15284,3334
"753",15285,3346
"754",15286,4383
"755",15288,6543
"756",15289,1667
"757",15290,9153
"758",15292,0
"759",15296,1675
"760",15414,16
"761",15480,13237
"762",15513,9113
"763",15514,2553
"764",15547,2541
"765",15554,5994
"766",15555,8910
"767",15575,2122
"768",15596,9728
"769",15640,10109
"770",15695,2507
"771",15720,0
"772",15731,12279
"773",15746,2754
"774",15750,3334
"775",15755,15565
"776",15763,2499
"777",15782,8327
"778",15783,0
"779",15784,12143
"780",15796,6364
"781",15800,8664
"782",15801,5707
"783",15824,838
"784",15841,6600
"785",15859,3346
"786",15884,1675
"787",15930,334
"788",15973,9536
"789",15981,6250
"790",16009,9046
"791",16076,6668
"792",16098,4449
"793",16117,2507
"794",16125,0
"795",16142,834
"796",16175,1667
"797",16176,9532
"798",16177,4460
"799",16200,6254
"800",16286,838
"801",16333,5821
"802",16334,840
"803",16335,9050
"804",16401,2545
"805",16441,9532
"806",16444,2507
"807",16467,41070
"808",16477,0
"809",16529,2499
"810",16541,0
"811",16554,0
"812",16600,0
"813",16631,7001
"814",16692,3338
"815",16710,0
"816",16736,9163
"817",16744,838
"818",16827,2503
"819",16890,2227
"820",16906,8050
"821",16989,27675
"822",17010,1671
"823",17023,1803
"824",17027,4219
"825",17040,2
"826",17061,6667
"827",17160,2507
"828",17170,11842
"829",17181,5845
"830",17227,6661
"831",17273,2499
"832",17290,11133
"833",17369,4184
"834",17408,3346
"835",17418,1136
"836",17429,953
"837",17436,0
"838",17513,5821
"839",17522,12095
"840",17608,0
"841",17658,2475
"842",17673,0
"843",17680,3490
"844",17768,2547
"845",17791,6650
"846",17920,3241
"847",18139,15561
"848",18223,5873
"849",18291,6704
"850",18307,2223
"851",18451,1688
"852",18498,5844
"853",18525,16142
"854",18529,3330
"855",18625,5797
"856",18734,3520
"857",18735,0
"858",18899,3516
"859",18954,2511
"860",19083,3512
"861",19114,17826
"862",19138,10604
"863",19171,16138
"864",19185,5824
