"","i","j","w"
"1",3976,12127,7.74596669241483
"2",3979,14674,7.74596669241483
"3",3981,4862,0.326453574034655
"4",3981,4889,0.577350268900951
"5",3981,5112,0.524623061826298
"6",3981,8015,0.888523316520169
"7",4007,4045,2.73861278752583
"8",4017,18176,0.386333704198844
"9",4022,13052,1.19522860909535
"10",4022,14237,4.47213595499958
"11",4028,4330,2.14834462202878
"12",4028,5059,2.73861278752583
"13",4028,5294,0.170913121204898
"14",4028,6635,0.409960029759
"15",4028,7024,0.373543682853826
"16",4028,8595,1.0639903528698
"17",4028,12564,0.516397778848825
"18",4028,14950,0.351003254970663
"19",4029,4352,2.44948974278318
"20",4036,5056,0.0284254111667712
"21",4036,5751,0.763232776418833
"22",4036,5760,0.919277119262739
"23",4036,7775,0.377964471875334
"24",4036,15018,0.229920499303564
"25",4038,7651,7.74596669241483
"26",4038,12966,2.33549683236779
"27",4043,5429,1.77704663304034
"28",4045,4068,1.43838990437225
"29",4049,4555,0.140835755403236
"30",4061,4036,0.99176940717084
"31",4064,4834,1.16774841596981
"32",4066,4485,0.725476249783547
"33",4068,5336,2.23606797749979
"34",4068,8903,1.73205080756888
"35",4075,4481,1.11803398874989
"36",4075,5336,1.58113883008419
"37",4075,5374,0.634574316372795
"38",4075,5393,0.22314240072205
"39",4075,6148,0.624187783443412
"40",4075,7770,1.05409255333676
"41",4075,8600,2
"42",4075,8842,2
"43",4075,9432,0.946320446783224
"44",4075,10175,0.692820323027551
"45",4075,11411,0.807572853060329
"46",4075,14121,2.07019667785455
"47",4077,4068,3.46410161513775
"48",4077,4075,1.05409255333676
"49",4077,4283,0.636714539648656
"50",4077,6311,0.281160777847836
"51",4077,8262,0.900450337331271
"52",4077,8732,0.282091467435653
"53",4077,10968,2.23606797749979
"54",4077,14717,0.364743326189802
"55",4077,14766,3.87298334620742
"56",4086,4670,0.199073147360461
"57",4086,10322,1.29099444847761
"58",4086,13503,2.58198889734251
"59",4087,9444,7.74596669241483
"60",4090,9972,0.983738753429995
"61",4090,10125,2.33549683236779
"62",4090,15984,0.294244942182529
"63",4112,5336,3.46410161513775
"64",4113,4077,2.92770021877241
"65",4117,8747,1.18124884634864
"66",4119,4196,0.61623602215385
"67",4121,7456,2.14834462202878
"68",4122,4794,1.77704663304034
"69",4122,6311,1.27342907968995
"70",4125,4319,0.173858275615514
"71",4125,4369,2.07019667785455
"72",4125,4936,0.534522483156696
"73",4125,7267,0.18156825713764
"74",4129,8832,2
"75",4136,5945,0.803219328701694
"76",4140,12546,7.74596669241483
"77",4141,6088,1.77704663304034
"78",4157,4794,1.20971675775778
"79",4157,14630,1.87867287306758
"80",4161,12948,0.0650210196782548
"81",4162,6629,2
"82",4167,4322,1.03509833880651
"83",4167,5104,0.816496580519478
"84",4170,5051,0.354292269178993
"85",4170,15880,1.34839972485906
"86",4182,18140,2.44948974278318
"87",4185,4232,2.07019667785455
"88",4185,4306,2.92770021877241
"89",4185,5443,0.444261658260084
"90",4194,4856,0.626224290490236
"91",4194,17074,0.179076553462479
"92",4196,4283,1.29099444847761
"93",4196,4633,0.431665846459967
"94",4196,5189,0.790569415042095
"95",4196,5493,0.912870928992703
"96",4196,5540,0.99176940717084
"97",4196,8257,0.803219328701694
"98",4199,7356,0.103825497831698
"99",4201,9931,0.489897948556636
"100",4208,16407,0.326453574034655
"101",4216,5336,1.61514570612066
"102",4216,9989,0.57575316933561
"103",4224,5820,3.16227766016838
"104",4227,4319,0.774596669241483
"105",4229,7434,3.46410161513775
"106",4231,10307,2
"107",4232,5215,1.20971675775778
"108",4232,5783,1.49071198492532
"109",4232,7161,2
"110",4232,9524,2.73861278752583
"111",4232,15146,4.47213595499958
"112",4235,11951,0.476731294336757
"113",4259,5051,0.148385807946717
"114",4261,8354,0.763232776418833
"115",4261,15244,5.47722557505166
"116",4271,4077,0.725476249783547
"117",4277,4658,0.0963068169965138
"118",4277,5056,0.604858378465571
"119",4277,6987,0.0168250111441271
"120",4277,9941,0.0184918360364784
"121",4277,12852,0.283790260579887
"122",4282,6538,1.77704663304034
"123",4283,4136,1.10656666993001
"124",4283,4167,0.370116604599145
"125",4283,4196,1.22474487139159
"126",4283,4330,1.04446593529899
"127",4283,4362,1.12986536543077
"128",4283,5128,0.385376246024583
"129",4283,5159,1.43838990437225
"130",4283,5189,0.361945252766216
"131",4283,5540,0.90659682770237
"132",4283,5599,0.807572853060329
"133",4283,5884,0.778498944122598
"134",4283,6044,0.487950036376677
"135",4283,6711,0.900450337331271
"136",4283,7886,1.61514570612066
"137",4283,9270,1.27342907968995
"138",4283,9823,0.641060764670558
"139",4283,10459,0.622171016682712
"140",4283,10575,1.65144564760697
"141",4283,10682,0.652328072368498
"142",4283,12882,0.27824333594895
"143",4283,13438,1.69030850941478
"144",4288,5112,4.47213595499958
"145",4293,5022,0.860662965393539
"146",4305,4194,0.606710935289616
"147",4306,4322,4.47213595499958
"148",4307,7218,0.710071602023345
"149",4308,4077,0.68734339598195
"150",4308,4182,2.44948974278318
"151",4317,4940,0.459638559087464
"152",4317,5051,0.271830139977156
"153",4319,4472,0.186880523329747
"154",4319,5126,0.353922251349078
"155",4319,8262,0.46966821800075
"156",4319,9329,0.139595293616941
"157",4319,14471,0.556127997856608
"158",4319,15386,0.218304534996413
"159",4322,5240,4.47213595499958
"160",4322,7001,0.569494797166752
"161",4322,7161,1.43838990437225
"162",4322,7751,1.73205080756888
"163",4322,8908,2.14834462202878
"164",4322,9139,7.74596669241483
"165",4322,9798,1.65144564760697
"166",4326,5884,0.327619482021445
"167",4330,4028,0.860662965393539
"168",4330,4232,1.87867287306758
"169",4330,4856,1.46385010913003
"170",4330,5086,1.43838990437225
"171",4330,5434,2.58198889734251
"172",4330,5540,0.710071602023345
"173",4330,6478,0.652328072368498
"174",4330,7783,1.51910905039763
"175",4330,9552,2.14834462202878
"176",4330,14274,0.850230301741828
"177",4332,4090,0.396837893855917
"178",4332,4283,0.326453574034655
"179",4332,4856,1.69030850941478
"180",4332,5258,1.49071198492532
"181",4332,6507,0.340338236171019
"182",4332,7379,2.23606797749979
"183",4332,10927,0.331496770723336
"184",4336,4408,0.183493959028629
"185",4336,5360,1.05409255333676
"186",4338,4906,1
"187",4340,7463,0.0463780443744667
"188",4340,12847,0.19334729633486
"189",4340,15375,1.3912166869327
"190",4342,13032,0.664211163712264
"191",4344,5336,0.3676073108631
"192",4352,7218,5.47722557505166
"193",4362,4794,0.377964471875334
"194",4369,4919,0.35653701631107
"195",4370,4573,0.61623602215385
"196",4370,11960,1.51910905039763
"197",4370,16364,1.12986536543077
"198",4382,4288,2.73861278752583
"199",4396,4408,0.134778722356313
"200",4399,4075,1.34839972485906
"201",4400,15447,0.518708294709078
"202",4408,4336,0.204479451290344
"203",4408,6180,0.295742381136015
"204",4408,8037,0.0713436822711023
"205",4408,16925,0.912870928992703
"206",4424,13620,4.47213595499958
"207",4443,10308,2.33549683236779
"208",4446,5209,1.46385010913003
"209",4446,16289,0.983738753429995
"210",4448,5780,0.31517891426934
"211",4448,7350,0.286299166956525
"212",4448,12541,0.165521176892868
"213",4451,7459,0.722315118213651
"214",4467,12422,0.331193618597943
"215",4472,4682,0.223327810628233
"216",4472,6866,0.0952236997810944
"217",4474,7684,1.3284223281773
"218",4474,7924,0.786483757619952
"219",4480,4496,4.47213595499958
"220",4481,11920,0.157264328441004
"221",4481,15501,3.87298334620742
"222",4481,16129,0.695608343106953
"223",4485,6180,1.46385010913003
"224",4485,6714,0.447960819715296
"225",4490,4028,0.860662965393539
"226",4496,12807,1.22474487139159
"227",4524,7259,0.626224290490236
"228",4529,4261,0.361945252766216
"229",4532,12818,0.33968310967724
"230",4552,4872,0.707106781186548
"231",4554,5809,7.74596669241483
"232",4555,4573,0.511867886275355
"233",4563,10171,0.161374304026385
"234",4567,8953,0.659380472868283
"235",4572,4951,2.92770021877241
"236",4573,4277,0.454076609175148
"237",4573,4370,0.323875136433781
"238",4575,14293,0.190461794069047
"239",4577,7851,0.272670940879295
"240",4591,4283,2
"241",4591,10123,1.10656666993001
"242",4601,7044,7.74596669241483
"243",4601,10167,0.983738753429995
"244",4605,7051,0.632455532033676
"245",4606,6846,1.82574185825927
"246",4608,4090,2.14834462202878
"247",4608,6153,1.93649167310371
"248",4608,6478,2.73861278752583
"249",4608,6568,0.946320446783224
"250",4608,11071,0.220863050327573
"251",4612,8794,0.61623602215385
"252",4626,10588,0.211603683805363
"253",4626,14712,0.9325048080305
"254",4630,6809,0.30382180961873
"255",4633,4119,0.671660493850874
"256",4633,4577,0.137231158998239
"257",4633,4752,0.647750275183268
"258",4633,5189,0.31649161758252
"259",4633,5356,1
"260",4633,8257,0.220059423792757
"261",4633,9097,0.888523316520169
"262",4633,9903,0.2450715405754
"263",4633,10160,4.47213595499958
"264",4633,16256,0.741929049842369
"265",4654,4670,0.25834245295731
"266",4655,7552,1.58113883008419
"267",4658,4075,1.18124884634864
"268",4658,6712,4.47213595499958
"269",4658,7929,0.090320069751966
"270",4658,13209,2.23606797749979
"271",4658,17669,0.0958265933861786
"272",4670,4077,0.57575316933561
"273",4670,4259,0.226940840308658
"274",4670,4319,0.525830481238964
"275",4670,5866,0.9325048080305
"276",4682,4075,0.222865147566864
"277",4682,7552,0.465410032122214
"278",4682,11472,0.695608343106953
"279",4682,16532,0.679366220090461
"280",4689,9005,0.30382180961873
"281",4694,11030,1.36930639376292
"282",4705,4654,1.3912166869327
"283",4723,5336,0.919277119262739
"284",4734,5102,0.604858378465571
"285",4734,5360,2.44948974278318
"286",4734,5386,0.620173672449903
"287",4734,10588,0.590624422962681
"288",4734,15836,7.74596669241483
"289",4738,5777,1.77704663304034
"290",4738,10001,3.46410161513775
"291",4744,5441,1.54919333848297
"292",4752,5233,0.192747767821057
"293",4752,6189,0.297044262694973
"294",4760,6408,1.36930639376292
"295",4769,4283,2.33549683236779
"296",4769,4330,0.882734829379695
"297",4769,4572,1.65144564760697
"298",4769,5356,0.487950036376677
"299",4769,5432,4.47213595499958
"300",4769,11264,7.74596669241483
"301",4788,5360,1.87867287306758
"302",4794,4117,1.77704663304034
"303",4794,4670,2.33549683236779
"304",4794,4873,2
"305",4794,5326,0.698430295734657
"306",4794,7151,1.09544511501033
"307",4794,7268,3.16227766016838
"308",4794,7549,0.414039335087863
"309",4794,9200,1.4142135623731
"310",4812,6088,0.480384460614621
"311",4812,12544,1.14208048140225
"312",4834,7370,0.219882027460181
"313",4834,8257,0.385854083819259
"314",4842,5540,2.58198889734251
"315",4856,4043,0.9325048080305
"316",4856,4185,0.794719414007233
"317",4856,4330,2.07019667785455
"318",4856,4332,0.713074032622139
"319",4856,4746,0.0151390224255069
"320",4856,5428,1.77704663304034
"321",4856,6716,0.261116483585391
"322",4856,10243,0.745355992127252
"323",4856,10650,0.0206795792993958
"324",4856,10726,0.442807442349381
"325",4856,10979,0.559016994374947
"326",4858,7036,1.77704663304034
"327",4862,6698,0.244338887613085
"328",4872,6404,0.608580619145894
"329",4872,7682,4.47213595499958
"330",4873,8470,2.92770021877241
"331",4881,14234,2
"332",4885,4086,0.486025176302627
"333",4885,4141,1.10656666993001
"334",4889,3981,0.690065559204341
"335",4891,4918,0.154181029961536
"336",4891,6582,0.9325048080305
"337",4891,11406,0.300601804718468
"338",4900,4682,1.22474487139159
"339",4906,6786,1.65144564760697
"340",4918,4563,0.310584967440474
"341",4919,17062,0.7352146217262
"342",4933,14411,1.10656666993001
"343",4934,8298,1.4142135623731
"344",4936,6369,0.322748611151156
"345",4936,7106,0.151503557714002
"346",4940,10185,0.416425748483448
"347",4951,5184,2.58198889734251
"348",4955,4305,0.260672532116447
"349",4955,8359,1.93649167310371
"350",4956,4812,0.845154254559486
"351",4957,4396,0.052185352351019
"352",4962,4332,0.35653701631107
"353",4962,5267,1.10656666993001
"354",4964,5429,1.87867287306758
"355",4964,11740,2.14834462202878
"356",5009,6478,2.73861278752583
"357",5009,15131,7.74596669241483
"358",5013,4330,4.47213595499958
"359",5013,15664,1.58113883008419
"360",5022,6408,1.93649167310371
"361",5037,4794,1.77704663304034
"362",5038,16830,1.29099444847761
"363",5048,11674,0.215082777088264
"364",5051,7357,1.30930734130685
"365",5051,11674,1.12986536543077
"366",5051,17435,0.0628653163517054
"367",5056,4196,0.31649161758252
"368",5056,5493,0.0623197079582374
"369",5057,5462,5.47722557505166
"370",5057,7143,1.24034734570603
"371",5059,4283,1.08465228898482
"372",5082,10618,5.47722557505166
"373",5086,4293,2.44948974278318
"374",5086,9600,1.87867287306758
"375",5086,10310,3.87298334620742
"376",5086,10582,2.07019667785455
"377",5102,5540,0.283599989421721
"378",5102,7851,2.33549683236779
"379",5102,15850,1.24034734570603
"380",5104,4028,0.752354793299013
"381",5104,4485,0.344690993499975
"382",5104,5258,2.33549683236779
"383",5104,5540,1.09544511501033
"384",5112,5292,0.634574316372795
"385",5112,5336,1.46385010913003
"386",5112,15058,1.82574185825927
"387",5126,4529,0.268704607329312
"388",5128,5160,1.4142135623731
"389",5130,4332,0.43643577992644
"390",5130,4633,0.421949692498999
"391",5130,5360,2.23606797749979
"392",5147,10812,1.12986536543077
"393",5159,4788,2.23606797749979
"394",5160,4448,0.463738895284836
"395",5179,4282,0.73192505422345
"396",5184,5433,3.87298334620742
"397",5186,6639,0.288075599452644
"398",5189,4283,0.821070827030166
"399",5189,4842,1.51910905039763
"400",5189,5356,1.36930639376292
"401",5189,5702,0.346410161513775
"402",5189,6716,7.74596669241483
"403",5189,7459,0.553283334287235
"404",5189,8257,0.492864057322098
"405",5189,11038,1.15470053823491
"406",5209,4633,0.489897948556636
"407",5209,5102,1.24034734570603
"408",5209,5104,1.11803398874989
"409",5209,5356,0.445730295133728
"410",5209,7950,0.855398922725532
"411",5209,9406,0.450225168110358
"412",5209,11382,0.698430295734657
"413",5211,4319,0.135581532665773
"414",5213,7571,1.07417231066529
"415",5215,4229,1.30930734130685
"416",5221,10478,1.46385010913003
"417",5233,7897,0.312601773827341
"418",5240,5428,1.36930639376292
"419",5240,8098,1.73205080756888
"420",5240,9054,1.82574185825927
"421",5258,4344,0.73192505422345
"422",5258,4734,1.30930734130685
"423",5258,4962,0.471404520555329
"424",5258,6148,0.636714539648656
"425",5258,6990,0.786483757619952
"426",5258,7357,0.431665846459967
"427",5258,7851,0.511867886275355
"428",5258,9218,0.778498944122598
"429",5263,5353,3.46410161513775
"430",5263,5844,1.82574185825927
"431",5267,5104,0.741929049842369
"432",5267,5209,0.547722557505166
"433",5290,10009,0.408816485724341
"434",5292,4075,0.638876564760361
"435",5292,6305,0.692820323027551
"436",5292,9003,0.475830951074013
"437",5293,6409,2.73861278752583
"438",5294,5351,1.51910905039763
"439",5294,13288,0.438529009302691
"440",5297,4633,0.156748282287239
"441",5309,4235,0.345032779602171
"442",5309,4552,1.29099444847761
"443",5313,4760,2.07019667785455
"444",5319,4007,2
"445",5326,4077,0.968245836551854
"446",5326,4157,1.30930734130685
"447",5326,6044,1.12986536543077
"448",5326,12609,1.61514570612066
"449",5326,13533,0.327034969078232
"450",5329,4375,0.0696001293102247
"451",5336,4185,1.27342907968995
"452",5336,4216,1.54919333848297
"453",5336,4330,1.02597835162346
"454",5336,4480,1.49071198492532
"455",5336,4723,1.58113883008419
"456",5336,5319,2.73861278752583
"457",5336,7610,3.46410161513775
"458",5336,13790,3.16227766016838
"459",5336,15829,7.74596669241483
"460",5336,17752,1.46385010913003
"461",5350,4858,2.44948974278318
"462",5351,4028,1.36930639376292
"463",5351,5633,2.33549683236779
"464",5352,5313,4.47213595499958
"465",5353,17412,1.69030850941478
"466",5354,5350,2.44948974278318
"467",5356,4196,1.73205080756888
"468",5356,4633,1.05409255333676
"469",5356,5189,0.385376246024583
"470",5356,5209,1.58113883008419
"471",5356,5493,1.04446593529899
"472",5356,6035,0.481310950426021
"473",5356,6716,0.968245836551854
"474",5356,7357,0.606710935289616
"475",5356,8257,0.606710935289616
"476",5356,15673,0.414039335087863
"477",5360,4370,2.33549683236779
"478",5360,5258,1.15470053823491
"479",5360,6727,0.835269069222607
"480",5360,10138,1.19522860909535
"481",5360,16951,1.36930639376292
"482",5368,12448,0.54100178003404
"483",5374,5884,1.58113883008419
"484",5386,4283,0.774596669241483
"485",5386,5104,1.58113883008419
"486",5386,5632,1.4142135623731
"487",5386,7851,0.512989175324392
"488",5389,4322,1.01709525512609
"489",5393,4467,0.244096126556732
"490",5393,7851,0.64326752055424
"491",5402,14394,1.07417231066529
"492",5426,10334,1.61514570612066
"493",5428,4322,2.92770021877241
"494",5428,7068,2.92770021877241
"495",5428,14645,1.77704663304034
"496",5429,5013,2.44948974278318
"497",5429,10710,1.18124884634864
"498",5429,14766,2
"499",5432,5057,1.82574185825927
"500",5432,5667,3.87298334620742
"501",5432,17283,1.01709525512609
"502",5433,4856,2.23606797749979
"503",5433,7433,0.175682090720711
"504",5434,4322,2.58198889734251
"505",5434,6409,1.61514570612066
"506",5434,7526,1.18124884634864
"507",5441,14434,1.93649167310371
"508",5443,4608,7.74596669241483
"509",5443,5449,2.73861278752583
"510",5449,17204,0.671660493850874
"511",5451,4738,1.58113883008419
"512",5461,4283,0.713074032622139
"513",5462,5726,2.58198889734251
"514",5462,12780,7.74596669241483
"515",5493,4064,0.252109741977576
"516",5493,4196,0.320530382335279
"517",5493,6501,0.151185786368957
"518",5493,8257,0.366371651468833
"519",5493,11560,0.0563883853288955
"520",5493,14101,0.371818298366285
"521",5495,5293,1.29099444847761
"522",5510,4113,1.25656172470754
"523",5510,4399,1.93649167310371
"524",5511,6800,7.74596669241483
"525",5511,8240,1.12986536543077
"526",5512,15820,2.07019667785455
"527",5540,4227,0.556127997856608
"528",5540,4283,3.87298334620742
"529",5540,4633,0.567961834105074
"530",5540,5209,0.362738124547172
"531",5540,5697,0.877058019175471
"532",5540,7423,3.46410161513775
"533",5540,7988,1.07417231066529
"534",5549,12280,2.33549683236779
"535",5561,8262,1.43838990437225
"536",5562,5013,1.93649167310371
"537",5575,15326,4.47213595499958
"538",5599,4283,0.900450337331271
"539",5616,4872,0.628280862353772
"540",5616,17361,0.153003483620472
"541",5631,10442,1.24034734570603
"542",5632,6587,2.44948974278318
"543",5633,4769,2.14834462202878
"544",5643,4608,3.46410161513775
"545",5650,7405,5.47722557505166
"546",5651,4338,0.372677995057395
"547",5651,7151,0.342326598440729
"548",5666,4077,1.87867287306758
"549",5667,4232,1.93649167310371
"550",5670,8791,0.182069137966872
"551",5697,5086,1.87867287306758
"552",5697,6582,1.3912166869327
"553",5702,7363,0.329690236434141
"554",5724,6284,5.47722557505166
"555",5725,4794,0.676768252062698
"556",5726,5495,5.47722557505166
"557",5751,5651,1.73205080756888
"558",5760,6035,0.183907234767967
"559",5777,16922,2.14834462202878
"560",5780,5389,0.669149605095901
"561",5780,9940,1.93649167310371
"562",5780,12095,0.192390717031774
"563",5783,5428,0.860662965393539
"564",5784,4962,0.504219483955152
"565",5809,4554,1.34839972485906
"566",5809,11531,2.92770021877241
"567",5817,5549,1.65144564760697
"568",5820,10974,1.69030850941478
"569",5844,5386,1.24034734570603
"570",5844,5631,2.33549683236779
"571",5863,5037,3.46410161513775
"572",5866,12970,0.900450337331271
"573",5884,4283,0.403786426220595
"574",5884,4682,0.350284721333946
"575",5884,5292,0.741929049842369
"576",5892,4964,1.61514570612066
"577",5916,5725,1.93649167310371
"578",5945,7265,3.16227766016838
"579",5949,5511,3.16227766016838
"580",5950,4090,0.695608343106953
"581",5981,4443,3.87298334620742
"582",5985,5817,2.44948974278318
"583",5985,6495,1.73205080756888
"584",5999,6657,0.294883911056538
"585",6013,6883,0.188310891878298
"586",6018,4122,1.07417231066529
"587",6018,13505,0.518708294709078
"588",6018,17778,1.20971675775778
"589",6035,4834,0.202030507597244
"590",6035,7013,0.256917496484766
"591",6035,10086,0.325587264800084
"592",6044,5326,0.289682728169976
"593",6044,7398,0.493864798300102
"594",6044,10774,1.34839972485906
"595",6078,9636,2.44948974278318
"596",6086,7161,0.900450337331271
"597",6088,4342,1.09544511501033
"598",6088,4885,1.10656666993001
"599",6088,6983,0.671660493850874
"600",6088,8940,1.65144564760697
"601",6107,7161,0.710071602023345
"602",6108,5258,7.74596669241483
"603",6114,10492,0.860662965393539
"604",6132,6915,0.17021019652183
"605",6138,12807,0.748830864080802
"606",6148,4472,1.15470053823491
"607",6148,10521,0.763232776418833
"608",6148,11046,0.0970066389480638
"609",6153,4157,0.816496580519478
"610",6180,4028,0.257912479341346
"611",6180,7988,2.33549683236779
"612",6180,15419,0.138675048224257
"613",6189,7886,0.239731649975551
"614",6191,15138,0.464572209672512
"615",6211,6934,0.710071602023345
"616",6214,6215,0.695608343106953
"617",6215,4682,0.219882027460181
"618",6254,9752,0.218391284166745
"619",6273,17111,0.0283160025427319
"620",6284,5510,1.87867287306758
"621",6300,4260,0.0307762570823679
"622",6305,14886,0.564932682715383
"623",6308,4964,7.74596669241483
"624",6311,4330,0.855398922725532
"625",6311,5209,0.57575316933561
"626",6311,9735,1.3912166869327
"627",6353,4028,0.173465472068651
"628",6355,11940,0.192390717031774
"629",6368,4891,1.02597835162346
"630",6369,11396,0.36596252677016
"631",6376,17609,1.93649167310371
