"","i","j","w"
"1",3987,4232,5.16397762298584
"2",3987,4633,1.83855426311493
"3",3987,12328,3.46410155296326
"4",3987,18206,6.92820310592651
"5",3987,18397,3.38061690330505
"6",4090,6727,0.528577923774719
"7",4121,5159,5.85540056228638
"8",4130,12089,2
"9",4175,7881,0.66421115398407
"10",4232,3987,4
"11",4232,5761,1.8650096654892
"12",4232,9890,3.30289125442505
"13",4232,10056,1.87867283821106
"14",4232,15159,4.4721360206604
"15",4232,17433,4
"16",4232,18397,6.92820310592651
"17",4232,18780,1.92153787612915
"18",4242,4569,2.82842707633972
"19",4329,4655,3.16227769851685
"20",4355,4232,2.07019662857056
"21",4375,18704,0.675480365753174
"22",4455,4232,2.92770028114319
"23",4542,18786,1.78885436058044
"24",4550,8189,4.14039325714111
"25",4563,4329,0.425275295972824
"26",4569,18916,2.78243327140808
"27",4583,14715,2.98142385482788
"28",4633,9076,1.12687230110168
"29",4633,15999,3.55409336090088
"30",4655,18099,0.627250075340271
"31",4678,18843,1.01709520816803
"32",4779,9115,5.16397762298584
"33",4951,5374,4.14039325714111
"34",5002,10714,3.03821802139282
"35",5048,5561,1.17108011245728
"36",5126,9824,2.1081850528717
"37",5159,18397,1.40257370471954
"38",5235,7881,1.69030845165253
"39",5258,3987,1.25244855880737
"40",5258,5508,0.596726953983307
"41",5258,12150,1.209716796875
"42",5258,15092,1.30005419254303
"43",5374,10596,7.74596691131592
"44",5404,6196,0.38442587852478
"45",5432,3987,1.95180010795593
"46",5508,18381,1.98353886604309
"47",5508,19117,0.329317569732666
"48",5561,6166,0.541001796722412
"49",5594,7650,1.76546967029572
"50",5608,9115,2.28416085243225
"51",5669,6101,0.483650833368301
"52",5761,3987,2.01687788963318
"53",5761,6413,2.2360680103302
"54",5777,10426,4.14039325714111
"55",5839,19162,3.65148377418518
"56",5892,18745,4.14039325714111
"57",5898,4455,2.87677979469299
"58",5898,10071,5.47722578048706
"59",5898,18206,4.89897966384888
"60",5985,4583,5.85540056228638
"61",6020,5608,2.33549690246582
"62",6101,4375,0.56758052110672
"63",6131,7650,4
"64",6166,18787,1.75411605834961
"65",6196,4633,0.433351397514343
"66",6413,3987,1.41421353816986
"67",6413,6729,1.85164022445679
"68",6714,9890,15.4919338226318
"69",6727,19157,0.74535596370697
"70",6729,18206,2.2360680103302
"71",6830,18310,10.9544515609741
"72",6839,5432,1.85164022445679
"73",7000,4563,0.412861406803131
"74",7028,7636,1.68033611774445
"75",7039,8350,4.4721360206604
"76",7039,8936,5.47722578048706
"77",7084,9890,15.4919338226318
"78",7084,18239,3.75734567642212
"79",7151,9115,2.08893179893494
"80",7632,9890,0.633512258529663
"81",7636,18221,2.16930460929871
"82",7650,8636,2.78243327140808
"83",7650,18688,5.47722578048706
"84",7762,3987,2.92770028114319
"85",7881,4175,15.4919338226318
"86",7881,7762,10.9544515609741
"87",7881,18412,2
"88",7941,5669,0.439057052135468
"89",8093,7881,0.667284786701202
"90",8189,5839,6.32455539703369
"91",8350,18730,5.47722578048706
"92",8636,18397,3.65148377418518
"93",8936,10426,5.47722578048706
"94",8936,12441,6.32455539703369
"95",8936,18397,7.74596691131592
"96",8978,5235,1.85164022445679
"97",9076,18206,0.756830453872681
"98",9115,4121,3.38061690330505
"99",9115,5898,15.4919338226318
"100",9115,8936,2.82842707633972
"101",9115,9824,5.85540056228638
"102",9115,18206,15.4919338226318
"103",9115,18497,2.78243327140808
"104",9115,18629,4.67099380493164
"105",9150,18206,4.67099380493164
"106",9824,9890,1.76546967029572
"107",9824,12441,6.92820310592651
"108",9890,4232,3.65148377418518
"109",9890,5258,1.14833855628967
"110",9890,5761,2.25973081588745
"111",9890,5898,2.92770028114319
"112",9890,6020,2.2360680103302
"113",9890,9150,2.2360680103302
"114",9890,15571,4
"115",9890,18206,1.14519667625427
"116",9890,18397,1.18124890327454
"117",10056,18206,0.84895271062851
"118",10071,18271,6.92820310592651
"119",10217,9115,3.55409336090088
"120",10426,4242,15.4919338226318
"121",10426,7028,4.4721360206604
"122",10596,16473,4.89897966384888
"123",10714,4232,0.83165055513382
"124",10714,9115,1.8131936788559
"125",11853,18206,15.4919338226318
"126",12089,9890,3.75734567642212
"127",12150,18206,0.89294022321701
"128",12293,18310,5.47722578048706
"129",12328,9890,1.73205077648163
"130",12441,18435,6.92820310592651
"131",12441,18745,4.89897966384888
"132",13126,18206,2.1081850528717
"133",13322,18687,4.14039325714111
"134",14715,18277,3.75734567642212
"135",15092,5258,1.83855426311493
"136",15092,18206,3.30289125442505
"137",15159,9115,2.73861289024353
"138",15571,18221,2.25973081588745
"139",15999,4090,0.542326152324677
"140",16473,18189,15.4919338226318
"141",16942,5508,0.757735252380371
"142",16942,18919,5.47722578048706
"143",17433,18703,2.69679951667786
"144",17920,4232,2.6186146736145
"145",18099,4678,0.861994206905365
"146",18099,7941,0.330740451812744
"147",18189,4779,3.09838676452637
"148",18206,4232,1.26914858818054
"149",18206,5048,0.446655631065369
"150",18206,5126,2.87677979469299
"151",18206,5258,2.05195665359497
"152",18206,5594,2.05195665359497
"153",18206,6413,3.87298345565796
"154",18206,6830,2.05195665359497
"155",18206,7084,4.67099380493164
"156",18206,7632,0.739389657974243
"157",18206,8978,6.32455539703369
"158",18206,17920,2.51312351226807
"159",18206,18397,4.67099380493164
"160",18206,18526,3.46410155296326
"161",18206,18863,2.19089031219482
"162",18206,19023,1.3856406211853
"163",18221,9890,2.73861289024353
"164",18221,13126,5.85540056228638
"165",18239,5002,2.98142385482788
"166",18247,18099,0.303646683692932
"167",18271,19149,2.39045715332031
"168",18272,16942,15.4919338226318
"169",18274,7084,2.69679951667786
"170",18310,4232,1.66090965270996
"171",18310,6839,2.78243327140808
"172",18345,6131,5.85540056228638
"173",18346,19148,3.65148377418518
"174",18381,18206,0.838935256004333
"175",18389,11853,10.9544515609741
"176",18392,18624,6.32455539703369
"177",18397,3987,2.25973081588745
"178",18397,5777,1.58113884925842
"179",18397,7039,3.09838676452637
"180",18397,7151,4.14039325714111
"181",18397,9115,2.65684461593628
"182",18397,10217,6.32455539703369
"183",18397,10714,2.65684461593628
"184",18397,12293,2.73861289024353
"185",18397,18206,6.92820310592651
"186",18397,18274,3.30289125442505
"187",18397,18346,1.58113884925842
"188",18397,18589,6.32455539703369
"189",18412,7000,0.704178810119629
"190",18434,5404,0.535479545593262
"191",18435,18397,8.9442720413208
"192",18495,18272,15.4919338226318
"193",18497,18389,2.92770028114319
"194",18526,4550,2.16930460929871
"195",18589,18495,15.4919338226318
"196",18624,19026,15.4919338226318
"197",18629,5892,4.89897966384888
"198",18687,5985,2.12798070907593
"199",18688,19049,5.47722578048706
"200",18703,9890,3.75734567642212
"201",18704,5258,0.84895271062851
"202",18730,18745,10.9544515609741
"203",18745,5898,1.93649172782898
"204",18745,13322,5.85540056228638
"205",18745,18345,10.9544515609741
"206",18780,4542,4
"207",18786,6714,4.4721360206604
"208",18787,9890,1.05654108524323
"209",18843,16942,0.337740182876587
"210",18863,4355,1.24837553501129
"211",18916,18397,2.28416085243225
"212",18919,18392,1.85164022445679
"213",19023,4130,1.33829915523529
"214",19026,7039,10.9544515609741
"215",19049,4951,15.4919338226318
"216",19099,18397,1.65144562721252
"217",19117,18247,1.07417225837708
"218",19148,15092,3.23029136657715
"219",19149,8936,4.67099380493164
"220",19157,8093,0.817632973194122
"221",19162,19099,2.82842707633972
