"","node","closeness","n.closeness"
"1",4008,3.07424902148909e-05,1.92140563843068e-07
"2",4027,4.46415373927653e-05,2.79009608704783e-07
"3",4043,4.75910353346731e-05,2.97443970841707e-07
"4",4047,3.83450985763083e-05,2.39656866101927e-07
"5",4086,3.75183801500156e-05,2.34489875937598e-07
"6",4109,3.90977218541098e-05,2.44360761588187e-07
"7",4113,4.26776087603383e-05,2.66735054752114e-07
"8",4116,3.78061334425559e-05,2.36288334015974e-07
"9",4121,2.97433684448756e-05,1.85896052780473e-07
"10",4144,3.77189830979488e-05,2.3574364436218e-07
"11",4147,3.92144758817342e-05,2.45090474260839e-07
"12",4156,3.16524665987023e-05,1.97827916241889e-07
"13",4199,4.44351561697651e-05,2.77719726061032e-07
"14",4231,2.93334090139961e-05,1.83333806337476e-07
"15",4242,3.69048836182588e-05,2.30655522614117e-07
"16",4267,3.97072801583777e-05,2.48170500989861e-07
"17",4275,1.53898614383683e-05,9.61866339898019e-08
"18",4320,3.97626099745469e-05,2.48516312340918e-07
"19",4336,1.84278252782279e-05,1.15173907988925e-07
"20",4396,4.34419814866369e-05,2.71512384291481e-07
"21",4439,3.9357084018185e-05,2.45981775113656e-07
"22",4446,3.97723900685888e-05,2.4857743792868e-07
"23",4464,3.92794762315601e-05,2.45496726447251e-07
"24",4467,3.77466062302648e-05,2.35916288939155e-07
"25",4482,4.33670503268999e-05,2.71044064543125e-07
"26",4496,3.3472139532637e-05,2.09200872078981e-07
"27",4509,4.04380050768534e-05,2.52737531730334e-07
"28",4529,5.43164972027129e-05,3.39478107516956e-07
"29",4539,3.71315346736919e-05,2.32072091710575e-07
"30",4609,3.65538384675394e-05,2.28461490422121e-07
"31",4633,4.35275075827989e-05,2.72046922392493e-07
"32",4678,3.78380505901533e-05,2.36487816188458e-07
"33",4694,1.0111025814959e-05,6.31939113434938e-08
"34",4754,3.9245829107288e-05,2.4528643192055e-07
"35",4854,3.83119645884133e-05,2.39449778677583e-07
"36",4867,4.36947117168322e-05,2.73091948230202e-07
"37",4868,4.96505945572282e-05,3.10316215982676e-07
"38",4869,2.99185001002451e-05,1.86990625626532e-07
"39",4872,2.99633949218402e-05,1.87271218261501e-07
"40",4885,3.65784829078286e-05,2.28615518173929e-07
"41",4995,2.93000589169969e-05,1.83125368231231e-07
"42",4999,2.88682540937376e-05,1.8042658808586e-07
"43",5012,3.13643931422576e-05,1.9602745713911e-07
"44",5015,3.7809773445606e-05,2.36311084035037e-07
"45",5034,3.74486992084214e-05,2.34054370052634e-07
"46",5038,4.14354087102957e-05,2.58971304439348e-07
"47",5133,3.102818967567e-05,1.93926185472938e-07
"48",5146,2.98659499130989e-05,1.86662186956868e-07
"49",5179,3.92605893242611e-05,2.45378683276632e-07
"50",5283,4.02230219638727e-05,2.51393887274204e-07
"51",5341,3.31636241320494e-05,2.07272650825309e-07
"52",5393,1.61064285984049e-05,1.00665178740031e-07
"53",5415,2.8694281784743e-05,1.79339261154644e-07
"54",5422,2.98754713672914e-05,1.86721696045571e-07
"55",5493,4.76314419581086e-05,2.97696512238179e-07
"56",5601,3.93694845947647e-05,2.46059278717279e-07
"57",5618,2.00581435013391e-05,1.25363396883369e-07
"58",5651,3.86464469373873e-05,2.4154029335867e-07
"59",5825,2.94172223710206e-05,1.83857639818879e-07
"60",5918,3.98515746341361e-05,2.49072341463351e-07
