time,username,course_id,forum_action,thread_id,subject,target_user_id,search_query,event_GET
1.44E+09,yannicktester1,UBCx/Climate101x/3T2015,read,560090539714b04a7a000e74,dc1cd40ad1009783c773c6012edc44e90d2f9456,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,56008eb801772b83ae0020e4,dc1cd40ad1009783c773c6012edc44e90d2f9456,,,{}
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,55fb72c29714b058d9001b08,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,55fb72c29714b058d9001b08,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahony,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahonybeta,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahonybeta,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,{}
1.44E+09,colinmahony,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahony,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahony,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahony,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahony,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahonybeta,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahonybeta,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahonybeta,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahonybeta,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahony,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahony,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahonybeta,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahonybeta,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,colinmahonybeta,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,SaraEHarris,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,SaraEHarris,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,SaraEHarris,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,SaraEHarris,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,SaraEHarris,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,SaraEHarris,UBCx/Climate101x/3T2015,read,56008fa601772bd721001eca,13214af67f1f760efb085c51e783efcdbb8edb19,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,HamishM,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,HamishM,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,GregorK,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,zoughlami,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,zoughlami,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,lucas_wright,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,lucas_wright,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,lucas_wright,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,wdvander,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,wdvander,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,wdvander,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,wdvander,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,cesiadpaz,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,cesiadpaz,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,cesiadpaz,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,cesiadpaz,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,{}
1.44E+09,cesiadpaz,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,MichelleJavier,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,MichelleJavier,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,MichelleJavier,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,{}
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,erenoe,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,zackzox,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,zackzox,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,zackzox,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,zackzox,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,{}
1.44E+09,zackzox,UBCx/Climate101x/3T2015,read,5602fa269714b08e0600220d,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,rvatalaro,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,rvatalaro,UBCx/Climate101x/3T2015,read,561da108c76277c3410004fd,course1,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
1.44E+09,bskiles67,UBCx/Climate101x/3T2015,read,561d7cccc76277630e00049b,8c12e4419027d4cc7b13d548a6441fe10c2b31e3,,,"{""ajax"": [""1""], ""resp_limit"": [""25""], ""resp_skip"": [""0""]}"
